asset_id,from_zone,to_zone,capacity_mw,loss_fraction,expandable,discrete_expansion,module_capacity_mw,min_modules,max_modules,max_capacity_mw,capital_cost,marginal_cost,p_min_pu,bidirectional,enabled,distance_km,corridor_status,source
tx_punta_arenas_centro_cabo_negro,punta_arenas_centro,cabo_negro,200,0.02,FALSE,FALSE,,0,0,200,80000,0,0,TRUE,TRUE,22.7,Existing internal Punta Arenas corridor,Inherited unchanged from the Punta Arenas case
tx_punta_arenas_centro_puerto_natales,punta_arenas_centro,puerto_natales,50,0.05,FALSE,FALSE,,0,0,50,80000,0,0,TRUE,TRUE,192.4,Counterfactual regional corridor,Screening assumption; not existing infrastructure and not an engineering design
tx_punta_arenas_centro_porvenir,punta_arenas_centro,porvenir,30,0.04,FALSE,FALSE,,0,0,30,80000,0,0,TRUE,TRUE,39.5,Counterfactual regional corridor including a marine crossing,Screening assumption; not existing infrastructure and not an engineering design
tx_punta_arenas_centro_puerto_williams,punta_arenas_centro,puerto_williams,10,0.08,FALSE,FALSE,,0,0,10,80000,0,0,TRUE,TRUE,292.2,Counterfactual long-distance regional corridor,Screening assumption; not existing infrastructure and not an engineering design
