snapshot,gas_boiler_punta_arenas_1,heat_pump_punta_arenas_1,gas_boiler_punta_arenas_2,heat_pump_punta_arenas_2,link_punta_arenas_1_to_punta_arenas_2,link_punta_arenas_2_to_punta_arenas_1,h2_electrolyzer_punta_arenas_2,h2_fuel_cell_punta_arenas_2,h2_turbine_punta_arenas_2,uhs_injection_punta_arenas_2,uhs_withdrawal_punta_arenas_2
2050-01-01 00:00:00,0.0,0.0,0.0,0.0,978.563031249796,1000.0,0.0,0.0,0.0,0.0,0.0
2050-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,27.861515625263564,0.0,0.0,0.0,0.0,0.0
2050-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,26.1040468752617,0.0,0.0,0.0,0.0,0.0
2050-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,23.83128125022631,0.0,0.0,0.0,0.0,0.0
2050-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,21.91206250025425,0.0,0.0,0.0,0.0,0.0
2050-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,20.40882812521886,0.0,0.0,0.0,0.0,0.0
2050-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,18.348296875250526,0.0,0.0,0.0,0.0,0.0
2050-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,18.565390625270084,0.0,0.0,0.0,0.0,0.0
2050-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,18.607000000192784,0.0,0.0,0.0,0.0,0.0
2050-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,19.076062500244007,0.0,0.0,0.0,0.0,0.0
2050-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,20.253140625194646,0.0,0.0,0.0,0.0,0.0
2050-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,21.789375000284053,0.0,0.0,0.0,0.0,0.0
2050-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,23.116953125223517,0.0,0.0,0.0,0.0,0.0
2050-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,23.37467187526636,0.0,0.0,0.0,0.0,0.0
2050-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,23.621875000186265,0.0,0.0,0.0,0.0,0.0
2050-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,23.86417187517509,0.0,0.0,0.0,0.0,0.0
2050-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,23.29629687522538,0.0,0.0,0.0,0.0,0.0
2050-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,22.399921875214204,0.0,0.0,0.0,0.0,0.0
2050-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,22.42853125021793,0.0,0.0,0.0,0.0,0.0
