asset_id,generator,zone,technology,capital_cost,marginal_cost,efficiency,installed_capacity,p_min_mw,available_from_year,earliest_commissioning_year,fixed_commissioning_year,commissioning_type,commissioning_year_source,commissioning_year_assumption,enabled,status,plant,plant_slug,tech,tech_name,plant_type,substation,region,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,plants_grouped,decommissioning_year,decommissioning_year_source
wind_manawatu_whanganui_generic_wind_no_13,wind,manawatu_whanganui,wind,2198019.71371,0.0,1.0,100.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic wind No. 13,generic_wind_no_13,Wind,Wind,PELE,WDV,Manawatū-Whanganui,50.097811,0.0,3600,36.551495,256.353466,1,,
wind_manawatu_whanganui_generic_wind_no_27,wind,manawatu_whanganui,wind,2077325.76613,0.0,1.0,150.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 27,generic_wind_no_27,Wind,Wind,PELE,TWC,Manawatū-Whanganui,47.812607,0.0,3600,34.018923,345.617788,1,,
wind_manawatu_whanganui_generic_wind_no_48,wind,manawatu_whanganui,wind,2168762.803947,0.0,1.0,150.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 48,generic_wind_no_48,Wind,Wind,PELE,TWC,Manawatū-Whanganui,46.55221,0.0,3600,18.411211,343.725631,1,,
wind_manawatu_whanganui_generic_wind_no_82,wind,manawatu_whanganui,wind,2123094.614511,0.0,1.0,300.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 82,generic_wind_no_82,Wind,Wind,PELE,TWC,Manawatū-Whanganui,45.704093,0.0,3600,31.827953,668.756338,1,,
wind_manawatu_whanganui_manawatu_wind_meridian,wind,manawatu_whanganui,wind,2154771.210472,0.0,1.0,200.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Manawatū Wind (Meridian),manawatu_wind_meridian,Wind,Wind,PELE,LTN,Manawatū-Whanganui,49.473503,0.0,3600,57.954675,488.908917,1,,
wind_manawatu_whanganui_mt_munro_wind_farm,wind,manawatu_whanganui,wind,2056439.034864,0.0,1.0,60.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Applied for consent,Mt Munro wind farm,mt_munro_wind_farm,Wind,Wind,PELE,MGM,Manawatū-Whanganui,49.826885,0.0,3600,25.891133,149.277475,1,,
wind_manawatu_whanganui_ototoka_wind_farm,wind,manawatu_whanganui,wind,2154488.591125,0.0,1.0,150.0,0.0,2029.0,2029.0,,flexible,edgs_earliest_commissioning_year,,True,Announced,Ototoka Wind Farm,ototoka_wind_farm,Wind,Wind,PELE,BRK,Manawatū-Whanganui,49.237915,0.0,3600,57.954675,381.127963,1,,
wind_manawatu_whanganui_pahiatua_wind_farm,wind,manawatu_whanganui,wind,2161120.467057,0.0,1.0,50.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Pahiatua Wind Farm,pahiatua_wind_farm,Wind,Wind,PELE,MGM,Manawatū-Whanganui,49.485282,0.0,3600,37.953244,146.009268,1,,
wind_manawatu_whanganui_project_huriwaka,wind,manawatu_whanganui,wind,2387653.424708,0.0,1.0,250.0,0.0,2027.0,2027.0,,flexible,edgs_earliest_commissioning_year,,True,Applied for consent,Project Huriwaka,project_huriwaka,Wind,Wind,PELE,TNG,Manawatū-Whanganui,49.473503,0.0,3600,42.429418,639.342775,1,,
wind_manawatu_whanganui_puketoi_wind_farm,wind,manawatu_whanganui,wind,2051791.808129,0.0,1.0,228.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Puketoi wind farm,puketoi_wind_farm,Wind,Wind,PELE,BPE,Manawatū-Whanganui,51.417105,0.0,3600,147.560612,615.369144,1,,
wind_manawatu_whanganui_tararua_stage_1_and_2,wind,manawatu_whanganui,wind,0.0,0.0,1.0,68.0,0.0,,,,existing,edgs_status_current,,True,Current,Tararua Stage 1 & 2,tararua_stage_1_and_2,Wind,Wind,PELE,LTN,Manawatū-Whanganui,49.473503,0.0,3600,,,1,,
wind_manawatu_whanganui_tararua_stage_3,wind,manawatu_whanganui,wind,0.0,0.0,1.0,93.0,0.0,,,,existing,edgs_status_current,,True,Current,Tararua Stage 3,tararua_stage_3,Wind,Wind,PELE,WDV,Manawatū-Whanganui,49.473503,0.0,3600,,,1,,
wind_manawatu_whanganui_te_apiti,wind,manawatu_whanganui,wind,0.0,0.0,1.0,90.75,0.0,,,,existing,edgs_status_current,,True,Current,Te Āpiti,te_apiti,Wind,Wind,PELE,WDV,Manawatū-Whanganui,49.473503,0.0,3600,,,1,,
wind_manawatu_whanganui_te_rere_hau,wind,manawatu_whanganui,wind,0.0,0.0,1.0,45.5,0.0,,,,existing,edgs_status_current,,True,Current,Te Rere Hau,te_rere_hau,Wind,Wind,PELE,LTN,Manawatū-Whanganui,49.473503,0.0,3600,,,1,,
wind_manawatu_whanganui_te_rere_hau_expansion,wind,manawatu_whanganui,wind,2580315.363619,0.0,1.0,38.0,0.0,2024.0,2024.0,,flexible,edgs_earliest_commissioning_year,,True,Applied for consent,Te Rere Hau (Expansion),te_rere_hau_expansion,Wind,Wind,PELE,LTN,Manawatū-Whanganui,49.473503,0.0,3600,0.0,98.051984,1,,
wind_manawatu_whanganui_te_rere_hau_repower,wind,manawatu_whanganui,wind,4938000.0,0.0,1.0,124.5,0.0,2024.0,2024.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Te Rere Hau (Repower),te_rere_hau_repower,Wind,Wind,PELE,LTN,Manawatū-Whanganui,49.473503,0.0,3600,23.05,637.831,1,,
wind_manawatu_whanganui_turitea_north,wind,manawatu_whanganui,wind,0.0,0.0,1.0,118.8,0.0,,,,existing,edgs_status_current,,True,Current,Turitea North,turitea_north,Wind,Wind,PELE,LTN,Manawatū-Whanganui,54.161706,0.0,3600,,,1,,
wind_manawatu_whanganui_turitea_south,wind,manawatu_whanganui,wind,0.0,0.0,1.0,102.6,0.0,,,,existing,edgs_status_current,,True,Current,Turitea South,turitea_south,Wind,Wind,PELE,LTN,Manawatū-Whanganui,54.161706,0.0,3600,,,1,,
hydro_run_of_river_marlborough_wairau_hydro_expansion,hydro_run_of_river,marlborough,hydro_run_of_river,5303485.850823,0.0,1.0,72.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_potential,2040.0,True,Potential,Wairau Hydro Expansion,wairau_hydro_expansion,HydRR,"Hydro, run of river",PELE,BLN,Marlborough,74.317368,0.0,3600,13.881733,395.732714,1,,
solar_marlborough_argyle_solar_farm,solar,marlborough,solar,2099993.043478,0.0,1.0,28.0,0.0,2026.0,2026.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Argyle solar farm,argyle_solar_farm,Solar,Solar,PELE,ARG,Marlborough,20.444943,0.0,3600,17.28,76.079805,1,,
solar_marlborough_argyle_solar_farm_northern_area,solar,marlborough,solar,2062690.136522,0.0,1.0,37.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Argyle Solar Farm - Northern Area,argyle_solar_farm_northern_area,Solar,Solar,PELE,ARG,Marlborough,23.558811,0.0,3600,17.28,93.599535,1,,
wind_marlborough_generic_wind_no_21,wind,marlborough,wind,2088878.315916,0.0,1.0,50.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 21,generic_wind_no_21,Wind,Wind,PELE,BLN,Marlborough,48.790297,0.0,3600,11.508479,115.952395,1,,
wind_marlborough_generic_wind_no_51,wind,marlborough,wind,2163118.159983,0.0,1.0,75.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 51,generic_wind_no_51,Wind,Wind,PELE,BLN,Marlborough,50.215605,0.0,3600,34.313408,196.54727,1,,
hydro_storage_nelson_cobb,hydro_storage,nelson,hydro_storage,0.0,0.0,1.0,32.0,0.0,,,,existing,edgs_status_current,,True,Current,Cobb,cobb,HydSC,"Hydro, schedulable",PELE,STK,Nelson,76.464087,0.0,3600,,,1,,
solar_nelson_tasman_district_solar_farm,solar,nelson,solar,1002308.011304,0.0,1.0,130.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Tasman District solar farm,tasman_district_solar_farm,Solar,Solar,PELE,STK,Nelson,23.558811,0.0,3600,31.69,161.990041,1,,
diesel_peaker_northland_bream_bay_peaker,diesel_peaker,northland,diesel_peaker,0.0,50.898764,0.330094,9.0,0.0,,,,existing,edgs_status_current,,True,Current,Bream Bay Peaker,bream_bay_peaker,DslPkr,"Peaker, diesel-fired OCGT",PELE,BRB,Northland,22.38087,3.133322,10906,,,1,,
gas_peaker_northland_generic_ocgt_peaker_5_marsden,gas_peaker,northland,gas_peaker,1213001.596675,44.570325,0.306383,100.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,False,Generic,Generic OCGT peaker: 5 (Marsden),generic_ocgt_peaker_5_marsden,GasPkr,"Peaker, gas-fired OCGT",PELE,MDN,Northland,5.418526,2.650366,11750,13.192934,134.493094,1,,
geothermal_northland_ngawha_expansion_stage_5,geothermal,northland,geothermal,9119986.380784,0.0,0.3,25.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Ngāwhā Expansion: Stage 5,ngawha_expansion_stage_5,Geo,Geothermal,PELE,KOE,Northland,223.808703,0.0,12000,17.669108,245.668768,1,,
geothermal_northland_ngawha_expansion_stage_6,geothermal,northland,geothermal,9119986.380784,0.0,0.3,25.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Ngāwhā Expansion: Stage 6,ngawha_expansion_stage_6,Geo,Geothermal,PELE,KOE,Northland,223.808703,0.0,12000,17.669108,245.668768,1,,
geothermal_northland_ngawha_stage_1_and_2,geothermal,northland,geothermal,0.0,0.0,0.3,28.0,0.0,,,,existing,edgs_status_current,,True,Current,Ngāwhā Stage 1 & 2,ngawha_stage_1_and_2,Geo,Geothermal,PELE,KOE,Northland,223.808703,0.0,12000,,,1,,
geothermal_northland_ngawha_stage_3_oec4,geothermal,northland,geothermal,0.0,0.0,0.3,32.0,0.0,,,,existing,edgs_status_current,,True,Current,Ngāwhā Stage 3 (OEC4),ngawha_stage_3_oec4,Geo,Geothermal,PELE,KOE,Northland,223.808703,0.0,12000,,,1,,
geothermal_northland_ngawha_stage_4_oec5,geothermal,northland,geothermal,9190292.115467,0.0,0.3,32.0,0.0,2026.0,2026.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Ngāwhā Stage 4 (OEC5),ngawha_stage_4_oec5,Geo,Geothermal,PELE,KOE,Northland,223.808703,0.0,12000,17.669108,311.758456,1,,
solar_northland_glorit_solar_farm,solar,northland,solar,1072625.439661,0.0,1.0,160.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_early_stages,2040.0,True,Early stages,Glorit solar farm,glorit_solar_farm,Solar,Solar,PELE,WEL,Northland,23.558811,0.0,3600,30.626525,202.246595,1,,
solar_northland_lodestone_dargaville,solar,northland,solar,999935.493835,0.0,1.0,69.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Lodestone Dargaville,lodestone_dargaville,Solar,Solar,PELE,MPE,Northland,23.558811,0.0,3600,14.31146,83.307009,1,,
solar_northland_lodestone_kohira_solar_farm,solar,northland,solar,0.0,0.0,1.0,32.0,0.0,,,,existing,edgs_status_current,,True,Current,Lodestone Kohira solar farm,lodestone_kohira_solar_farm,Solar,Solar,PELE,KTA,Northland,23.558811,0.0,3600,,,1,,
solar_northland_maranga_ra_solar_farm,solar,northland,solar,1268075.36557,0.0,1.0,26.7,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Maranga Rā solar farm,maranga_ra_solar_farm,Solar,Solar,PELE,MDN,Northland,23.558811,0.0,3600,17.889325,51.746937,1,,
solar_northland_maungaturoto_solar_farm,solar,northland,solar,1619996.285217,0.0,1.0,20.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Maungaturoto solar farm,maungaturoto_solar_farm,Solar,Solar,PELE,MTO,Northland,23.558811,0.0,3600,18.44,50.839926,1,,
solar_northland_pukenui_solar_farm,solar,northland,solar,1228336.956522,0.0,1.0,22.0,0.0,2025.0,,2025.0,fixed,assumed_from_status_under_construction,2025.0,True,Under construction,Pukenui solar farm,pukenui_solar_farm,Solar,Solar,PELE,KTA,Northland,23.558811,0.0,3600,17.28,44.303413,1,,
solar_northland_ruakaka_solar_farm,solar,northland,solar,1039646.660386,0.0,1.0,120.0,0.0,2024.0,2024.0,,flexible,edgs_earliest_commissioning_year,,True,Applied for consent,Ruakākā solar farm,ruakaka_solar_farm,Solar,Solar,PELE,BRB,Northland,23.558811,0.0,3600,23.849026,148.606625,1,,
solar_northland_twin_rivers_solar_farm,solar,northland,solar,1249208.26087,0.0,1.0,24.0,0.0,2024.0,,2024.0,fixed,edgs_fixed_commissioning_year,,True,Fully consented,Twin Rivers solar farm,twin_rivers_solar_farm,Solar,Solar,PELE,KTA,Northland,20.444943,0.0,3600,24.2,54.180998,1,,
solar_northland_wellsford_solar_farm,solar,northland,solar,1136761.304348,0.0,1.0,76.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Wellsford solar farm,wellsford_solar_farm,Solar,Solar,PELE,WEL,Northland,23.558811,0.0,3600,24.77,111.163859,1,,
wind_northland_generic_wind_no_18,wind,northland,wind,2102149.810777,0.0,1.0,300.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 18,generic_wind_no_18,Wind,Wind,PELE,MDN,Northland,50.309841,0.0,3600,161.448531,792.093474,1,,
wind_northland_generic_wind_no_37,wind,northland,wind,2228751.664179,0.0,1.0,75.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 37,generic_wind_no_37,Wind,Wind,PELE,KOE,Northland,51.028384,0.0,3600,36.551495,203.70787,1,,
wind_northland_generic_wind_no_75,wind,northland,wind,2317707.071831,0.0,1.0,100.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 75,generic_wind_no_75,Wind,Wind,PELE,MDN,Northland,48.884533,0.0,3600,19.671607,251.442314,1,,
wind_northland_kaiwaikawe,wind,northland,wind,2154359.017665,0.0,1.0,73.0,0.0,2024.0,2024.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Kaiwaikawe,kaiwaikawe,Wind,Wind,PELE,MPE,Northland,47.082283,0.0,3600,6.93807,164.206278,1,,
bio_reciprocating_otago_generic_reciprocating_biogas_1_halfway_bush,bio_reciprocating,otago,bio_reciprocating,2518865.562924,16.012294,0.315789,10.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,False,Generic,Generic Reciprocating Biogas: 1 (Halfway Bush),generic_reciprocating_biogas_1_halfway_bush,BioRecip,Reciprocating Biogas engine,PELE,HWB,Otago,21.173282,0.0,11400,0.661665,25.850321,1,,
hydro_run_of_river_otago_clutha_river_beaumont_expansion,hydro_run_of_river,otago,hydro_run_of_river,6536047.929251,0.0,1.0,185.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_potential,2040.0,True,Potential,Clutha River - Beaumont Expansion,clutha_river_beaumont_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,68.265665,0.0,3600,18.658955,1227.827821,1,,
hydro_run_of_river_otago_clutha_river_luggate_expansion,hydro_run_of_river,otago,hydro_run_of_river,5906374.249,0.0,1.0,80.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_potential,2040.0,True,Potential,Clutha River - Luggate expansion,clutha_river_luggate_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,73.571127,0.0,3600,9.527977,482.037917,1,,
hydro_run_of_river_otago_clutha_river_queensberry_expansion,hydro_run_of_river,otago,hydro_run_of_river,6536047.929251,0.0,1.0,110.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_potential,2040.0,True,Potential,Clutha River - Queensberry expansion,clutha_river_queensberry_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,69.604808,0.0,3600,18.658955,737.624227,1,,
hydro_run_of_river_otago_clutha_river_tuapeka_expansion,hydro_run_of_river,otago,hydro_run_of_river,5373303.225411,0.0,1.0,350.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_potential,2040.0,True,Potential,Clutha River - Tuapeka expansion,clutha_river_tuapeka_expansion,HydRR,"Hydro, run of river",PELE,ROX,Otago,59.433449,0.0,3600,28.451597,1909.107726,1,,
hydro_storage_otago_clyde_and_roxburgh_hydro_scheme,hydro_storage,otago,hydro_storage,0.0,0.0,1.0,752.0,0.0,,,,existing,edgs_status_current,,True,Current,Clyde and Roxburgh hydro scheme,clyde_and_roxburgh_hydro_scheme,HydSC,"Hydro, schedulable",PELE,ROX,Otago,57.593404,0.0,3600,,,1,,
hydro_storage_otago_waipori_power_scheme,hydro_storage,otago,hydro_storage,0.0,0.0,1.0,87.0,0.0,,,,existing,edgs_status_current,,True,Current,Waipori power scheme,waipori_power_scheme,HydSC,"Hydro, schedulable",PELE,BWK,Otago,98.973969,0.0,3600,,,1,,
solar_otago_generic_solar_101_200mw_35,solar,otago,solar,1258714.73913,0.0,1.0,120.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (101-200MW): 35,generic_solar_101_200mw_35,Solar,Solar,PELE,OAM,Otago,23.558811,0.0,3600,28.84,179.885769,1,,
solar_otago_generic_solar_200mw+_33,solar,otago,solar,1142792.433913,0.0,1.0,200.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (200MW+): 33,generic_solar_200mw+_33,Solar,Solar,PELE,HWB,Otago,23.558811,0.0,3600,44.6,273.158487,1,,
solar_otago_generic_solar_200mw+_56,solar,otago,solar,1204151.213913,0.0,1.0,200.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (200MW+): 56,generic_solar_200mw+_56,Solar,Solar,PELE,SDN,Otago,23.558811,0.0,3600,52.93,293.760243,1,,
solar_otago_maniototo_solar_farm,solar,otago,solar,978039.439915,0.0,1.0,300.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Maniototo solar farm,maniototo_solar_farm,Solar,Solar,PELE,NSY,Otago,20.444943,0.0,3600,38.283156,331.694988,1,,
solar_otago_naseby_solar_farm,solar,otago,solar,1396525.335781,0.0,1.0,59.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Naseby solar farm,naseby_solar_farm,Solar,Solar,PELE,NSY,Otago,23.558811,0.0,3600,21.038018,103.433013,1,,
wind_otago_generic_wind_no_47,wind,otago,wind,2127852.685452,0.0,1.0,300.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 47,generic_wind_no_47,Wind,Wind,PELE,ROX,Otago,46.740681,0.0,3600,56.376234,694.73204,1,,
wind_otago_kaihiku_wind_farm,wind,otago,wind,2958000.0,0.0,1.0,300.0,0.0,2028.0,2028.0,,flexible,edgs_earliest_commissioning_year,,True,Early stages,Kaihiku wind farm,kaihiku_wind_farm,Wind,Wind,PELE,KHK,Otago,49.473503,0.0,3600,42.0,929.4,1,,
wind_otago_mahinerangi_1,wind,otago,wind,0.0,0.0,1.0,36.0,0.0,,,,existing,edgs_status_current,,True,Current,Mahinerangi 1,mahinerangi_1,Wind,Wind,PELE,HWB,Otago,49.473503,0.0,3600,,,1,,
wind_otago_mahinerangi_stage_2,wind,otago,wind,2162973.689502,0.0,1.0,138.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Mahinerangi (Stage 2),mahinerangi_stage_2,Wind,Wind,PELE,HWB,Otago,48.613606,0.0,3600,47.35321,345.843579,1,,
hydro_storage_southland_manapouri,hydro_storage,southland,hydro_storage,0.0,0.0,1.0,800.0,0.0,,,,existing,edgs_status_current,,True,Current,Manapōuri,manapouri,HydSC,"Hydro, schedulable",PELE,MAN,Southland,35.339084,0.0,3600,,,1,,
solar_southland_generic_solar_200mw+_43,solar,southland,solar,1182064.813913,0.0,1.0,200.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (200MW+): 43,generic_solar_200mw+_43,Solar,Solar,PELE,INV,Southland,23.558811,0.0,3600,49.21,285.622963,1,,
solar_southland_generic_solar_<100_mw_62,solar,southland,solar,1397494.23913,0.0,1.0,60.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (<100 MW): 62,generic_solar_<100_mw_62,Solar,Solar,PELE,EDN,Southland,23.558811,0.0,3600,20.2,104.049654,1,,
wind_southland_generic_wind_no_43,wind,southland,wind,2216269.954893,0.0,1.0,150.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 43,generic_wind_no_43,Wind,Wind,PELE,TWI,Southland,48.083533,0.0,3600,25.985368,358.425862,1,,
wind_southland_generic_wind_no_49,wind,southland,wind,2127763.641,0.0,1.0,100.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 49,generic_wind_no_49,Wind,Wind,PELE,TWI,Southland,50.356958,0.0,3600,37.458509,250.234873,1,,
wind_southland_generic_wind_no_52,wind,southland,wind,2229448.533804,0.0,1.0,50.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 52,generic_wind_no_52,Wind,Wind,PELE,TWI,Southland,52.606825,0.0,3600,25.419957,136.892384,1,,
wind_southland_jericho_wind_farm,wind,southland,wind,2150493.205274,0.0,1.0,35.0,0.0,2026.0,2026.0,,flexible,edgs_earliest_commissioning_year,,True,Announced,Jericho Wind Farm,jericho_wind_farm,Wind,Wind,PELE,NMA,Southland,49.473503,0.0,3600,17.669108,92.93637,1,,
wind_southland_kaiwera_downs_wind_stage_1,wind,southland,wind,0.0,0.0,1.0,43.0,0.0,,,,existing,edgs_status_current,,True,Current,Kaiwera Downs wind (Stage 1),kaiwera_downs_wind_stage_1,Wind,Wind,PELE,GOR,Southland,48.012857,0.0,3600,,,1,,
wind_southland_kaiwera_downs_wind_stage_2,wind,southland,wind,1891463.899794,0.0,1.0,155.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Kaiwera Downs wind (Stage 2),kaiwera_downs_wind_stage_2,Wind,Wind,PELE,GOR,Southland,48.012857,0.0,3600,0.0,293.176904,1,,
wind_southland_southland_wind_farm,wind,southland,wind,2866233.120708,0.0,1.0,300.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Southland Wind Farm,southland_wind_farm,Wind,Wind,PELE,GOR,Southland,49.473503,0.0,3600,47.023369,906.893305,1,,
wind_southland_white_hill,wind,southland,wind,0.0,0.0,1.0,58.0,0.0,,,,existing,edgs_status_current,,True,Current,White Hill,white_hill,Wind,Wind,PELE,TWI,Southland,49.473503,0.0,3600,,,1,,
ccgt_taranaki_taranaki_combined_cycle_tcc,ccgt,taranaki,ccgt,0.0,10.116153,0.467532,380.0,0.0,,,,existing,edgs_status_current,,True,Current,Taranaki Combined Cycle (TCC),taranaki_combined_cycle_tcc,CCGT,Combined cycle gas turbine,PELE,SFD,Taranaki,48.295562,0.518294,7700,,,1,,
gas_cogeneration_taranaki_kapuni_cogeneration_plant,gas_cogeneration,taranaki,gas_cogeneration,0.0,18.276925,0.387097,25.0,0.0,,,,existing,edgs_status_current,,True,Current,Kapuni cogeneration plant,kapuni_cogeneration_plant,GasCog,"Cogeneration, gas-fired",PCHP,KPA,Taranaki,48.295562,1.319293,9300,,,1,,
gas_cogeneration_taranaki_whareroa_cogeneration_plant,gas_cogeneration,taranaki,gas_cogeneration,0.0,17.997289,0.387097,70.0,0.0,,,,existing,edgs_status_current,,True,Current,Whareroa cogeneration plant,whareroa_cogeneration_plant,GasCog,"Cogeneration, gas-fired",PCHP,HWA,Taranaki,46.316554,1.32333,9300,,,1,,
gas_peaker_taranaki_generic_ocgt_peaker_2_stratford,gas_peaker,taranaki,gas_peaker,1213001.596675,44.570325,0.306383,100.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,False,Generic,Generic OCGT peaker: 2 (Stratford),generic_ocgt_peaker_2_stratford,GasPkr,"Peaker, gas-fired OCGT",PELE,SFD,Taranaki,5.418526,2.650366,11750,13.192934,134.493094,1,,
gas_peaker_taranaki_junction_road_power_plant,gas_peaker,taranaki,gas_peaker,0.0,24.925222,0.342857,100.0,0.0,,,,existing,edgs_status_current,,True,Current,Junction Road power plant,junction_road_power_plant,GasPkr,"Peaker, gas-fired OCGT",PELE,NPL,Taranaki,22.38087,1.319293,10500,,,1,,
gas_peaker_taranaki_mckee_power_plant,gas_peaker,taranaki,gas_peaker,0.0,24.925222,0.342857,100.0,0.0,,,,existing,edgs_status_current,,True,Current,McKee power plant,mckee_power_plant,GasPkr,"Peaker, gas-fired OCGT",PELE,SFD,Taranaki,22.38087,1.319293,10500,,,1,,
gas_peaker_taranaki_stratford_peaker,gas_peaker,taranaki,gas_peaker,0.0,15.689084,0.404176,210.0,0.0,,,,existing,edgs_status_current,,True,Current,Stratford Peaker,stratford_peaker,GasPkr,"Peaker, gas-fired OCGT",PELE,SFD,Taranaki,22.38087,0.518294,8907,,,1,,
hydro_storage_taranaki_patea,hydro_storage,taranaki,hydro_storage,0.0,0.0,1.0,33.0,0.0,,,,existing,edgs_status_current,,True,Current,Patea,patea,HydSC,"Hydro, schedulable",PELE,NPL,Taranaki,76.402752,0.0,3600,,,1,,
ocgt_taranaki_mangahewa_power_station,ocgt,taranaki,ocgt,0.0,16.726756,0.310345,9.6,0.0,,,,existing,edgs_status_current,,True,Current,Mangahewa Power Station,mangahewa_power_station,OCGT,Open cycle gas turbine,PELE,SFD,Taranaki,11.779405,0.0,11600,,,1,,
solar_taranaki_generic_solar_101_200mw_85,solar,taranaki,solar,1230818.226957,0.0,1.0,140.0,0.0,2040.0,2040.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (101-200MW): 85,generic_solar_101_200mw_85,Solar,Solar,PELE,CST,Taranaki,23.558811,0.0,3600,52.56,224.874552,1,,
solar_taranaki_opunake_solar_farm_energy_farms_ltd,solar,taranaki,solar,730634.145217,0.0,1.0,80.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Ōpunake solar farm (Energy Farms Ltd),opunake_solar_farm_energy_farms_ltd,Solar,Solar,PELE,OPK,Taranaki,23.558811,0.0,3600,20.0,78.450732,1,,
solar_taranaki_opunake_solar_farm_harmony_energy,solar,taranaki,solar,1160387.818261,0.0,1.0,75.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Ōpunake solar farm (Harmony Energy),opunake_solar_farm_harmony_energy,Solar,Solar,PELE,OPK,Taranaki,23.558811,0.0,3600,23.33,110.359086,1,,
