asset_id,generator,zone,technology,capital_cost,marginal_cost,efficiency,installed_capacity,p_min_mw,available_from_year,earliest_commissioning_year,fixed_commissioning_year,commissioning_type,commissioning_year_source,commissioning_year_assumption,enabled,status,plant,plant_slug,tech,tech_name,plant_type,substation,region,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,plants_grouped,decommissioning_year,decommissioning_year_source
solar_taranaki_skinner_road_solar_farm,solar,taranaki,solar,1199320.242609,0.0,1.0,32.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Skinner Road solar farm,skinner_road_solar_farm,Solar,Solar,PELE,SFD,Taranaki,20.444943,0.0,3600,17.28,55.658248,1,,
solar_taranaki_taranaki_solar_farm_meridian,solar,taranaki,solar,1155153.460938,0.0,1.0,150.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Taranaki solar farm (Meridian),taranaki_solar_farm_meridian,Solar,Solar,PELE,HUI,Taranaki,23.558811,0.0,3600,32.456347,205.729366,1,,
solar_taranaki_three_streams_solar_farm,solar,taranaki,solar,1200740.082609,0.0,1.0,32.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Three Streams solar farm,three_streams_solar_farm,Solar,Solar,PELE,SFD,Taranaki,20.444943,0.0,3600,17.28,55.703683,1,,
solar_taranaki_waitara_solar_farm,solar,taranaki,solar,1076221.143478,0.0,1.0,72.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Waitara solar farm,waitara_solar_farm,Solar,Solar,PELE,MNI,Taranaki,23.558811,0.0,3600,24.77,102.257922,1,,
wind_taranaki_generic_wind_no_72,wind,taranaki,wind,2116602.112503,0.0,1.0,100.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 72,generic_wind_no_72,Wind,Wind,PELE,WVY,Taranaki,49.826885,0.0,3600,29.295381,240.955593,1,,
wind_taranaki_generic_wind_no_74,wind,taranaki,wind,2308310.946385,0.0,1.0,200.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 74,generic_wind_no_74,Wind,Wind,PELE,WVY,Taranaki,48.001077,0.0,3600,45.633417,507.295606,1,,
wind_taranaki_taranaki_wind_meridian,wind,taranaki,wind,2154771.210472,0.0,1.0,300.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Taranaki Wind (Meridian),taranaki_wind_meridian,Wind,Wind,PELE,OPK,Taranaki,48.14243,0.0,3600,57.954675,704.386038,1,,
wind_taranaki_waipipi,wind,taranaki,wind,0.0,0.0,1.0,133.0,0.0,,,,existing,edgs_status_current,,True,Current,Waipipi,waipipi,Wind,Wind,PELE,WVY,Taranaki,49.473503,0.0,3600,,,1,,
ccgt_waikato_huntly_unit_5_e3p,ccgt,waikato,ccgt,0.0,15.888062,0.486486,403.0,0.0,,,,existing,edgs_status_current,,True,Current,Huntly Unit 5 (e3p),huntly_unit_5_e3p,CCGT,Combined cycle gas turbine,PELE,HLY,Waikato,48.295562,1.319293,7400,,,1,,
coal_waikato_huntly_unit_1_coal,coal,waikato,coal,0.0,23.293774,0.330275,200.0,0.0,,,,existing,edgs_status_current,,True,Current,Huntly Unit 1 (Coal),huntly_unit_1_coal,Coal,Coal,PELE,HLY,Waikato,96.591125,0.883455,10900,,,1,,
coal_waikato_huntly_unit_2_coal,coal,waikato,coal,0.0,23.293774,0.330275,200.0,0.0,,,,existing,edgs_status_current,,True,Current,Huntly Unit 2 (Coal),huntly_unit_2_coal,Coal,Coal,PELE,HLY,Waikato,96.591125,0.883455,10900,,,1,,
gas_peaker_waikato_generic_ocgt_peaker_1_huntly,gas_peaker,waikato,gas_peaker,1213001.596675,44.570325,0.306383,100.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,False,Generic,Generic OCGT peaker: 1 (Huntly),generic_ocgt_peaker_1_huntly,GasPkr,"Peaker, gas-fired OCGT",PELE,HLY,Waikato,5.418526,2.650366,11750,13.192934,134.493094,1,,
gas_peaker_waikato_generic_ocgt_peaker_6_huntly,gas_peaker,waikato,gas_peaker,1213001.596675,44.570325,0.306383,100.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,False,Generic,Generic OCGT peaker: 6 (Huntly),generic_ocgt_peaker_6_huntly,GasPkr,"Peaker, gas-fired OCGT",PELE,HLY,Waikato,5.418526,2.650366,11750,13.192934,134.493094,1,,
gas_peaker_waikato_generic_ocgt_peaker_8_huntly,gas_peaker,waikato,gas_peaker,1213001.596675,44.570325,0.306383,100.0,0.0,2045.0,2045.0,,flexible,edgs_earliest_commissioning_year,,False,Generic,Generic OCGT peaker: 8 (Huntly),generic_ocgt_peaker_8_huntly,GasPkr,"Peaker, gas-fired OCGT",PELE,HLY,Waikato,5.418526,2.650366,11750,13.192934,134.493094,1,,
geothermal_waikato_atiamuri_geothermal,geothermal,waikato,geothermal,11416932.450797,0.0,0.3,5.0,0.0,2040.0,2040.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Ātiamuri Geothermal,atiamuri_geothermal,Geo,Geothermal,PELE,WKM,Waikato,223.808703,0.0,12000,32.393365,89.478027,1,,
geothermal_waikato_mokai,geothermal,waikato,geothermal,0.0,0.0,0.3,113.0,0.0,,,,existing,edgs_status_current,,True,Current,Mōkai,mokai,Geo,Geothermal,PELE,WKM,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_nga_awa_purua,geothermal,waikato,geothermal,0.0,0.0,0.3,140.0,0.0,,,,existing,edgs_status_current,,True,Current,Ngā Awa Pūrua,nga_awa_purua,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_ngatamariki,geothermal,waikato,geothermal,0.0,0.0,0.3,85.0,0.0,,,,existing,edgs_status_current,,True,Current,Ngātamariki,ngatamariki,Geo,Geothermal,PELE,OKI,Waikato,123.683757,0.0,12000,,,1,,
geothermal_waikato_ngatamariki_expansion,geothermal,waikato,geothermal,4412882.352941,0.0,0.3,46.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Ngātamariki expansion,ngatamariki_expansion,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,17.5,220.492588,1,,
geothermal_waikato_ohaaki,geothermal,waikato,geothermal,0.0,0.0,0.3,50.0,0.0,,,,existing,edgs_status_current,,True,Current,Ōhaaki,ohaaki,Geo,Geothermal,PELE,OKI,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_poihipi_road,geothermal,waikato,geothermal,0.0,0.0,0.3,50.0,0.0,,,,existing,edgs_status_current,,True,Current,Poihipi Road,poihipi_road,Geo,Geothermal,PELE,PPI,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_reporoa_stage_2,geothermal,waikato,geothermal,7162029.807109,0.0,0.3,25.0,0.0,2040.0,2040.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Reporoa: Stage 2,reporoa_stage_2,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,17.669108,196.719853,1,,
geothermal_waikato_rotokawa,geothermal,waikato,geothermal,0.0,0.0,0.3,34.0,0.0,,,,existing,edgs_status_current,,True,Current,Rotokawa,rotokawa,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_tauhara_stage_1,geothermal,waikato,geothermal,5289733.333333,0.0,0.3,152.0,0.0,2024.0,,2024.0,fixed,edgs_fixed_commissioning_year,,True,Under construction,Tauhara Stage 1,tauhara_stage_1,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,25.0,829.039467,1,,
geothermal_waikato_tauhara_stage_1_expansion,geothermal,waikato,geothermal,5272360.0,0.0,0.3,22.0,0.0,2026.0,2026.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Tauhara Stage 1 expansion,tauhara_stage_1_expansion,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,0.0,115.99192,1,,
geothermal_waikato_te_huka_binary,geothermal,waikato,geothermal,0.0,0.0,0.3,28.0,0.0,,,,existing,edgs_status_current,,True,Current,Te Huka (Binary),te_huka_binary,Geo,Geothermal,PELE,WRK,Waikato,251.43272,0.0,12000,,,1,,
geothermal_waikato_te_huka_unit_3,geothermal,waikato,geothermal,5966384.571058,0.0,0.3,51.4,0.0,2024.0,,2024.0,fixed,edgs_fixed_commissioning_year,,True,Under construction,Te Huka Unit 3,te_huka_unit_3,Geo,Geothermal,PELE,WRK,Waikato,251.43272,0.0,12000,17.664431,324.336598,1,,
geothermal_waikato_te_mihi,geothermal,waikato,geothermal,0.0,0.0,0.3,166.0,0.0,,,,existing,edgs_status_current,,True,Current,Te Mihi,te_mihi,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_te_mihi_expansion,geothermal,waikato,geothermal,5576370.529944,0.0,0.3,180.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Te Mihi (expansion),te_mihi_expansion,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,29.448514,1033.195209,1,,
geothermal_waikato_tokaanu_geothermal_stage_2,geothermal,waikato,geothermal,5983749.075011,0.0,0.3,100.0,0.0,2040.0,2040.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Tokaanu Geothermal (Stage 2),tokaanu_geothermal_stage_2,Geo,Geothermal,PELE,TKU,Waikato,223.808703,0.0,12000,23.558811,621.933718,1,,
geothermal_waikato_wairakei_a_and_b,geothermal,waikato,geothermal,0.0,0.0,0.3,117.0,0.0,,,,existing,edgs_status_current,,True,Current,Wairākei A & B,wairakei_a_and_b,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_wairakei_binary,geothermal,waikato,geothermal,0.0,0.0,0.3,14.4,0.0,,,,existing,edgs_status_current,,True,Current,Wairākei Binary,wairakei_binary,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,,,1,,
geothermal_waikato_wairakei_c_and_d,geothermal,waikato,geothermal,5889702.714347,0.0,0.3,40.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Wairākei C & D,wairakei_c_and_d,Geo,Geothermal,PELE,WRK,Waikato,223.808703,0.0,12000,3.298234,238.886342,1,,
hydro_storage_waikato_bunnythorpe_hydro_scheme,hydro_storage,waikato,hydro_storage,0.0,0.0,1.0,360.0,0.0,,,,existing,edgs_status_current,,True,Current,Bunnythorpe hydro scheme,bunnythorpe_hydro_scheme,HydSC,"Hydro, schedulable",PELE,TKU,Waikato,67.468312,0.0,3600,,,1,,
hydro_storage_waikato_waikato_river_hydro_scheme,hydro_storage,waikato,hydro_storage,0.0,0.0,1.0,1095.5,0.0,,,,existing,edgs_status_current,,True,Current,Waikato River hydro scheme,waikato_river_hydro_scheme,HydSC,"Hydro, schedulable",PELE,WKM,Waikato,67.458089,0.0,3600,,,1,,
ocgt_waikato_huntly_unit_1_gas,ocgt,waikato,ocgt,0.0,25.688527,0.330275,50.0,0.0,,,,existing,edgs_status_current,,True,Current,Huntly Unit 1 (Gas),huntly_unit_1_gas,OCGT,Open cycle gas turbine,PELE,HLY,Waikato,82.455838,1.319293,10900,,,1,,
ocgt_waikato_huntly_unit_2_gas,ocgt,waikato,ocgt,0.0,25.688527,0.330275,50.0,0.0,,,,existing,edgs_status_current,,True,Current,Huntly Unit 2 (Gas),huntly_unit_2_gas,OCGT,Open cycle gas turbine,PELE,HLY,Waikato,82.455838,1.319293,10900,,,1,,
ocgt_waikato_huntly_unit_6_p40,ocgt,waikato,ocgt,0.0,25.311586,0.342043,50.8,0.0,,,,existing,edgs_status_current,,True,Current,Huntly Unit 6 (P40),huntly_unit_6_p40,OCGT,Open cycle gas turbine,PELE,HLY,Waikato,22.38087,1.319293,10525,,,1,,
ocgt_waikato_waikato_power_plant,ocgt,waikato,ocgt,1528758.952784,27.269324,0.306383,360.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,False,Fully consented,Waikato Power Plant,waikato_power_plant,OCGT,Open cycle gas turbine,PELE,HTI,Waikato,5.418526,1.177941,11750,5.889703,556.242926,1,,
other_cogeneration_waikato_kinleith_cogeneration_plant,other_cogeneration,waikato,other_cogeneration,0.0,27.13975,0.3,39.6,0.0,,,,existing,edgs_status_current,,True,Current,Kinleith cogeneration plant,kinleith_cogeneration_plant,OthCog,"Cogeneration, other",ACHP,KIN,Waikato,82.455838,1.319293,12000,,,1,,
solar_waikato_generic_solar_101_200mw_42,solar,waikato,solar,1255266.311304,0.0,1.0,100.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (101-200MW): 42,generic_solar_101_200mw_42,Solar,Solar,PELE,ARI,Waikato,23.558811,0.0,3600,23.48,149.006631,1,,
solar_waikato_generic_solar_200mw+_29,solar,waikato,solar,1197564.733913,0.0,1.0,200.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (200MW+): 29,generic_solar_200mw+_29,Solar,Solar,PELE,HAM,Waikato,23.558811,0.0,3600,53.83,293.342947,1,,
solar_waikato_generic_solar_200mw+_75,solar,waikato,solar,1180428.053913,0.0,1.0,200.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (200MW+): 75,generic_solar_200mw+_75,Solar,Solar,PELE,HLY,Waikato,23.558811,0.0,3600,30.99,267.075611,1,,
solar_waikato_generic_solar_200mw+_81,solar,waikato,solar,1199349.393913,0.0,1.0,200.0,0.0,2030.0,2030.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (200MW+): 81,generic_solar_200mw+_81,Solar,Solar,PELE,HAM,Waikato,23.558811,0.0,3600,54.76,294.629879,1,,
solar_waikato_generic_solar_<100_mw_46,solar,waikato,solar,1323524.51913,0.0,1.0,60.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (<100 MW): 46,generic_solar_<100_mw_46,Solar,Solar,PELE,HIN,Waikato,23.558811,0.0,3600,16.17,95.581471,1,,
solar_waikato_rangiriri_solar_farm,solar,waikato,solar,1146251.061637,0.0,1.0,130.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Rangiriri solar farm,rangiriri_solar_farm,Solar,Solar,PELE,MER,Waikato,23.558811,0.0,3600,31.219428,180.232066,1,,
solar_waikato_tauhei_solar_farm,solar,waikato,solar,1091586.617572,0.0,1.0,147.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Tauhei solar farm,tauhei_solar_farm,Solar,Solar,PELE,WHU,Waikato,23.558811,0.0,3600,34.1635,194.626733,1,,
solar_waikato_waiterimu_solar_farm,solar,waikato,solar,1166636.447609,0.0,1.0,140.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Waiterimu solar farm,waiterimu_solar_farm,Solar,Solar,PELE,WAT,Waikato,23.558811,0.0,3600,29.45094,192.780043,1,,
solar_waikato_warenga_solar_farm,solar,waikato,solar,1108171.021971,0.0,1.0,180.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Warenga solar farm,warenga_solar_farm,Solar,Solar,PELE,HLY,Waikato,23.558811,0.0,3600,43.588618,243.059402,1,,
wind_waikato_generic_wind_no_20,wind,waikato,wind,2187264.692495,0.0,1.0,200.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 20,generic_wind_no_20,Wind,Wind,PELE,HLY,Waikato,48.94343,0.0,3600,74.222034,511.674972,1,,
wind_waikato_generic_wind_no_24,wind,waikato,wind,2083264.643935,0.0,1.0,300.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 24,generic_wind_no_24,Wind,Wind,PELE,WRK,Waikato,45.656975,0.0,3600,25.985368,650.964762,1,,
wind_waikato_generic_wind_no_55,wind,waikato,wind,2256130.897452,0.0,1.0,150.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 55,generic_wind_no_55,Wind,Wind,PELE,TKU,Waikato,46.717122,0.0,3600,24.524722,362.944357,1,,
wind_waikato_generic_wind_no_61,wind,waikato,wind,2512296.300164,0.0,1.0,10.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 61,generic_wind_no_61,Wind,Wind,PELE,WRK,Waikato,58.414072,0.0,3600,8.763878,33.886841,1,,
wind_waikato_generic_wind_no_71,wind,waikato,wind,2347056.897544,0.0,1.0,125.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 71,generic_wind_no_71,Wind,Wind,PELE,TKU,Waikato,52.70106,0.0,3600,81.501706,374.883818,1,,
wind_waikato_hapuakohe_wind_farm,wind,waikato,wind,2211074.404688,0.0,1.0,230.0,0.0,2028.0,2028.0,,flexible,edgs_earliest_commissioning_year,,True,Early stages,Hapuakohe Wind Farm,hapuakohe_wind_farm,Wind,Wind,PELE,OHW,Waikato,49.944679,0.0,3600,82.550073,591.097186,1,,
wind_waikato_kaimai_wind_farm,wind,waikato,wind,2261132.872762,0.0,1.0,100.0,0.0,2025.0,,2025.0,fixed,edgs_fixed_commissioning_year,,True,Early stages,Kaimai wind farm,kaimai_wind_farm,Wind,Wind,PELE,HAM,Waikato,48.53115,0.0,3600,18.411211,244.524498,1,,
wind_waikato_taumatatotara_stage_1,wind,waikato,wind,2503123.653598,0.0,1.0,40.0,0.0,2025.0,2025.0,,flexible,edgs_earliest_commissioning_year,,True,Fully consented,Taumatatotara (Stage 1),taumatatotara_stage_1,Wind,Wind,PELE,HTI,Waikato,49.473503,0.0,3600,20.908445,121.033391,1,,
wind_waikato_te_uku,wind,waikato,wind,0.0,0.0,1.0,64.4,0.0,,,,existing,edgs_status_current,,True,Current,Te Uku,te_uku,Wind,Wind,PELE,HAM,Waikato,49.473503,0.0,3600,,,1,,
solar_wellington_generic_solar_<100_mw_67,solar,wellington,solar,1685506.125217,0.0,1.0,80.0,0.0,2050.0,2050.0,,flexible,edgs_earliest_commissioning_year,,True,Generic,Generic solar (<100 MW): 67,generic_solar_<100_mw_67,Solar,Solar,PELE,UHT,Wellington,23.558811,0.0,3600,25.13,159.97049,1,,
solar_wellington_greytown_solar_farm,solar,wellington,solar,1143174.364392,0.0,1.0,100.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_early_stages,2040.0,True,Early stages,Greytown solar farm,greytown_solar_farm,Solar,Solar,PELE,GYT,Wellington,23.558811,0.0,3600,26.578426,140.895862,1,,
solar_wellington_greytown_solar_farm_fnsf,solar,wellington,solar,1034734.550435,0.0,1.0,175.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Greytown Solar Farm (FNSF),greytown_solar_farm_fnsf,Solar,Solar,PELE,GYT,Wellington,23.558811,0.0,3600,28.84,209.918546,1,,
solar_wellington_masterton_solar_farm_nz_clearn_energy,solar,wellington,solar,1095373.550435,0.0,1.0,100.0,0.0,2040.0,2040.0,,flexible,assumed_from_status_early_stages,2040.0,True,Early stages,Masterton Solar Farm (NZ Clearn Energy),masterton_solar_farm_nz_clearn_energy,Solar,Solar,PELE,MST,Wellington,23.558811,0.0,3600,30.82,140.357355,1,,
solar_wellington_moroa_road_solar_farm,solar,wellington,solar,1059545.063817,0.0,1.0,175.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_applied_for_consent,2030.0,True,Applied for consent,Moroa Road solar farm,moroa_road_solar_farm,Solar,Solar,PELE,GYT,Wellington,23.558811,0.0,3600,28.837592,214.257978,1,,
solar_wellington_wairarapa_solar_farm,solar,wellington,solar,1105757.162222,0.0,1.0,133.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_announced,2035.0,True,Announced,Wairarapa solar farm,wairarapa_solar_farm,Solar,Solar,PELE,MST,Wellington,23.558811,0.0,3600,31.219428,178.285131,1,,
wind_wellington_castle_hill_wind_farm,wind,wellington,wind,1979751.978563,0.0,1.0,300.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Castle Hill wind farm,castle_hill_wind_farm,Wind,Wind,PELE,MST,Wellington,48.083533,0.0,3600,66.691404,660.616998,1,,
wind_wellington_mill_creek,wind,wellington,wind,0.0,0.0,1.0,60.0,0.0,,,,existing,edgs_status_current,,True,Current,Mill Creek,mill_creek,Wind,Wind,PELE,WIL,Wellington,49.473503,0.0,3600,,,1,,
wind_wellington_west_wind,wind,wellington,wind,0.0,0.0,1.0,142.6,0.0,,,,existing,edgs_status_current,,True,Current,West Wind,west_wind,Wind,Wind,PELE,WIL,Wellington,49.473503,0.0,3600,,,1,,
hydro_run_of_river_west_coast_matakitaki_river_generic_hydro_plant,hydro_run_of_river,west_coast,hydro_run_of_river,5906374.249,0.0,1.0,40.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Mātakitaki River generic hydro plant,matakitaki_river_generic_hydro_plant,HydRR,"Hydro, run of river",PELE,IGH,West Coast,76.034743,0.0,3600,9.527977,245.782947,1,,
hydro_run_of_river_west_coast_ngakawau_hydro_scheme,hydro_run_of_river,west_coast,hydro_run_of_river,4992924.491772,0.0,1.0,24.0,0.0,2030.0,2030.0,,flexible,assumed_from_status_fully_consented,2030.0,True,Fully consented,Ngākawau hydro scheme,ngakawau_hydro_scheme,HydRR,"Hydro, run of river",PELE,WMG,West Coast,153.132623,0.0,3600,7.939981,127.770168,1,,
hydro_run_of_river_west_coast_taramakau,hydro_run_of_river,west_coast,hydro_run_of_river,5906374.249,0.0,1.0,50.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Taramakau,taramakau,HydRR,"Hydro, run of river",PELE,IGH,West Coast,75.492952,0.0,3600,9.527977,304.846689,1,,
hydro_run_of_river_west_coast_whitcombe_river,hydro_run_of_river,west_coast,hydro_run_of_river,5906374.249,0.0,1.0,30.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Whitcombe River,whitcombe_river,HydRR,"Hydro, run of river",PELE,IGH,West Coast,76.566311,0.0,3600,9.527977,186.719204,1,,
wind_west_coast_generic_wind_no_62,wind,west_coast,wind,2173931.253667,0.0,1.0,75.0,0.0,2035.0,2035.0,,flexible,assumed_from_status_generic,2035.0,True,Generic,Generic Wind No. 62,generic_wind_no_62,Wind,Wind,PELE,WPT,West Coast,47.54168,0.0,3600,27.610926,190.65577,1,,
