hydrology_year,hour_of_year,hydro_storage_bay_of_plenty_bay_of_plenty_hydro_scheme_embedded,hydro_storage_bay_of_plenty_bay_of_plenty_hydro_schemes,hydro_storage_canterbury_christchurch_hydro_scheme_embedded,hydro_storage_canterbury_coleridge,hydro_storage_canterbury_waitaki_hydro_scheme,hydro_storage_waikato_bunnythorpe_hydro_scheme,hydro_storage_manawatu_whanganui_mangahao,hydro_storage_taranaki_patea,hydro_storage_hawkes_bay_waikaremoana_hydro_scheme,hydro_storage_nelson_cobb,hydro_storage_otago_clyde_and_roxburgh_hydro_scheme,hydro_storage_otago_waipori_power_scheme,hydro_storage_southland_manapouri,hydro_storage_waikato_waikato_river_hydro_scheme,ror_canterbury,ror_marlborough,ror_otago,ror_west_coast
2012,5673,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5674,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5675,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5676,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5677,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5678,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5679,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5680,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5681,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5682,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5683,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5684,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5685,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5686,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5687,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5688,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
2012,5689,20.996523702,122.493553298,7.456554989,18.859206553,364.327252459,201.331266730,18.936650392,14.809074878,44.363726000,23.949319000,241.361884171,28.475564931,324.919446898,555.191001000,0.272675820,0.351602132,0.382989934,0.351602132
