year,zone,wind_cf_mean,solar_cf_mean
2025,auckland,0.3700403256296885,0.17133859860760792
2025,christchurch,0.26812232248905044,0.1713767496869618
2025,dunedin,0.3536975912183643,0.15723173542594668
2025,hamilton,0.2656401327963934,0.15884312217992158
2025,wellington,0.5886628159066858,0.17153580287632067
