timestamp,zone,scenario,year,component,demand_type,demand_mw
2025-01-01 00:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.52979504
2025-01-01 01:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.54727989
2025-01-01 02:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.53985462
2025-01-01 03:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.55577219
2025-01-01 04:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.51321535
2025-01-01 05:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.48969563
2025-01-01 06:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.46973553
2025-01-01 07:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.42588066
2025-01-01 08:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.37119748
2025-01-01 09:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.30583775
2025-01-01 10:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.26350839
2025-01-01 11:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.23567445
2025-01-01 12:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.23081671
2025-01-01 13:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.23234018
2025-01-01 14:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.21524022
2025-01-01 15:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.22764333
2025-01-01 16:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.29072177
2025-01-01 17:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.26891751
2025-01-01 18:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.35347895
2025-01-01 19:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.41376577
2025-01-01 20:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.41688146
2025-01-01 21:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.45286113
2025-01-01 22:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.49764122
2025-01-01 23:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.56756571
2025-01-02 00:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.55944448
2025-01-02 01:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.51055659
2025-01-02 02:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.55026615
2025-01-02 03:00:00,hanga_roa,RH_base,2025,base_load,electricity,1.57807188
