datetime,ALIM Nº 1 CPA,ALIM Nº 2 CPA,ALIM Nº 3 CPA,ALIM Nº 8 CPA,ALIM Nº 9 CPA,ALIM Nº 10 CPA,ALIM Nº 12 CPA,ALIM Nº 14 CPA,ALIM Nº 4 CTP,ALIM Nº 5 CTP,ALIM Nº 6 CTP,ALIM Nº 7 CTP,ALIM Nº 11 CTP,ALIM Nº 13 CTP
2024-04-10 04:00:00,334.5,599.0,534.5,378.125,355.0,481.5,342.875,350.375,491.5,313.5,156.5,448.0,332.5,198.5
2024-04-10 04:15:00,334.0,583.25,530.5,374.625,353.0,477.5,341.625,347.625,502.5,314.5,151.5,448.0,329.0,210.0
2024-04-10 04:30:00,332.5,580.75,532.0,372.625,350.5,483.5,340.25,345.5625,500.0,312.5,144.0,450.0,328.0,212.5
2024-04-10 04:45:00,331.0,581.5,530.5,370.25,347.0,476.5,336.75,341.875,498.0,310.0,136.5,450.0,325.5,214.0
2024-04-10 05:00:00,331.0,568.75,528.0,366.375,344.5,474.0,334.625,339.125,502.5,309.5,156.5,465.0,323.0,206.0
2024-04-10 05:15:00,332.0,569.0,531.0,367.875,346.0,474.5,334.375,341.75,479.0,314.0,198.0,472.0,331.5,203.5
2024-04-10 05:30:00,329.0,584.75,531.5,370.375,348.0,474.0,337.75,341.8125,506.0,315.5,232.5,474.0,325.0,201.5
2024-04-10 05:45:00,333.5,590.75,529.5,373.875,350.0,481.5,340.375,349.1875,506.0,314.5,260.0,472.0,331.0,200.5
2024-04-10 06:00:00,334.0,618.25,540.0,383.375,355.5,490.0,347.625,357.5625,511.0,316.0,313.5,476.0,341.5,201.5
2024-04-10 06:15:00,341.5,660.75,556.5,405.5,367.0,526.5,362.625,377.5625,526.5,324.5,415.5,502.0,353.5,196.0
2024-04-10 06:30:00,351.0,733.5,573.5,430.875,379.5,571.5,388.875,423.6875,548.5,328.0,389.0,532.0,363.5,202.0
2024-04-10 06:45:00,362.5,768.5,598.0,468.875,400.0,628.5,426.0,470.9375,570.5,332.0,237.5,558.0,370.5,196.0
2024-04-10 07:00:00,386.0,833.5,630.5,507.75,432.0,681.5,463.5,519.625,587.0,346.0,213.0,610.0,392.0,201.0
2024-04-10 07:15:00,411.5,906.25,668.5,542.25,466.5,714.0,492.625,548.625,628.5,358.5,283.5,653.0,414.0,211.0
2024-04-10 07:30:00,436.0,944.5,687.5,563.125,499.0,720.5,510.25,544.8125,661.5,380.5,305.5,676.0,465.5,214.0
2024-04-10 07:45:00,473.5,923.25,714.5,555.125,519.0,695.0,501.125,524.875,709.5,394.5,258.5,656.0,460.0,231.0
2024-04-10 08:00:00,500.5,912.0,754.5,552.375,533.0,698.0,494.125,507.4375,720.5,405.5,137.5,651.0,483.0,248.0
2024-04-10 08:15:00,555.0,913.5,797.0,549.25,552.5,718.0,497.75,505.0,808.0,440.0,126.5,667.0,528.0,267.5
2024-04-10 08:30:00,595.0,929.5,836.5,559.875,569.0,727.5,505.0,514.3125,913.0,482.0,148.0,676.0,555.5,278.5
2024-04-10 08:45:00,625.0,929.5,853.0,553.375,579.0,717.0,501.25,498.1875,941.0,496.5,181.0,668.0,582.5,269.5
2024-04-10 09:00:00,637.5,906.75,864.0,537.75,577.5,701.5,494.625,473.25,947.0,508.5,222.0,650.0,575.5,276.0
2024-04-10 09:15:00,645.0,916.25,873.5,526.75,592.0,693.5,501.5,469.9375,937.5,532.0,256.5,655.0,571.0,277.5
2024-04-10 09:30:00,677.5,921.25,884.0,526.375,601.5,704.5,510.0,479.3125,975.5,546.5,279.5,669.0,579.0,279.5
2024-04-10 09:45:00,689.0,926.5,896.0,529.0,605.0,712.0,516.75,472.5,986.5,550.0,293.5,673.0,569.5,281.5
2024-04-10 10:00:00,692.0,938.0,904.5,533.0,613.5,711.0,520.375,467.0,1001.5,580.0,309.0,672.0,569.5,285.5
2024-04-10 10:15:00,693.0,918.5,944.5,537.25,623.5,714.0,523.5,469.8125,1035.0,596.5,319.5,675.0,579.0,289.5
2024-04-10 10:30:00,701.5,936.5,971.5,540.0,629.0,728.5,531.25,480.125,1063.0,607.5,300.0,687.0,590.0,288.0
2024-04-10 10:45:00,696.0,949.75,980.5,544.75,633.5,731.5,525.25,484.1875,1083.0,619.5,323.5,704.0,574.0,286.0
2024-04-10 11:00:00,702.5,954.75,983.5,547.5,641.5,746.0,529.0,489.375,1097.5,626.5,309.5,719.0,584.5,290.5
2024-04-10 11:15:00,715.0,950.75,985.5,543.75,641.0,749.5,535.25,491.125,1101.5,622.5,345.5,715.0,604.0,295.0
2024-04-10 11:30:00,709.0,955.75,987.5,547.375,650.0,757.5,538.5,504.6875,1099.0,626.0,347.0,722.0,613.0,294.5
2024-04-10 11:45:00,716.5,961.25,979.0,551.625,647.5,764.0,545.75,514.375,1104.5,628.5,351.5,727.0,603.0,286.5
2024-04-10 12:00:00,706.0,960.0,956.5,560.625,656.5,769.5,545.5,519.5,1127.5,620.5,363.5,722.0,603.0,280.0
2024-04-10 12:15:00,711.0,958.75,946.0,564.75,661.5,773.5,548.375,523.375,1106.5,616.0,368.0,730.0,586.0,285.5
2024-04-10 12:30:00,715.0,964.5,940.5,566.625,663.0,760.5,555.0,525.5,1096.5,620.0,333.5,740.0,570.5,282.5
2024-04-10 12:45:00,713.5,967.5,937.5,579.0,668.0,764.5,564.75,537.4375,1087.5,613.0,304.5,739.0,577.0,274.0
2024-04-10 13:00:00,695.5,1001.25,931.5,582.125,658.5,766.0,573.875,544.5625,1050.5,611.5,258.5,738.0,579.0,268.0
2024-04-10 13:15:00,683.5,1006.25,901.0,592.125,647.0,787.0,567.0,552.75,1025.0,609.5,252.0,751.0,575.5,273.0
2024-04-10 13:30:00,664.0,1009.0,863.0,598.625,638.5,778.5,573.125,558.0,1061.0,600.0,286.0,751.0,594.0,268.0
2024-04-10 13:45:00,647.5,1013.25,835.0,599.375,625.0,785.5,571.375,560.6875,1074.0,586.0,312.5,740.0,611.5,259.5
2024-04-10 14:00:00,637.0,1002.75,824.5,594.0,614.5,772.5,562.25,556.0,1069.0,580.5,304.5,722.0,610.5,272.0
2024-04-10 14:15:00,640.0,990.5,828.5,589.0,608.5,761.5,551.5,544.125,1079.0,582.0,304.0,702.0,596.5,273.5
2024-04-10 14:30:00,635.0,979.75,833.0,576.625,604.0,763.5,548.75,540.875,1067.5,583.5,358.0,693.0,591.5,276.0
2024-04-10 14:45:00,646.0,983.5,830.0,573.125,603.0,764.0,541.5,538.6875,1060.0,582.5,327.0,685.0,596.0,290.5
2024-04-10 15:00:00,663.5,968.75,848.0,568.0,615.5,750.5,543.875,536.9375,1068.0,585.0,311.5,677.0,592.0,288.5
2024-04-10 15:15:00,674.0,961.75,878.0,560.0,621.5,756.0,546.875,528.0625,1095.0,584.5,318.5,679.0,587.0,291.0
2024-04-10 15:30:00,675.0,976.75,894.0,558.5,627.5,768.0,548.75,520.25,1123.0,587.5,311.5,682.0,579.5,292.0
2024-04-10 15:45:00,681.5,981.25,896.0,564.375,629.5,769.5,546.25,519.1875,1118.0,588.0,337.0,680.0,603.5,278.0
2024-04-10 16:00:00,678.0,997.25,900.0,577.875,631.0,777.5,546.25,527.625,1112.0,587.0,363.0,688.0,591.5,271.5
2024-04-10 16:15:00,682.0,997.0,903.0,584.375,629.0,780.5,547.0,542.3125,1107.0,574.5,385.5,697.0,578.0,285.5
2024-04-10 16:30:00,675.5,1010.25,893.0,592.25,632.0,788.5,547.25,545.0625,1091.5,580.0,388.0,695.0,551.0,292.0
2024-04-10 16:45:00,673.0,1033.5,883.0,595.75,636.0,789.0,550.5,548.0625,1066.5,587.0,400.0,692.0,545.0,272.5
2024-04-10 17:00:00,659.5,1047.25,880.5,592.125,638.5,794.5,551.25,554.5625,1025.0,587.5,391.0,687.0,537.5,280.0
2024-04-10 17:15:00,654.5,1038.75,873.0,593.625,634.5,795.5,560.75,559.75,961.5,576.0,323.0,685.0,512.0,264.5
2024-04-10 17:30:00,650.0,1040.25,866.0,599.0,630.0,797.0,561.5,570.375,963.5,562.5,302.5,675.0,505.5,256.5
2024-04-10 17:45:00,638.5,1053.25,849.5,602.25,627.0,804.5,562.5,567.9375,952.5,541.5,307.5,678.0,477.5,246.0
2024-04-10 18:00:00,630.0,1061.5,837.0,606.0,627.5,820.5,568.5,574.6875,941.0,543.5,213.5,689.0,456.5,248.5
2024-04-10 18:15:00,622.0,1073.0,829.5,611.25,622.0,830.0,569.5,593.5,910.0,539.0,148.0,704.0,450.0,237.5
2024-04-10 18:30:00,599.5,1067.75,822.0,610.25,610.5,839.0,575.25,604.0,896.5,529.0,124.5,709.0,443.5,239.5
2024-04-10 18:45:00,585.0,1074.0,805.5,610.5,606.0,839.5,569.25,611.875,881.0,524.0,96.0,713.0,412.5,239.0
2024-04-10 19:00:00,585.5,1088.5,798.5,627.875,613.5,849.0,577.5,633.875,863.0,519.5,92.5,724.0,400.5,228.0
2024-04-10 19:15:00,578.5,1119.25,802.0,648.25,616.5,886.0,592.0,657.8125,847.0,513.5,111.5,722.0,404.0,219.0
2024-04-10 19:30:00,574.5,1134.5,812.5,682.875,630.5,918.5,612.0,688.875,848.0,528.0,123.5,748.0,398.0,214.0
2024-04-10 19:45:00,576.5,1212.25,838.5,747.125,670.5,994.0,645.25,747.4375,838.5,536.5,163.0,800.0,395.5,229.0
2024-04-10 20:00:00,570.0,1247.0,841.5,772.625,686.5,1025.5,668.5,779.875,838.5,535.5,160.0,835.0,409.0,240.5
2024-04-10 20:15:00,568.0,1249.25,828.0,788.125,686.0,1028.5,687.0,798.1875,825.5,530.0,157.0,845.0,404.0,234.5
2024-04-10 20:30:00,550.0,1262.0,808.5,804.75,680.0,1043.0,702.0,809.5625,757.0,514.5,189.0,861.0,394.5,223.5
2024-04-10 20:45:00,541.5,1263.25,785.5,807.875,669.5,1053.0,709.5,819.9375,727.5,495.0,173.0,864.0,386.0,220.0
2024-04-10 21:00:00,532.0,1266.5,759.5,812.375,655.5,1053.0,713.25,824.375,691.0,485.5,192.0,861.0,389.0,218.5
2024-04-10 21:15:00,523.5,1309.75,740.0,810.625,652.5,1050.5,712.75,828.3125,669.0,472.0,187.5,853.0,395.5,219.5
2024-04-10 21:30:00,512.0,1309.0,743.0,805.125,643.5,1046.5,707.0,825.25,673.0,444.5,169.5,851.0,388.0,219.5
2024-04-10 21:45:00,495.5,1303.0,758.0,794.5,634.5,1034.5,694.75,812.0625,650.0,413.5,153.0,839.0,374.5,219.5
2024-04-10 22:00:00,477.0,1274.25,742.0,772.125,620.0,1017.5,684.25,799.5625,639.5,376.0,149.5,823.0,372.0,238.5
2024-04-10 22:15:00,466.0,1229.75,724.0,758.5,606.5,997.5,672.25,779.75,645.0,374.5,201.0,811.0,370.5,238.5
2024-04-10 22:30:00,458.0,1238.0,707.0,742.5,592.5,974.5,656.75,764.125,635.0,373.5,274.0,798.0,367.0,224.5
2024-04-10 22:45:00,448.0,1207.75,696.0,724.5,582.0,953.5,649.75,744.8125,646.5,373.0,302.5,777.0,363.0,224.0
2024-04-10 23:00:00,436.5,1191.5,688.5,705.0,570.0,936.5,633.75,722.3125,624.0,370.0,337.5,760.0,362.5,220.0
2024-04-10 23:15:00,427.0,1145.75,674.0,674.875,547.5,908.0,608.25,696.375,598.0,364.5,389.5,740.0,364.0,222.5
2024-04-10 23:30:00,412.0,1122.5,665.5,655.375,532.5,868.5,587.25,675.0625,594.5,358.5,418.0,702.0,365.5,217.5
2024-04-10 23:45:00,405.5,1095.5,651.0,640.75,520.5,828.0,571.25,647.3125,625.5,353.5,495.5,682.0,361.5,216.5
2024-04-11 00:00:00,399.0,1018.25,636.0,619.875,504.0,798.5,548.5,614.5625,608.0,352.5,475.0,650.0,350.5,217.5
2024-04-11 00:15:00,391.5,960.25,621.5,591.625,484.0,760.5,525.75,584.4375,585.5,343.5,384.5,628.0,355.5,214.0
2024-04-11 00:30:00,383.0,885.75,611.0,563.5,467.0,726.0,504.25,557.9375,580.0,341.5,540.5,609.0,370.5,213.0
2024-04-11 00:45:00,374.5,824.5,596.5,537.25,452.5,697.0,483.0,529.5625,563.5,340.0,482.0,591.0,366.0,211.5
2024-04-11 01:00:00,368.5,802.5,591.5,516.0,437.0,672.0,463.75,506.6875,541.0,336.5,190.5,574.0,362.0,212.5
2024-04-11 01:15:00,366.5,776.5,579.5,496.5,423.0,638.5,445.75,476.5625,507.0,332.0,168.0,553.0,356.0,207.0
2024-04-11 01:30:00,362.5,740.75,566.5,480.375,411.0,611.5,427.0,454.375,520.0,333.0,86.0,533.0,358.5,201.0
2024-04-11 01:45:00,355.0,718.25,563.0,465.0,403.0,590.5,413.25,436.6875,516.0,333.5,59.0,513.0,354.5,199.5
2024-04-11 02:00:00,353.0,701.0,558.5,448.25,394.5,579.5,403.0,421.375,502.5,332.5,46.0,498.0,345.0,198.5
2024-04-11 02:15:00,345.0,676.0,551.5,432.625,383.0,555.0,389.75,404.0,506.5,326.5,52.0,488.0,336.5,194.0
2024-04-11 02:30:00,340.0,661.0,548.0,418.75,377.5,537.5,380.25,391.375,505.5,322.5,79.0,479.5,328.5,193.0
2024-04-11 02:45:00,340.0,653.0,541.5,412.75,372.0,520.0,371.5,381.625,508.5,320.5,65.5,470.100006103515,324.5,196.0
2024-04-11 03:00:00,339.0,628.5,538.0,404.375,366.5,505.0,366.0,375.5625,494.5,322.5,56.0,461.28890991211,332.5,196.0
2024-04-11 03:15:00,339.0,620.0,529.5,400.25,364.5,508.5,362.25,369.9375,489.5,325.0,52.0,458.677734374995,332.0,192.5
2024-04-11 03:30:00,337.0,620.75,531.0,391.625,358.5,498.0,356.5,362.5,488.5,319.5,63.5,457.0888671875,331.0,186.5
2024-04-11 03:45:00,334.5,624.5,527.0,386.625,358.0,486.5,352.0,357.625,489.0,320.5,47.0,457.177734375,331.5,194.0
2024-04-11 04:00:00,333.5,609.0,524.5,382.625,356.0,484.0,349.25,354.125,487.0,324.0,41.0,454.22241210938,335.0,198.0
2024-04-11 04:15:00,334.5,607.75,523.0,379.25,354.0,476.0,343.75,352.5625,495.0,322.0,56.0,455.74438476562,337.0,203.5
2024-04-11 04:30:00,333.5,609.0,525.5,377.25,352.0,479.5,340.75,349.1875,497.5,317.5,53.0,449.19995117188,331.0,190.0
2024-04-11 04:45:00,332.0,604.5,525.0,376.375,349.5,476.0,339.75,346.125,495.5,319.0,60.5,450.35546875,324.0,192.5
2024-04-11 05:00:00,330.0,582.0,521.0,372.125,346.5,468.5,338.75,343.3125,490.5,321.0,50.0,458.533203125,322.5,198.0
2024-04-11 05:15:00,329.5,583.5,522.0,371.25,347.0,473.0,340.0,343.6875,476.0,321.0,29.5,463.2001953125,312.0,193.0
2024-04-11 05:30:00,331.0,596.5,520.5,372.0,349.0,470.5,343.0,345.625,495.0,316.5,37.0,468.2109375,317.0,191.5
2024-04-11 05:45:00,336.0,597.25,520.5,373.375,350.5,474.0,345.25,346.125,494.0,316.0,155.5,463.3115234375,328.0,193.0
2024-04-11 06:00:00,339.0,612.5,524.5,381.25,356.5,483.0,349.25,356.4375,504.5,321.0,283.0,466.7666015625,348.0,196.0
2024-04-11 06:15:00,347.0,673.5,542.5,399.625,368.0,513.0,358.0,379.0625,510.0,324.0,396.5,485.9775390625,359.5,199.0
2024-04-11 06:30:00,356.5,740.25,561.0,427.25,381.5,557.0,389.5,419.375,530.5,323.0,278.5,512.5,370.5,200.0
2024-04-11 06:45:00,371.0,794.0,584.0,457.0,395.0,607.5,421.5,464.875,559.0,334.0,134.5,554.64453125,376.5,186.0
2024-04-11 07:00:00,389.5,853.75,615.0,495.0,421.5,658.5,454.25,505.9375,587.5,353.0,218.5,595.2666015625,391.5,197.5
2024-04-11 07:15:00,406.5,899.75,637.5,530.75,452.5,694.0,478.5,528.8125,623.5,362.5,212.5,628.388671875,414.0,190.5
2024-04-11 07:30:00,435.0,923.5,667.5,545.5,487.0,703.0,500.0,530.75,652.0,370.0,169.5,651.7451171875,457.5,207.5
2024-04-11 07:45:00,463.5,915.5,698.0,538.5,509.5,682.5,492.0,507.0625,683.0,388.0,339.5,650.77734375,450.5,225.0
2024-04-11 08:00:00,506.0,922.5,739.5,526.375,521.0,684.0,481.0,494.6875,707.5,401.5,376.0,650.1884765625,474.5,223.5
2024-04-11 08:15:00,547.5,913.5,780.0,534.125,532.5,687.5,477.5,499.25,771.5,447.0,294.5,653.822265625,510.0,234.0
2024-04-11 08:30:00,579.5,918.5,810.5,527.375,542.0,679.0,476.75,478.3125,857.5,487.5,425.5,648.3564453125,554.5,227.0
2024-04-11 08:45:00,606.5,877.0,817.5,514.75,541.5,664.5,463.0,457.0,904.0,485.0,495.5,635.232421875,569.0,250.0
2024-04-11 09:00:00,624.0,856.25,830.0,509.875,552.5,661.0,466.75,449.0,903.5,494.0,577.0,632.611328125,558.5,261.5
2024-04-11 09:15:00,636.0,876.75,839.0,517.0,562.5,666.5,483.0,455.1875,922.0,532.0,584.0,644.22265625,570.0,260.5
2024-04-11 09:30:00,642.0,899.25,863.0,526.375,582.0,695.0,489.5,458.125,971.5,545.0,578.5,659.533203125,578.5,264.5
2024-04-11 09:45:00,661.0,901.25,873.5,517.625,590.0,689.5,499.0,459.9375,995.0,556.5,588.0,657.06640625,555.5,276.0
2024-04-11 10:00:00,663.5,906.5,881.0,516.25,597.0,703.0,503.0,461.5,1008.5,559.5,599.0,657.677734375,564.5,275.0
2024-04-11 10:15:00,680.5,906.0,906.5,521.375,606.5,706.0,510.0,470.5625,1013.5,583.0,544.5,663.234375,585.0,274.5
2024-04-11 10:30:00,686.0,922.75,925.5,523.5,617.0,714.5,516.0,477.0625,1023.5,592.5,544.5,667.666015625,604.0,274.5
2024-04-11 10:45:00,685.0,912.0,939.5,522.125,626.5,732.5,515.0,471.0625,1062.0,608.5,526.5,676.64453125,593.0,269.5
2024-04-11 11:00:00,688.0,934.5,954.0,525.375,631.5,742.5,516.5,482.3125,1113.5,605.5,553.0,694.06640625,599.0,262.5
2024-04-11 11:15:00,687.0,940.25,954.5,529.0,638.0,744.0,525.0,483.125,1127.0,602.5,524.5,692.978515625,602.0,256.0
2024-04-11 11:30:00,687.5,945.25,947.5,533.375,649.5,735.5,529.0,484.9375,1118.5,597.0,350.5,684.943359375,598.0,259.0
2024-04-11 11:45:00,686.0,956.75,946.0,536.625,634.5,750.0,536.5,498.0625,1127.0,599.0,302.5,692.267578125,617.0,261.0
2024-04-11 12:00:00,679.5,960.25,945.0,545.5,637.5,756.0,538.5,513.0,1119.5,595.5,285.0,697.1875,616.0,268.0
2024-04-11 12:15:00,678.0,967.25,949.0,551.0,651.0,753.0,539.5,514.0,1099.0,602.0,278.0,699.833984375,602.5,276.0
2024-04-11 12:30:00,679.5,960.0,943.5,559.125,656.5,769.5,556.75,527.1875,1080.0,603.0,305.0,717.6328125,577.0,260.5
2024-04-11 12:45:00,665.5,981.25,934.0,568.5,652.0,779.5,566.0,544.375,1054.5,599.5,303.0,716.578125,563.5,244.0
2024-04-11 13:00:00,662.5,987.0,922.0,570.875,652.0,787.0,582.0,556.25,1041.5,599.5,280.5,717.37890625,571.5,274.5
2024-04-11 13:15:00,654.5,992.75,909.5,573.625,650.5,805.5,580.5,566.125,1000.5,598.5,260.0,717.6328125,571.0,286.5
2024-04-11 13:30:00,626.5,1004.5,881.5,568.5,631.5,789.0,578.25,572.0625,1030.0,590.5,253.0,726.84375,578.0,252.0
2024-04-11 13:45:00,619.0,994.75,852.5,565.75,618.0,771.0,571.0,569.5625,1014.0,583.0,252.5,720.35546875,577.5,243.0
2024-04-11 14:00:00,628.0,985.0,835.5,565.125,604.0,763.5,560.5,556.625,991.5,578.5,376.0,702.333984375,574.5,240.0
2024-04-11 14:15:00,624.5,974.0,836.5,566.25,599.5,750.0,543.5,552.375,985.5,588.0,435.5,695.2890625,563.0,248.5
2024-04-11 14:30:00,607.5,975.0,836.0,558.125,604.0,748.5,537.25,538.1875,977.5,584.0,331.0,687.189453125,550.0,254.5
2024-04-11 14:45:00,630.0,955.0,838.0,558.75,598.5,731.5,528.75,529.9375,1012.5,583.0,279.0,676.287109375,556.0,263.5
2024-04-11 15:00:00,654.5,942.0,845.5,556.75,594.5,741.5,526.0,525.9375,1034.5,581.0,286.0,672.5234375,552.0,258.0
2024-04-11 15:15:00,655.0,949.5,860.5,548.0,595.5,749.0,527.75,515.8125,1054.0,578.0,280.5,673.900390625,560.5,262.0
2024-04-11 15:30:00,655.5,945.5,869.5,555.125,604.5,737.0,528.25,509.75,1082.0,579.0,243.0,666.93359375,550.5,261.0
2024-04-11 15:45:00,651.5,933.0,876.0,562.875,603.0,726.0,519.25,512.625,1058.0,577.5,238.0,652.521484375,550.0,263.5
2024-04-11 16:00:00,656.0,936.25,880.0,562.5,606.0,741.5,519.5,514.625,1073.5,572.0,221.5,653.708984375,560.5,274.5
2024-04-11 16:15:00,647.0,946.75,875.5,567.0,601.5,757.0,521.0,522.6875,1070.5,560.5,224.5,648.65625,544.5,285.0
2024-04-11 16:30:00,634.5,972.25,869.0,570.25,601.5,767.5,519.75,523.1875,1050.5,558.5,252.5,650.2578125,527.0,277.5
2024-04-11 16:45:00,640.5,993.25,859.0,570.5,602.5,770.5,522.75,521.625,1034.5,554.5,245.0,652.59765625,513.0,274.5
2024-04-11 17:00:00,635.5,1004.75,865.5,573.875,599.5,768.5,531.0,530.5,996.0,544.5,208.5,656.125,510.5,264.5
2024-04-11 17:15:00,630.5,1024.5,867.0,576.125,602.5,784.5,543.0,538.3125,939.0,538.5,203.0,664.0078125,503.0,256.0
2024-04-11 17:30:00,625.0,1038.75,863.0,577.5,602.0,785.0,551.5,554.125,917.0,541.0,164.0,669.69140625,486.5,245.0
2024-04-11 17:45:00,617.5,1040.75,858.0,590.125,604.5,796.0,548.25,567.375,902.5,534.0,127.5,665.8984375,462.0,245.0
2024-04-11 18:00:00,613.0,1049.0,854.5,598.25,609.5,800.0,559.75,575.875,904.0,529.5,97.5,678.5546875,428.0,238.0
2024-04-11 18:15:00,607.0,1063.25,858.5,608.625,617.0,833.0,575.5,603.9375,892.0,529.5,139.0,697.08984375,409.0,231.5
2024-04-11 18:30:00,600.0,1088.5,859.5,621.375,618.5,870.5,594.0,624.375,883.0,529.0,129.5,712.90234375,391.0,226.0
2024-04-11 18:45:00,600.5,1123.0,851.0,641.0,625.5,890.5,602.75,640.5,870.0,520.0,126.5,718.67578125,382.0,228.5
2024-04-11 19:00:00,591.5,1133.0,843.0,647.625,630.5,895.0,605.0,657.875,861.5,515.5,102.0,726.9453125,381.0,225.0
2024-04-11 19:15:00,579.0,1151.75,836.5,663.25,624.5,893.5,604.75,669.8125,864.0,523.5,95.5,734.53125,391.5,213.5
2024-04-11 19:30:00,587.0,1194.0,852.0,704.75,639.5,945.0,638.75,708.9375,858.5,542.0,132.5,772.84765625,398.0,214.0
2024-04-11 19:45:00,584.0,1235.5,874.0,749.875,665.5,1004.0,677.0,754.25,856.5,547.0,134.0,824.36328125,403.5,223.5
2024-04-11 20:00:00,573.0,1266.25,872.0,766.0,671.5,1028.0,691.25,782.4375,837.0,549.0,137.5,842.85546875,402.0,229.0
2024-04-11 20:15:00,561.5,1284.25,866.5,774.375,673.0,1049.0,698.25,795.25,803.5,531.5,137.0,839.546875,398.0,222.5
2024-04-11 20:30:00,549.5,1300.75,848.0,785.0,669.5,1052.0,700.0,800.125,756.5,520.0,157.0,846.43359375,400.0,216.0
2024-04-11 20:45:00,538.0,1274.75,824.5,787.625,662.0,1061.0,696.25,803.8125,727.0,501.5,174.0,848.0,396.5,220.0
2024-04-11 21:00:00,530.5,1273.25,803.0,787.0,652.0,1070.0,697.0,809.25,693.5,487.0,181.0,841.2109375,385.0,214.5
2024-04-11 21:15:00,521.5,1285.0,787.0,788.25,642.0,1053.0,697.0,813.25,654.0,467.5,505.5,830.30078125,385.0,207.5
2024-04-11 21:30:00,521.5,1297.0,773.5,786.25,637.0,1053.5,691.5,812.1875,649.0,445.5,711.5,819.9765625,379.0,205.0
2024-04-11 21:45:00,508.0,1278.75,768.0,779.25,635.0,1048.0,691.0,802.125,631.5,413.5,689.0,812.74609375,371.5,207.5
2024-04-11 22:00:00,485.5,1272.0,752.0,770.25,624.5,1020.0,675.75,788.875,627.5,379.5,573.0,816.796875,372.0,209.0
2024-04-11 22:15:00,478.0,1242.75,730.0,756.625,609.5,996.0,664.25,774.25,617.0,374.0,434.5,805.61328125,374.0,212.0
2024-04-11 22:30:00,470.0,1218.25,713.0,746.0,590.0,971.5,652.5,759.875,612.0,379.5,445.5,784.43359375,372.0,210.0
2024-04-11 22:45:00,460.0,1207.0,703.5,724.0,570.5,949.0,635.75,735.375,596.0,382.5,452.5,759.375,364.0,205.0
2024-04-11 23:00:00,447.0,1184.0,689.5,701.5,560.5,924.5,622.0,719.5,588.0,371.5,486.0,743.22265625,360.5,199.5
2024-04-11 23:15:00,436.5,1155.0,673.0,677.375,542.0,895.0,605.0,691.25,577.0,362.5,473.5,719.69140625,364.0,199.0
2024-04-11 23:30:00,421.5,1108.5,658.5,653.625,523.0,872.5,582.75,663.9375,571.5,352.5,467.5,689.421875,359.0,201.5
2024-04-11 23:45:00,415.0,1048.75,651.0,630.5,510.0,832.5,561.75,646.3125,611.5,357.0,429.0,665.56640625,356.0,203.0
2024-04-12 00:00:00,406.5,1025.25,637.5,603.125,494.0,799.0,536.25,617.875,592.0,355.5,406.0,641.33203125,352.5,204.0
2024-04-12 00:15:00,398.0,948.0,621.0,579.875,474.0,766.0,516.25,582.25,589.0,353.5,397.5,620.61328125,361.0,198.5
2024-04-12 00:30:00,390.0,894.75,609.5,559.5,461.0,730.5,507.0,550.25,580.5,341.0,405.5,597.609375,372.0,197.0
2024-04-12 00:45:00,383.5,841.25,600.5,535.0,448.5,696.5,483.25,520.9375,560.5,336.0,390.0,574.64453125,370.5,189.0
2024-04-12 01:00:00,376.5,795.25,591.5,515.125,437.5,673.0,467.5,505.625,538.5,335.0,402.5,553.265625,368.0,191.5
2024-04-12 01:15:00,372.0,765.75,587.0,493.375,424.0,648.5,449.25,479.375,500.0,332.0,436.5,536.27734375,364.5,188.5
2024-04-12 01:30:00,367.0,744.25,577.0,472.625,410.0,611.5,427.75,454.75,510.0,331.5,570.5,521.90234375,366.0,191.0
2024-04-12 01:45:00,363.5,712.25,569.0,453.125,401.5,592.5,410.75,437.8125,509.0,335.0,590.5,503.41015625,363.0,194.5
2024-04-12 02:00:00,362.0,691.0,563.0,433.75,392.0,573.5,398.25,421.125,500.5,336.5,569.0,492.45703125,356.0,191.5
2024-04-12 02:15:00,357.0,682.0,553.5,422.875,384.5,552.0,387.25,406.3125,496.5,333.5,554.0,479.0546875,343.5,185.0
2024-04-12 02:30:00,357.0,663.75,553.5,413.5,378.5,541.5,379.75,393.6875,501.0,331.0,566.5,473.85546875,342.0,185.0
2024-04-12 02:45:00,354.5,651.75,547.5,403.375,372.5,534.0,368.75,383.9375,493.5,324.0,579.5,473.5,343.5,185.5
2024-04-12 03:00:00,352.5,648.75,538.0,395.75,367.5,517.0,358.75,373.75,486.5,323.0,432.0,468.8984375,342.5,183.0
2024-04-12 03:15:00,349.5,628.0,534.0,391.5,365.0,510.5,357.0,366.4375,479.0,320.5,399.0,462.125,342.0,181.5
2024-04-12 03:30:00,342.5,616.0,532.5,385.875,360.0,498.5,350.25,358.5,479.5,319.0,411.5,453.296875,341.0,185.0
2024-04-12 03:45:00,345.5,622.5,528.0,380.25,355.0,495.5,348.0,352.125,475.0,321.5,491.5,447.85546875,340.0,188.5
2024-04-12 04:00:00,344.5,612.0,526.5,379.625,354.5,490.0,343.0,349.75,473.5,325.0,529.0,445.1015625,338.5,189.0
