datetime,ALIM Nº 1 CPA,ALIM Nº 2 CPA,ALIM Nº 3 CPA,ALIM Nº 8 CPA,ALIM Nº 9 CPA,ALIM Nº 10 CPA,ALIM Nº 12 CPA,ALIM Nº 14 CPA,ALIM Nº 4 CTP,ALIM Nº 5 CTP,ALIM Nº 6 CTP,ALIM Nº 7 CTP,ALIM Nº 11 CTP,ALIM Nº 13 CTP
2024-01-01 00:00:00,,,,,,,,,,,,,,
2024-01-01 00:15:00,392.0,848.0,555.0,567.0,463.0,740.0,527.5,575.0,505.03125,294.375,589.0,626.0,207.890625,302.75
2024-01-01 00:30:00,390.75,839.5,551.0,565.5,457.0,738.0,524.0,570.5,496.03125,300.75,594.5,622.0,208.6875,303.25
2024-01-01 00:45:00,387.75,826.5,540.0,555.0,461.0,721.0,520.0,563.0,499.40625,295.125,588.125,616.5,210.046875,299.5
2024-01-01 01:00:00,386.25,821.0,540.0,551.0,459.0,719.0,519.5,557.5,506.71875,294.75,584.625,616.0,214.5,300.0
2024-01-01 01:15:00,386.0,819.5,533.0,546.5,454.0,716.0,513.5,547.0,505.59375,295.875,585.25,605.5,217.40625,292.75
2024-01-01 01:30:00,387.0,811.0,532.0,541.5,449.0,699.0,506.5,542.5,492.75,294.375,550.375,601.5,215.484375,302.0
2024-01-01 01:45:00,384.25,803.0,528.0,532.5,444.0,689.0,499.5,538.0,490.59375,292.125,551.75,596.0,213.09375,287.0
2024-01-01 02:00:00,379.25,784.5,523.0,520.5,438.0,683.0,495.0,527.0,479.625,285.75,532.25,587.5,215.109375,276.25
2024-01-01 02:15:00,377.25,766.5,518.0,512.0,434.0,658.0,484.5,515.5,478.59375,285.0,495.625,579.0,209.390625,281.75
2024-01-01 02:30:00,374.25,752.0,513.0,498.0,425.0,655.0,478.0,503.5,475.78125,289.5,463.75,570.0,203.859375,275.5
2024-01-01 02:45:00,367.5,733.5,506.0,485.0,417.0,639.0,461.0,491.0,474.75,286.5,427.0,562.5,202.3125,252.0
2024-01-01 03:00:00,372.25,720.0,500.0,478.0,410.0,622.0,452.5,479.5,491.8125,284.625,367.0,549.5,204.46875,253.0
2024-01-01 03:15:00,366.5,699.0,497.0,465.5,401.0,600.0,435.5,465.0,478.5,286.125,396.375,533.0,205.078125,248.25
2024-01-01 03:30:00,365.25,679.0,484.0,452.0,393.0,586.0,424.0,451.5,467.0625,283.5,309.375,514.5,203.015625,250.5
2024-01-01 03:45:00,358.25,667.5,482.0,440.5,387.0,569.0,411.5,438.0,467.53125,284.625,248.5,509.0,192.1875,251.5
2024-01-01 04:00:00,357.0,649.5,478.0,434.0,381.0,551.0,402.0,430.0,466.6875,282.0,230.375,496.5,192.984375,249.5
2024-01-01 04:15:00,356.25,638.5,475.0,424.5,374.0,543.0,390.0,415.0,458.625,277.125,224.375,487.5,198.0,239.5
2024-01-01 04:30:00,356.25,632.0,469.0,421.0,368.0,523.0,386.0,406.0,469.03125,273.0,230.625,484.5,203.625,243.5
2024-01-01 04:45:00,358.75,612.5,468.0,411.5,363.0,521.0,377.0,396.0,467.71875,276.375,185.5,473.0,200.015625,234.25
2024-01-01 05:00:00,358.75,604.5,462.0,404.5,360.0,507.0,368.0,386.5,468.46875,274.875,150.75,494.5,195.703125,247.25
2024-01-01 05:15:00,352.5,586.5,461.0,397.0,354.0,494.0,362.5,378.5,477.5625,276.0,138.0,482.5,194.109375,247.5
2024-01-01 05:30:00,348.5,566.0,455.0,384.0,335.0,468.0,344.5,364.5,441.1875,265.875,146.625,459.5,191.90625,258.5
2024-01-01 05:45:00,336.5,544.5,442.0,360.0,311.0,442.0,328.5,341.5,422.15625,265.875,220.75,449.0,185.484375,246.0
2024-01-01 06:00:00,330.25,515.5,420.0,337.5,297.0,416.0,308.0,314.0,403.21875,261.0,223.125,428.0,179.71875,230.25
2024-01-01 06:15:00,328.25,510.0,414.0,328.0,298.0,411.0,304.5,308.0,398.34375,252.0,192.75,426.0,180.421875,222.5
2024-01-01 06:30:00,327.25,504.5,409.0,326.5,293.0,406.0,302.0,306.0,393.84375,249.75,212.25,419.0,180.0,223.25
2024-01-01 06:45:00,326.0,501.5,404.0,320.0,291.0,408.0,305.0,294.0,389.90625,255.375,259.5,411.5,176.34375,216.5
2024-01-01 07:00:00,330.25,495.5,406.0,320.0,289.0,408.0,308.0,291.5,386.90625,264.375,299.25,405.0,174.609375,228.75
2024-01-01 07:15:00,335.75,537.5,410.0,321.5,288.0,400.0,304.0,294.5,405.46875,258.75,304.625,406.0,171.75,214.5
2024-01-01 07:30:00,334.0,519.0,408.0,321.0,291.0,396.0,306.0,292.5,410.25,258.0,291.0,412.0,172.5,221.75
2024-01-01 07:45:00,331.0,521.0,410.0,320.5,290.0,400.0,303.0,290.5,390.46875,263.625,355.0,411.0,168.5625,218.25
2024-01-01 08:00:00,333.25,497.0,410.0,321.0,292.0,397.0,306.5,294.5,396.1875,266.25,370.25,402.0,168.65625,220.25
2024-01-01 08:15:00,339.25,503.5,413.0,319.5,297.0,406.0,307.0,300.5,414.65625,271.875,331.0,410.5,164.0625,214.25
2024-01-01 08:30:00,343.25,526.5,417.0,320.5,296.0,402.0,313.5,303.5,414.1875,274.875,216.875,414.5,163.453125,215.5
2024-01-01 08:45:00,341.25,521.5,417.0,323.5,299.0,406.0,316.0,307.5,402.46875,288.75,194.625,416.0,163.078125,221.75
2024-01-01 09:00:00,345.25,530.5,421.0,336.5,302.0,410.0,320.0,312.0,411.1875,280.5,226.0,421.5,167.90625,222.75
2024-01-01 09:15:00,346.75,541.5,429.0,348.5,310.0,429.0,326.0,321.0,417.84375,281.625,206.875,425.5,162.0,218.25
2024-01-01 09:30:00,355.5,545.0,430.0,348.0,318.0,438.0,335.5,325.0,428.53125,283.875,196.5,422.5,162.375,226.5
2024-01-01 09:45:00,356.5,561.0,430.0,349.5,321.0,449.0,345.0,334.5,422.34375,288.75,113.0,438.0,165.0,216.25
2024-01-01 10:00:00,358.5,582.0,444.0,356.5,322.0,457.0,359.5,349.5,426.46875,290.25,108.875,450.0,172.453125,224.75
2024-01-01 10:15:00,360.5,592.0,447.0,367.0,325.0,472.0,368.0,361.0,421.78125,289.125,146.875,457.5,173.859375,231.5
2024-01-01 10:30:00,363.25,600.5,461.0,381.5,334.0,494.0,375.0,374.0,450.46875,283.875,159.875,467.5,172.96875,222.75
2024-01-01 10:45:00,369.25,605.5,459.0,392.0,350.0,508.0,377.0,389.0,431.0625,290.25,141.625,484.5,174.328125,226.0
2024-01-01 11:00:00,368.25,630.0,467.0,405.0,351.0,520.0,391.0,401.5,442.21875,293.625,140.875,497.5,173.109375,224.0
2024-01-01 11:15:00,372.5,652.5,472.0,421.0,362.0,544.0,391.5,414.5,436.5,297.75,130.0,512.0,180.0,228.5
2024-01-01 11:30:00,371.75,660.0,477.0,436.0,365.0,550.0,402.5,426.0,438.75,296.625,127.125,524.0,181.6875,235.75
2024-01-01 11:45:00,366.5,675.0,481.0,437.5,360.0,575.0,408.5,436.5,436.03125,305.25,146.25,532.0,181.078125,236.75
2024-01-01 12:00:00,372.75,689.5,484.0,441.5,371.0,588.0,424.5,445.5,459.09375,301.125,156.75,536.5,181.078125,237.75
2024-01-01 12:15:00,381.0,699.5,490.0,453.0,380.0,604.0,429.5,463.0,457.5,299.25,153.0,547.0,181.59375,233.5
2024-01-01 12:30:00,382.25,724.0,491.0,462.5,386.0,613.0,429.5,468.0,462.1875,298.5,147.625,559.5,186.0,238.75
2024-01-01 12:45:00,377.5,740.0,499.0,466.0,394.0,613.0,446.0,475.0,455.4375,301.5,48.125,566.5,184.6875,240.5
2024-01-01 13:00:00,381.0,736.5,502.0,479.0,399.0,622.0,443.0,479.0,452.71875,297.375,4.875,569.5,190.546875,242.0
2024-01-01 13:15:00,381.25,728.5,504.0,481.0,398.0,623.0,453.5,486.0,433.3125,301.5,-17.875,582.0,196.5,250.5
2024-01-01 13:30:00,385.5,736.5,507.0,478.0,404.0,629.0,458.0,489.5,451.59375,306.0,-12.75,585.0,197.625,261.25
2024-01-01 13:45:00,386.25,745.0,506.0,473.5,402.0,644.0,455.5,490.5,467.15625,305.625,-11.25,590.5,196.21875,247.75
2024-01-01 14:00:00,384.75,730.5,507.0,481.5,409.0,640.0,456.0,489.0,463.125,309.375,-6.125,576.0,199.875,247.0
2024-01-01 14:15:00,384.0,744.0,500.0,485.0,405.0,650.0,457.0,484.5,454.5,304.5,-8.25,594.0,192.515625,249.5
2024-01-01 14:30:00,384.5,734.5,498.0,484.5,403.0,624.0,455.0,490.5,476.53125,300.375,12.375,595.0,196.546875,249.0
2024-01-01 14:45:00,382.75,732.5,498.0,488.0,402.0,636.0,455.0,483.0,457.03125,302.625,80.0,579.0,196.875,242.0
2024-01-01 15:00:00,386.75,744.5,495.0,489.0,402.0,624.0,454.0,483.0,464.15625,306.375,213.5,569.5,199.3125,237.25
2024-01-01 15:15:00,384.0,727.0,498.0,488.5,400.0,624.0,446.0,477.5,465.375,305.625,182.25,573.0,194.71875,244.25
2024-01-01 15:30:00,381.75,729.0,489.0,483.5,394.0,613.0,439.5,475.0,462.9375,303.75,143.875,568.5,187.828125,252.0
2024-01-01 15:45:00,382.25,725.5,492.0,477.5,387.0,604.0,439.0,473.5,455.90625,301.875,132.25,565.0,182.4375,243.75
2024-01-01 16:00:00,384.0,715.0,490.0,472.5,384.0,600.0,434.5,466.5,465.28125,300.0,128.25,566.0,181.3125,244.5
2024-01-01 16:15:00,378.75,718.0,485.0,472.0,383.0,596.0,433.5,470.5,465.46875,295.875,182.25,565.0,174.140625,239.75
2024-01-01 16:30:00,376.0,715.0,484.0,474.5,382.0,613.0,434.0,465.0,448.96875,292.875,201.0,568.0,167.953125,244.5
2024-01-01 16:45:00,379.5,721.0,479.0,464.0,376.0,599.0,429.0,467.5,480.09375,292.125,69.625,562.0,169.078125,250.5
2024-01-01 17:00:00,381.5,715.5,483.0,465.5,378.0,599.0,426.5,462.0,442.875,294.0,51.0,536.0,167.015625,247.75
2024-01-01 17:15:00,386.75,701.5,485.0,461.5,377.0,597.0,424.5,463.0,426.75,296.25,32.625,534.5,164.484375,250.0
2024-01-01 17:30:00,385.0,714.0,482.0,458.0,378.0,596.0,423.0,461.5,444.5625,295.5,32.875,534.5,138.75,247.75
2024-01-01 17:45:00,382.75,707.5,484.0,451.5,379.0,601.0,419.0,461.0,429.5625,294.0,49.625,530.5,116.296875,252.25
2024-01-01 18:00:00,388.25,718.0,487.0,456.0,375.0,583.0,421.5,465.0,458.53125,289.875,40.25,527.0,115.734375,249.5
2024-01-01 18:15:00,386.75,731.0,485.0,461.0,379.0,591.0,431.5,471.5,450.09375,294.375,21.875,528.5,114.375,253.0
2024-01-01 18:30:00,380.5,714.5,490.0,459.5,384.0,591.0,430.0,478.0,447.09375,289.5,13.625,530.0,115.828125,258.75
2024-01-01 18:45:00,380.25,723.0,489.0,466.5,383.0,589.0,433.5,478.5,459.09375,289.125,70.875,531.0,116.53125,263.25
2024-01-01 19:00:00,387.0,723.0,489.0,473.5,387.0,602.0,440.5,472.0,461.34375,293.25,54.0,533.5,119.0625,256.0
2024-01-01 19:15:00,390.0,723.5,493.0,479.0,390.0,610.0,449.0,479.5,462.375,291.75,99.375,545.0,118.96875,241.75
2024-01-01 19:30:00,389.5,744.5,491.0,483.5,390.0,627.0,449.0,487.5,465.28125,292.125,79.625,553.0,117.609375,243.0
2024-01-01 19:45:00,392.75,744.5,500.0,490.5,399.0,648.0,453.0,502.5,459.75,297.75,62.0,553.5,116.109375,239.5
2024-01-01 20:00:00,393.0,752.5,500.0,502.0,404.0,642.0,458.0,511.5,460.21875,290.625,22.625,560.0,118.453125,246.0
2024-01-01 20:15:00,388.75,746.0,499.0,495.0,406.0,650.0,459.5,514.0,458.4375,291.75,20.625,564.0,118.40625,251.0
2024-01-01 20:30:00,379.75,754.0,505.0,505.5,405.0,662.0,466.0,528.0,457.03125,291.0,42.125,579.0,119.015625,245.25
2024-01-01 20:45:00,377.25,767.5,505.0,518.0,410.0,687.0,471.5,528.5,460.78125,294.375,30.375,579.5,118.125,247.25
2024-01-01 21:00:00,378.5,776.0,504.0,526.5,416.0,705.0,480.5,539.5,463.875,294.0,37.125,581.0,119.15625,359.25
2024-01-01 21:15:00,377.0,788.0,513.0,538.0,418.0,706.0,495.0,552.5,480.84375,299.625,75.375,595.5,119.859375,307.5
2024-01-01 21:30:00,374.5,800.5,514.0,540.5,425.0,723.0,497.5,565.0,467.71875,302.625,70.75,616.5,120.0,262.25
2024-01-01 21:45:00,377.25,812.0,517.0,551.0,426.0,729.0,514.5,583.0,477.0,306.75,149.5,607.5,123.421875,230.75
2024-01-01 22:00:00,377.75,823.5,523.0,566.5,435.0,738.0,521.0,602.0,481.125,311.625,266.875,613.5,128.71875,233.75
2024-01-01 22:15:00,379.0,851.0,539.0,581.5,443.0,755.0,532.0,617.5,481.6875,309.0,296.375,633.5,130.640625,238.0
2024-01-01 22:30:00,381.5,875.5,555.0,604.5,461.0,783.0,553.0,637.5,489.09375,318.375,432.5,655.0,136.6875,248.5
2024-01-01 22:45:00,389.75,899.0,576.0,632.5,483.0,834.0,572.0,668.0,525.28125,322.5,529.625,681.0,169.078125,254.0
2024-01-01 23:00:00,399.5,950.5,583.0,653.5,511.0,843.0,591.0,695.5,548.625,322.125,550.125,710.5,215.484375,266.5
2024-01-01 23:15:00,402.0,959.5,588.0,652.5,507.462097167969,858.0,598.0,686.5,534.0,312.0,553.125,714.0,216.140625,269.0
2024-01-01 23:30:00,398.25,947.5,587.0,657.5,504.02819824218705,828.0,588.5,678.0,556.78125,308.25,568.5,704.5,211.5,278.75
2024-01-01 23:45:00,394.5,933.0,577.0,639.0,494.255187988284,814.0,578.0,667.5,561.84375,310.125,577.625,694.5,211.640625,283.25
2024-01-02 00:00:00,389.0,902.5,567.0,627.5,483.36047363281,795.0,566.5,651.5,552.5625,312.75,620.375,675.5,205.921875,261.75
2024-01-02 00:15:00,387.5,880.5,560.0,609.0,471.88623046875,773.0,544.5,627.5,534.09375,316.875,547.25,659.5,209.953125,260.75
2024-01-02 00:30:00,380.25,859.5,546.0,581.0,455.15405273438,744.0,520.5,596.5,520.21875,322.125,529.5,639.5,211.125,269.5
2024-01-02 00:45:00,371.75,829.0,528.0,554.0,440.8427734375,712.0,496.0,566.5,508.5,312.0,501.625,608.0,213.09375,271.75
2024-01-02 01:00:00,369.25,812.5,522.0,537.5,428.96044921875,679.0,481.5,540.5,505.125,307.875,519.5,582.5,217.078125,268.25
2024-01-02 01:15:00,367.75,772.5,507.0,525.0,413.6513671875,651.0,465.0,513.5,509.53125,306.375,516.75,560.5,214.171875,267.0
2024-01-02 01:30:00,365.25,759.5,500.0,497.5,402.55493164062,615.0,443.5,491.0,485.71875,298.5,497.125,536.0,211.828125,273.25
2024-01-02 01:45:00,360.25,732.5,488.0,471.5,390.171875,598.0,424.5,468.5,488.25,293.625,482.75,521.0,209.625,261.0
2024-01-02 02:00:00,358.75,711.0,481.0,455.0,377.91455078125,574.0,408.0,446.5,474.0,291.0,471.75,508.5,206.578125,258.5
2024-01-02 02:15:00,350.5,692.0,472.0,439.5,370.60595703125,553.0,394.5,435.0,464.34375,293.25,514.75,499.5,204.890625,257.0
2024-01-02 02:30:00,348.0,669.5,466.0,429.0,366.59326171875,541.0,389.0,420.0,467.25,286.875,490.75,489.0,202.96875,253.25
2024-01-02 02:45:00,350.25,664.5,457.0,418.0,361.091796875,527.0,380.0,407.5,459.46875,288.75,532.125,481.5,198.890625,254.0
2024-01-02 03:00:00,348.75,638.5,455.0,406.0,349.79052734375,508.0,369.5,392.0,466.21875,287.625,517.375,467.0,197.390625,253.25
2024-01-02 03:15:00,348.5,638.5,437.0,398.0,348.65234375,497.0,362.0,381.5,464.0625,288.375,515.375,458.5,195.515625,251.25
2024-01-02 03:30:00,349.0,621.0,430.0,390.5,346.28173828125,492.0,357.0,376.5,471.5625,291.0,469.5,450.5,192.421875,253.5
2024-01-02 03:45:00,343.5,617.5,428.0,383.0,341.5712890625,485.0,353.0,368.0,463.6875,286.125,392.5,442.5,192.609375,260.0
2024-01-02 04:00:00,342.75,609.0,424.0,373.5,339.30517578125,476.0,349.0,363.0,451.78125,286.5,325.75,438.5,195.1875,252.25
2024-01-02 04:15:00,345.5,598.0,429.0,369.5,337.19287109375,473.0,346.0,357.5,451.78125,284.625,257.0,437.5,198.234375,244.5
2024-01-02 04:30:00,348.75,595.0,428.0,367.5,340.208984375,471.0,345.5,355.0,452.625,282.75,237.0,443.5,193.359375,253.75
2024-01-02 04:45:00,354.75,593.5,428.0,367.5,335.7470703125,463.0,340.0,350.5,466.03125,281.625,197.125,438.5,196.03125,255.25
2024-01-02 05:00:00,355.0,576.0,427.0,362.0,335.0703125,458.0,341.5,344.0,456.84375,282.375,211.625,456.5,194.953125,253.0
2024-01-02 05:15:00,348.0,561.5,428.0,356.5,329.0361328125,453.0,334.5,337.0,458.625,283.5,204.75,456.5,197.71875,249.25
2024-01-02 05:30:00,334.75,542.5,417.0,343.5,308.1357421875,424.0,320.0,322.5,451.125,280.125,205.75,443.5,193.546875,249.75
2024-01-02 05:45:00,331.5,526.0,399.0,322.5,295.44921875,401.0,304.5,306.5,431.71875,273.75,184.5,423.0,189.046875,241.0
2024-01-02 06:00:00,327.5,529.5,388.0,310.0,293.3017578125,394.0,301.0,300.0,415.40625,270.75,187.25,409.5,192.703125,233.25
2024-01-02 06:15:00,326.25,566.5,388.0,323.0,291.6083984375,399.0,307.5,302.0,423.46875,267.375,253.75,409.0,193.21875,247.0
2024-01-02 06:30:00,334.25,589.5,386.0,322.0,292.89453125,421.0,312.5,311.5,448.96875,268.5,351.375,415.5,185.859375,250.5
2024-01-02 06:45:00,339.0,620.5,390.0,330.0,294.193359375,430.0,326.0,318.5,460.125,279.0,335.875,424.5,181.78125,249.25
2024-01-02 07:00:00,344.75,642.5,399.0,329.5,303.5107421875,446.0,336.0,327.0,465.84375,277.125,323.25,434.0,182.4375,254.25
2024-01-02 07:15:00,370.75,659.0,412.0,350.5,318.296875,450.0,351.5,342.0,493.03125,279.75,285.0,443.0,191.0625,238.0
2024-01-02 07:30:00,378.0,679.5,441.0,366.5,335.3330078125,469.0,363.0,349.5,510.09375,293.625,212.125,464.0,204.421875,259.75
2024-01-02 07:45:00,394.25,692.0,468.0,370.0,347.8330078125,483.0,368.0,351.0,520.6875,309.0,221.25,475.5,207.65625,328.5
2024-01-02 08:00:00,411.5,693.0,495.0,375.5,363.009765625,487.0,370.5,352.5,538.21875,326.625,270.25,490.5,214.265625,655.5
2024-01-02 08:15:00,440.0,716.0,528.0,384.5,396.2548828125,498.0,386.0,364.0,589.3125,379.875,287.375,500.0,232.640625,510.0
2024-01-02 08:30:00,466.25,727.0,553.0,388.5,408.1240234375,497.0,390.0,364.5,664.40625,416.25,274.5,516.0,238.03125,527.75
2024-01-02 08:45:00,500.0,728.5,584.0,395.0,423.9541015625,519.0,394.0,373.0,724.3125,420.0,266.5,526.5,255.609375,519.25
2024-01-02 09:00:00,513.75,754.0,615.0,411.0,442.7265625,537.0,404.5,387.0,764.8125,416.25,293.125,539.0,250.59375,555.25
2024-01-02 09:15:00,534.75,774.5,641.0,417.5,466.970703125,564.0,420.0,399.5,772.59375,440.25,330.25,552.0,260.859375,530.25
2024-01-02 09:30:00,561.5,785.0,655.0,423.5,476.7138671875,573.0,425.0,406.0,776.90625,458.625,459.625,562.5,271.03125,569.0
2024-01-02 09:45:00,559.75,797.0,667.0,429.0,490.076171875,587.0,437.0,413.5,801.28125,466.5,555.625,565.0,279.46875,623.0
2024-01-02 10:00:00,582.5,826.5,682.0,439.5,497.6865234375,600.0,448.0,418.5,815.71875,469.125,404.75,577.5,268.03125,590.0
2024-01-02 10:15:00,598.75,833.5,712.0,457.5,522.609375,610.0,467.0,433.0,861.28125,486.375,397.5,596.5,266.015625,538.5
2024-01-02 10:30:00,607.25,855.0,727.0,463.0,529.09375,616.0,463.5,441.0,918.65625,501.75,609.5,588.0,281.390625,546.0
2024-01-02 10:45:00,607.25,863.5,731.0,473.0,530.16796875,626.0,464.5,450.5,967.125,510.375,587.25,600.0,277.921875,563.0
2024-01-02 11:00:00,609.0,885.5,743.0,480.0,536.650390625,648.0,482.0,456.0,965.625,517.5,553.5,635.0,276.328125,561.5
2024-01-02 11:15:00,609.0,899.0,755.0,485.0,547.091796875,661.0,488.5,478.0,951.09375,522.75,654.625,645.5,275.859375,547.0
2024-01-02 11:30:00,604.0,903.5,753.0,496.0,546.15234375,661.0,493.5,496.5,972.28125,522.0,659.125,655.0,278.4375,548.0
2024-01-02 11:45:00,604.0,909.0,754.0,509.0,548.234375,671.0,500.5,501.5,965.53125,516.0,510.25,653.0,274.40625,529.25
2024-01-02 12:00:00,618.25,903.5,757.0,519.5,557.173828125,686.0,510.5,511.5,939.75,517.125,394.5,666.5,279.703125,538.5
2024-01-02 12:15:00,624.75,926.0,769.0,537.0,559.5234375,701.0,525.5,529.0,919.78125,525.375,323.375,674.5,286.5,540.5
2024-01-02 12:30:00,623.0,947.5,764.0,549.5,563.8125,707.0,537.0,547.5,902.90625,526.875,319.875,686.0,275.015625,579.5
2024-01-02 12:45:00,626.5,985.5,772.0,571.0,559.513671875,720.0,547.0,572.0,898.3125,537.375,437.875,690.0,277.59375,593.5
2024-01-02 13:00:00,616.75,1000.0,783.0,581.0,568.71875,753.0,551.5,591.0,899.53125,534.75,432.125,704.0,280.265625,585.0
2024-01-02 13:15:00,600.5,982.0,749.0,597.5,570.02734375,777.0,564.5,602.5,887.8125,532.5,373.125,734.0,281.34375,542.0
2024-01-02 13:30:00,579.75,994.0,729.0,599.5,555.751953125,778.0,577.0,611.5,905.8125,524.25,349.25,750.0,280.546875,580.0
2024-01-02 13:45:00,576.0,980.0,719.0,599.0,534.220703125,752.0,561.5,602.5,915.28125,515.625,326.0,734.0,291.75,560.5
2024-01-02 14:00:00,572.75,1003.5,718.0,588.5,534.55859375,747.0,548.0,587.5,901.125,521.625,313.125,707.5,302.15625,556.5
2024-01-02 14:15:00,570.25,993.0,713.0,580.0,535.8046875,744.0,541.0,591.5,904.5,526.125,318.5,696.5,299.109375,628.5
2024-01-02 14:30:00,571.25,980.5,717.0,578.0,532.685546875,731.0,536.0,588.0,903.09375,525.75,299.25,693.5,315.890625,652.0
2024-01-02 14:45:00,569.5,1011.0,713.0,570.0,533.71484375,735.0,539.0,574.0,911.25,528.0,273.625,699.0,298.21875,662.25
2024-01-02 15:00:00,577.0,1001.0,717.0,568.5,536.787109375,733.0,530.5,558.5,923.71875,522.375,297.625,684.5,317.390625,624.5
2024-01-02 15:15:00,599.75,993.5,757.0,571.5,545.97265625,731.0,535.5,554.5,958.3125,519.0,282.125,680.0,334.265625,629.25
2024-01-02 15:30:00,612.25,972.0,766.0,563.5,552.21875,747.0,538.0,555.0,984.65625,523.125,275.75,677.5,313.59375,611.0
2024-01-02 15:45:00,603.75,975.5,759.0,559.0,552.458984375,751.0,540.0,544.5,990.0,514.125,260.75,680.0,320.953125,636.25
2024-01-02 16:00:00,607.5,992.0,760.0,555.5,550.99609375,746.0,530.5,545.0,972.09375,532.875,256.75,670.0,309.703125,617.0
2024-01-02 16:15:00,611.0,974.5,766.0,555.5,552.18359375,734.0,537.5,537.5,956.15625,541.5,274.75,660.5,298.265625,606.25
2024-01-02 16:30:00,607.5,968.5,755.0,551.0,548.833984375,733.0,528.0,536.0,951.46875,529.875,281.75,661.0,274.5,627.25
2024-01-02 16:45:00,601.75,976.5,737.0,553.5,552.03125,721.0,522.0,552.0,943.40625,529.5,300.0,667.5,257.390625,628.0
2024-01-02 17:00:00,598.0,996.0,734.0,546.5,546.517578125,732.0,523.5,555.0,913.875,522.75,279.5,641.0,271.875,614.75
2024-01-02 17:15:00,583.0,992.0,724.0,551.0,545.259765625,740.0,520.5,552.5,867.28125,514.125,249.25,635.0,258.75,575.0
2024-01-02 17:30:00,581.5,992.5,724.0,554.5,540.216796875,737.0,525.5,556.5,855.375,509.625,220.875,626.0,232.875,631.0
2024-01-02 17:45:00,567.75,986.0,717.0,551.5,539.1796875,744.0,529.5,562.0,858.28125,501.0,213.0,633.0,175.40625,587.0
2024-01-02 18:00:00,566.5,973.0,714.0,550.0,531.6171875,735.0,529.5,560.0,842.4375,495.0,178.5,645.0,182.203125,594.75
2024-01-02 18:15:00,564.25,964.5,702.0,556.5,527.5390625,753.0,538.5,566.5,831.375,471.75,163.0,635.0,191.390625,561.75
2024-01-02 18:30:00,553.75,993.5,694.0,562.5,527.29296875,753.0,535.0,580.0,828.375,473.25,153.75,642.0,170.71875,577.5
2024-01-02 18:45:00,547.0,1013.0,684.0,567.5,524.6796875,751.0,537.5,580.0,796.6875,469.125,210.625,646.0,171.375,596.75
2024-01-02 19:00:00,532.75,1013.5,670.0,573.5,519.65234375,749.0,537.5,595.5,797.25,464.25,267.0,649.5,172.828125,585.25
2024-01-02 19:15:00,525.25,1020.0,659.0,571.5,516.15234375,763.0,532.5,607.5,779.0625,466.125,222.125,647.0,200.15625,586.5
2024-01-02 19:30:00,515.25,1015.5,648.0,582.0,511.1484375,770.0,529.5,609.5,757.5,462.0,202.5,641.5,180.1875,563.0
2024-01-02 19:45:00,506.0,1008.0,640.0,584.0,506.921875,763.0,536.5,609.5,723.75,463.5,243.25,644.0,191.34375,581.0
2024-01-02 20:00:00,495.75,1028.0,633.0,596.0,505.33203125,780.0,533.5,612.5,715.3125,459.0,349.0,656.0,175.640625,559.75
2024-01-02 20:15:00,490.75,1012.5,614.0,594.5,499.3359375,777.0,540.0,628.0,673.125,445.875,316.875,654.5,166.78125,573.25
2024-01-02 20:30:00,472.75,999.0,601.0,595.0,485.78515625,794.0,546.0,631.0,620.625,437.25,312.5,666.5,180.1875,547.25
2024-01-02 20:45:00,462.25,1018.5,565.0,603.5,483.2421875,797.0,543.0,633.5,609.0,427.875,292.75,667.0,162.9375,531.25
2024-01-02 21:00:00,474.5,1045.0,566.0,608.5,478.59765625,802.0,550.5,644.5,603.0,427.875,291.625,673.5,164.578125,555.25
2024-01-02 21:15:00,446.5,1044.0,559.0,621.5,476.73046875,800.0,560.5,649.5,593.4375,387.75,295.125,670.0,146.0625,540.0
2024-01-02 21:30:00,454.25,1065.5,552.0,635.0,478.3046875,809.0,565.0,647.0,594.0,385.875,277.25,662.0,161.71875,583.75
2024-01-02 21:45:00,439.25,1063.0,551.0,627.0,476.203125,805.0,564.5,656.0,575.0625,335.625,253.5,666.5,150.796875,540.0
2024-01-02 22:00:00,432.75,1067.0,555.0,643.0,474.71875,800.0,559.0,666.5,565.6875,323.25,260.875,677.5,153.796875,525.5
2024-01-02 22:15:00,430.75,1091.0,563.0,653.5,476.99609375,813.0,565.5,674.0,547.3125,328.875,431.25,688.5,155.390625,520.75
2024-01-02 22:30:00,428.0,1108.0,579.0,666.5,477.1015625,856.0,581.0,683.5,577.125,332.25,535.0,704.5,166.734375,532.75
2024-01-02 22:45:00,437.25,1136.0,597.0,696.0,505.59765625,909.0,613.5,720.5,615.1875,341.625,438.75,734.5,218.109375,531.75
2024-01-02 23:00:00,441.0,1157.5,601.0,697.5,519.41015625,915.0,627.5,738.0,589.3125,336.0,321.125,757.5,238.640625,510.5
2024-01-02 23:15:00,439.5,1115.0,599.0,693.5,511.08203125,897.0,610.5,733.5,590.8125,332.625,238.875,742.0,224.53125,467.0
2024-01-02 23:30:00,425.5,1095.5,594.0,681.5,499.71484375,870.0,599.0,720.5,607.5,324.75,176.5,726.0,224.53125,490.75
2024-01-02 23:45:00,414.0,1085.0,586.0,657.0,489.546875,839.0,590.5,695.5,610.5,324.0,168.0,712.5,222.796875,502.0
