datetime,ALIM Nº 1 CPA,ALIM Nº 2 CPA,ALIM Nº 3 CPA,ALIM Nº 8 CPA,ALIM Nº 9 CPA,ALIM Nº 10 CPA,ALIM Nº 12 CPA,ALIM Nº 14 CPA,ALIM Nº 4 CTP,ALIM Nº 5 CTP,ALIM Nº 6 CTP,ALIM Nº 7 CTP,ALIM Nº 11 CTP,ALIM Nº 13 CTP,Total
2024-01-01 00:00:00,1170.5,2514.0,1646.0,1687.5,1381.0,2199.0,1571.5,1708.5,1500.46875,890.25,1771.625,1864.5,626.625,905.5,21436.96875
2024-01-01 01:00:00,1543.5,3254.5,2133.0,2171.5,1806.0,2823.0,2039.0,2185.0,1995.65625,1177.125,2272.0,2419.0,860.484375,1181.75,27861.515625
2024-01-01 02:00:00,1498.25,3036.5,2060.0,2015.5,1714.0,2635.0,1918.5,2037.0,1908.75,1146.75,1918.625,2299.0,830.671875,1085.5,26104.046875
2024-01-01 03:00:00,1462.25,2765.5,1963.0,1836.0,1591.0,2377.0,1723.5,1834.0,1904.90625,1138.875,1321.25,2106.0,804.75,1003.25,23831.28125
2024-01-01 04:00:00,1428.25,2532.5,1890.0,1691.0,1486.0,2138.0,1555.0,1647.0,1862.0625,1108.5,870.875,1941.5,794.625,966.75,21912.0625
2024-01-01 05:00:00,1396.25,2301.5,1820.0,1545.5,1360.0,1911.0,1403.5,1471.0,1809.375,1082.625,656.125,1885.5,767.203125,999.25,20408.828125
2024-01-01 06:00:00,1311.75,2031.5,1647.0,1312.0,1179.0,1641.0,1219.5,1222.0,1585.3125,1018.125,887.625,1684.5,716.484375,892.5,18348.296875
2024-01-01 07:00:00,1331.0,2073.0,1634.0,1283.0,1158.0,1604.0,1221.0,1169.0,1593.09375,1044.75,1249.875,1634.0,687.421875,883.25,18565.390625
2024-01-01 08:00:00,1357.0,2048.5,1657.0,1284.5,1184.0,1611.0,1243.0,1206.0,1627.5,1101.75,1112.75,1643.0,659.25,871.75,18607.0
2024-01-01 09:00:00,1404.0,2178.0,1710.0,1382.5,1251.0,1726.0,1326.5,1292.5,1679.90625,1134.75,742.375,1707.5,657.28125,883.75,19076.0625
2024-01-01 10:00:00,1451.5,2380.0,1811.0,1497.0,1331.0,1931.0,1479.5,1473.5,1729.78125,1153.5,557.25,1859.5,693.609375,905.0,20253.140625
2024-01-01 11:00:00,1479.0,2617.5,1897.0,1699.5,1438.0,2189.0,1593.5,1678.5,1753.5,1193.25,544.25,2065.5,715.875,925.0,21789.375
2024-01-01 12:00:00,1513.5,2853.0,1964.0,1823.0,1531.0,2418.0,1729.5,1851.5,1834.21875,1200.375,505.5,2209.5,733.359375,950.5,23116.953125
2024-01-01 13:00:00,1534.0,2946.5,2019.0,1911.5,1603.0,2518.0,1810.0,1945.0,1804.78125,1210.5,-37.0,2327.0,780.890625,1001.5,23374.671875
2024-01-01 14:00:00,1536.0,2941.5,2003.0,1939.0,1619.0,2550.0,1823.0,1947.0,1851.1875,1216.875,78.0,2344.0,785.8125,987.5,23621.875
2024-01-01 15:00:00,1534.75,2926.0,1974.0,1938.5,1583.0,2465.0,1778.5,1909.0,1848.375,1217.625,671.875,2276.0,764.296875,977.25,23864.171875
2024-01-01 16:00:00,1518.25,2869.0,1938.0,1883.0,1525.0,2408.0,1731.0,1869.5,1859.8125,1180.875,581.125,2261.0,692.484375,979.25,23296.296875
2024-01-01 17:00:00,1536.0,2838.5,1934.0,1836.5,1512.0,2393.0,1693.0,1847.5,1743.75,1179.75,166.125,2135.5,586.546875,997.75,22399.921875
2024-01-01 18:00:00,1535.75,2886.5,1951.0,1843.0,1521.0,2354.0,1716.5,1893.0,1814.8125,1162.875,146.625,2116.5,462.46875,1024.5,22428.53125
2024-01-01 19:00:00,1559.25,2935.5,1973.0,1926.5,1566.0,2487.0,1791.5,1941.5,1848.75,1174.875,295.0,2185.0,471.75,980.25,23135.875
2024-01-01 20:00:00,1538.75,3020.0,2009.0,2020.5,1625.0,2641.0,1855.0,2082.0,1836.46875,1167.75,115.75,2282.5,474.0,989.5,23657.21875
2024-01-01 21:00:00,1507.25,3176.5,2048.0,2156.0,1685.0,2863.0,1987.5,2240.0,1889.4375,1203.0,332.75,2400.5,482.4375,1159.75,25131.125
2024-01-01 22:00:00,1528.0,3449.0,2193.0,2385.0,1822.0,3110.0,2178.0,2525.0,1977.1875,1261.5,1525.375,2583.0,565.125,974.25,28076.4375
2024-01-01 23:00:00,1594.25,3790.5,2335.0,2602.5,2016.74548339844,3343.0,2355.5,2727.5,2201.25,1252.5,2249.375,2823.5,854.765625,1097.5,31243.88610839844
2024-01-02 00:00:00,1528.5,3471.5,2201.0,2371.5,1851.24353027344,3024.0,2127.5,2442.0,2115.375,1263.75,2198.75,2582.5,840.09375,1063.75,29081.46228027344
2024-01-02 01:00:00,1462.5,3077.0,2017.0,2031.5,1635.33862304687,2543.0,1814.5,2013.5,1988.625,1206.375,2016.125,2200.0,852.703125,1069.5,25927.666748046868
2024-01-02 02:00:00,1407.5,2737.0,1876.0,1741.5,1476.20556640625,2195.0,1571.5,1709.0,1865.0625,1159.875,2009.375,1978.5,813.328125,1022.75,23562.59619140625
2024-01-02 03:00:00,1389.75,2515.5,1750.0,1577.5,1386.2958984375,1982.0,1441.5,1518.0,1865.53125,1153.125,1894.75,1818.5,777.9375,1018.0,22088.3896484375
2024-01-02 04:00:00,1391.75,2395.5,1709.0,1478.0,1352.4541015625,1883.0,1380.5,1426.0,1822.21875,1135.5,1016.875,1758.0,782.8125,1005.75,20537.3603515625
2024-01-02 05:00:00,1369.25,2206.0,1671.0,1384.5,1267.69140625,1736.0,1300.5,1310.0,1798.3125,1119.75,806.625,1779.5,775.265625,993.0,19517.39453125
2024-01-02 06:00:00,1327.0,2306.0,1552.0,1285.0,1171.998046875,1644.0,1247.0,1232.0,1747.96875,1085.625,1128.25,1658.5,753.5625,980.0,19118.904296875
2024-01-02 07:00:00,1487.75,2673.0,1720.0,1416.5,1304.9736328125,1848.0,1418.5,1369.5,1989.65625,1159.5,1041.625,1816.5,785.578125,1080.5,21111.5830078125
2024-01-02 08:00:00,1817.75,2864.5,2160.0,1543.5,1591.3427734375,2001.0,1540.5,1454.0,2516.25,1542.75,1098.625,2033.0,940.546875,2212.5,25316.2646484375
2024-01-02 09:00:00,2169.75,3110.5,2578.0,1681.0,1876.4873046875,2261.0,1686.5,1606.0,3115.59375,1781.625,1638.625,2218.5,1061.953125,2277.5,29063.0341796875
2024-01-02 10:00:00,2395.75,3378.5,2852.0,1833.0,2079.5576171875,2452.0,1843.0,1743.0,3562.78125,1967.625,1999.0,2362.0,1093.359375,2237.5,31799.0732421875
2024-01-02 11:00:00,2426.0,3597.0,3005.0,1970.0,2178.12890625,2641.0,1964.5,1932.0,3854.53125,2078.25,2377.5,2588.5,1105.03125,2185.75,33903.19140625
2024-01-02 12:00:00,2492.5,3762.5,3062.0,2177.0,2240.0234375,2814.0,2120.0,2160.0,3660.75,2106.75,1475.625,2717.0,1118.8125,2252.0,34158.9609375
2024-01-02 13:00:00,2373.0,3956.0,2980.0,2377.0,2228.71875,3060.0,2254.5,2407.5,3608.4375,2107.125,1480.5,2922.0,1133.90625,2267.5,35156.1875
2024-01-02 14:00:00,2283.75,3988.0,2861.0,2316.5,2136.763671875,2957.0,2164.0,2341.0,3619.96875,2101.5,1204.5,2796.5,1215.375,2499.25,34485.107421875
2024-01-02 15:00:00,2392.75,3942.0,2999.0,2262.5,2187.4375,2962.0,2144.0,2212.5,3856.6875,2078.625,1116.25,2722.0,1286.203125,2501.0,34662.953125
2024-01-02 16:00:00,2427.75,3911.5,3018.0,2215.5,2204.044921875,2934.0,2118.0,2170.5,3823.125,2133.75,1113.25,2659.0,1139.859375,2478.5,34346.779296875
2024-01-02 17:00:00,2330.25,3966.5,2899.0,2203.5,2171.173828125,2953.0,2099.0,2226.0,3494.8125,2047.5,962.625,2535.0,938.90625,2407.75,33235.017578125
2024-01-02 18:00:00,2231.5,3944.0,2794.0,2236.5,2111.12890625,2992.0,2140.5,2286.5,3298.875,1909.125,705.875,2568.0,715.6875,2330.75,32264.44140625
2024-01-02 19:00:00,2079.25,4057.0,2617.0,2311.0,2053.875,3045.0,2136.0,2422.0,3057.5625,1855.875,934.875,2582.0,744.515625,2315.75,32211.703125
2024-01-02 20:00:00,1921.5,4058.0,2413.0,2389.0,1973.6953125,3148.0,2162.5,2505.0,2618.0625,1770.0,1271.125,2644.0,685.546875,2211.5,31770.9296875
2024-01-02 21:00:00,1814.5,4217.5,2228.0,2492.0,1909.8359375,3216.0,2240.5,2597.0,2365.5,1537.125,1117.5,2672.0,623.15625,2219.0,31249.6171875
2024-01-02 22:00:00,1728.75,4402.0,2294.0,2659.0,1934.4140625,3378.0,2319.0,2744.5,2305.3125,1326.0,1665.875,2805.0,694.03125,2110.75,32366.6328125
2024-01-02 23:00:00,1720.0,4453.0,2380.0,2729.5,2019.75390625,3521.0,2427.5,2887.5,2398.125,1317.375,904.5,2938.0,910.5,1970.25,32577.00390625
2024-01-03 00:00:00,1581.5,3746.0,2222.0,2411.5,1870.02734375,3087.0,2133.0,2475.0,2202.1875,1282.125,605.875,2633.5,918.984375,2149.0,29317.69921875
2024-01-03 01:00:00,1495.75,3094.0,2040.0,1994.0,1657.984375,2559.0,1802.5,2008.5,2085.1875,1228.5,887.5,2271.0,1004.71875,2087.25,26215.890625
2024-01-03 02:00:00,1438.0,2674.0,1895.0,1727.0,1483.24609375,2212.0,1567.0,1689.0,1944.0,1176.0,1246.875,2001.0,932.8125,2063.25,24049.18359375
2024-01-03 03:00:00,1405.5,2457.0,1813.0,1559.0,1391.546875,1965.0,1432.0,1480.0,1918.5,1168.125,1802.75,1849.0,798.84375,1964.5,23004.765625
2024-01-03 04:00:00,1395.5,2353.0,1785.0,1472.5,1348.8359375,1868.0,1363.0,1382.5,1894.6875,1155.75,2023.0,1803.0,787.96875,1561.5,22194.2421875
2024-01-03 05:00:00,1384.0,2249.0,1755.0,1428.0,1296.66796875,1787.0,1328.0,1331.0,1891.125,1120.125,980.875,1873.0,890.71875,1249.5,20564.01171875
2024-01-03 06:00:00,1361.75,2392.5,1687.0,1325.0,1173.41796875,1670.0,1253.0,1247.0,1848.1875,1098.0,718.875,1722.5,855.140625,1144.0,19496.37109375
2024-01-03 07:00:00,1539.25,2769.0,1843.0,1466.0,1325.96875,1890.0,1427.0,1364.0,2124.75,1178.25,1762.75,1861.5,907.125,1175.0,22633.59375
2024-01-03 08:00:00,1894.75,2882.0,2248.0,1582.0,1630.87109375,2074.0,1551.5,1445.5,2619.75,1537.125,2334.625,2074.5,1074.46875,2055.25,27004.33984375
2024-01-03 09:00:00,2228.0,3113.0,2647.0,1713.0,1899.33203125,2288.0,1712.0,1575.0,3326.25,1835.625,2587.125,2263.5,1312.640625,2358.5,30858.97265625
2024-01-03 10:00:00,2425.5,3322.5,2911.0,1826.0,2127.7265625,2521.0,1854.5,1715.0,3667.875,2008.125,2173.875,2387.5,1354.03125,2518.5,32813.1328125
2024-01-03 11:00:00,2492.5,3589.5,3071.0,1982.0,2208.6796875,2702.0,2003.0,1913.5,3976.5,2094.375,1960.375,2518.0,2638.59375,2614.25,35764.2734375
2024-01-03 12:00:00,2496.0,3659.5,3117.0,2093.0,2292.109375,2845.0,2110.0,2093.0,3898.5,2104.125,2844.5,2721.5,3073.453125,2546.5,37894.1875
2024-01-03 13:00:00,2414.5,3829.5,3019.0,2271.5,2247.734375,3013.0,2223.5,2279.5,3775.125,2070.75,3242.625,2861.0,3042.75,2552.25,38842.734375
2024-01-03 14:00:00,2340.75,3874.5,2906.0,2268.0,2150.9453125,2964.0,2142.0,2266.0,3741.9375,2099.625,3383.5,2747.0,3100.546875,2751.0,38735.8046875
2024-01-03 15:00:00,2465.25,3889.5,3057.0,2225.0,2261.7421875,2922.0,2126.0,2179.5,3980.625,2096.25,2873.375,2653.0,3091.546875,2654.75,38475.5390625
2024-01-03 16:00:00,2510.5,3985.0,3097.0,2244.5,2278.0390625,2981.0,2115.0,2171.5,4071.0,2062.875,2566.0,2630.5,2400.1875,2658.75,37771.8515625
2024-01-03 17:00:00,2512.75,4062.5,3134.0,2284.5,2313.7734375,3078.0,2169.0,2272.0,3678.9375,2000.625,2716.75,2619.5,1077.9375,2369.0,36289.2734375
2024-01-03 18:00:00,2338.75,4230.5,3014.0,2337.5,2286.453125,3169.0,2188.5,2375.0,3429.75,1907.625,2822.125,2702.5,828.84375,2349.0,35979.546875
2024-01-03 19:00:00,2145.0,4270.5,2768.0,2365.5,2177.859375,3219.0,2167.0,2406.5,3120.75,1843.875,1844.5,2677.5,728.0625,2480.5,34214.546875
2024-01-03 20:00:00,1940.5,4141.0,2460.0,2395.0,2023.2421875,3253.0,2163.0,2474.0,2672.8125,1782.75,1698.625,2695.5,648.890625,2415.0,32763.3203125
2024-01-03 21:00:00,1874.25,4284.0,2263.0,2491.0,1935.3828125,3349.0,2277.0,2580.0,2366.4375,1543.875,1229.0,2718.5,689.25,2313.25,31913.9453125
2024-01-03 22:00:00,1791.0,4446.5,2346.0,2678.0,2005.78125,3511.0,2346.5,2775.0,2334.0,1346.25,916.25,2855.5,890.53125,2108.0,32350.3125
2024-01-03 23:00:00,1707.75,4452.0,2398.0,2712.0,2071.78125,3480.0,2379.5,2788.5,2411.0625,1312.875,1451.5,2904.0,1144.6875,2137.0,33350.65625
2024-01-04 00:00:00,1589.25,3671.0,2243.0,2372.5,1896.46875,3030.0,2123.5,2414.0,2188.5,1280.25,1281.125,2596.0,988.546875,2161.25,29835.390625
2024-01-04 01:00:00,1521.75,3075.0,2064.0,1982.5,1668.2421875,2552.0,1805.0,1985.5,2067.9375,1237.5,1839.375,2210.0,897.984375,2067.75,26974.5390625
2024-01-04 02:00:00,1446.25,2696.5,1923.0,1708.5,1500.0859375,2183.0,1559.5,1658.5,1937.4375,1193.625,1951.125,1963.0,875.25,1981.25,24577.0234375
2024-01-04 03:00:00,1420.5,2520.0,1850.0,1553.0,1423.515625,1978.0,1440.0,1485.5,1963.5,1168.875,2452.875,1844.0,968.71875,2033.25,24101.734375
2024-01-04 04:00:00,1397.75,2367.5,1809.0,1467.5,1362.890625,1887.0,1365.5,1389.0,1933.125,1168.125,2131.125,1763.0,949.03125,1492.5,22483.046875
2024-01-04 05:00:00,1359.25,2157.5,1704.0,1342.0,1231.515625,1715.0,1248.5,1239.5,1860.0,1114.125,1864.625,1732.0,910.453125,1227.75,20706.21875
2024-01-04 06:00:00,1383.5,2331.0,1637.0,1274.5,1191.1328125,1680.0,1238.0,1194.5,1881.375,1100.625,1946.25,1657.5,870.046875,1153.75,20539.1796875
2024-01-04 07:00:00,1533.0,2709.5,1833.0,1439.5,1346.5234375,1905.0,1440.0,1365.0,2167.6875,1182.75,2201.125,1836.5,984.984375,1138.25,23082.8203125
2024-01-04 08:00:00,1882.25,2977.5,2224.0,1598.5,1620.6640625,2058.0,1548.5,1480.5,2712.375,1583.25,2463.75,2059.5,1237.921875,1910.75,27357.4609375
2024-01-04 09:00:00,2272.5,3195.5,2626.0,1712.0,1887.5,2334.0,1713.0,1602.5,3196.3125,1872.0,2945.625,2266.0,1425.421875,2467.5,31515.859375
2024-01-04 10:00:00,2493.75,3397.5,2934.0,1854.5,2099.5625,2561.0,1830.5,1750.0,3632.8125,2109.75,3068.5,2376.5,3093.890625,2408.25,35610.515625
2024-01-04 11:00:00,2555.0,3585.5,3062.0,1932.0,2183.1875,2719.0,1977.0,1902.5,4020.9375,2245.875,3009.625,2545.0,3243.9375,2572.0,37553.5625
2024-01-04 12:00:00,2555.75,3717.5,3111.0,2106.0,2267.0234375,2912.0,2123.0,2075.0,3757.5,2205.375,2793.875,2710.5,3303.1875,2512.75,38150.4609375
2024-01-04 13:00:00,2437.5,3950.5,2997.0,2270.0,2256.71875,3080.0,2237.0,2286.0,3707.8125,2171.25,3144.125,2886.5,3393.515625,2510.75,39328.671875
2024-01-04 14:00:00,2306.75,3858.5,2866.0,2265.0,2182.1953125,2981.0,2160.5,2215.0,3793.5,2122.5,2805.0,2760.5,3349.546875,2408.25,38074.2421875
2024-01-04 15:00:00,2482.5,3883.5,3030.0,2222.0,2235.734375,3002.0,2142.5,2163.5,4102.3125,2156.25,2743.375,2661.5,3421.03125,2280.25,38526.453125
2024-01-04 16:00:00,2484.5,3910.5,3075.0,2213.5,2285.5390625,3014.0,2112.5,2146.0,4071.0,2115.75,2826.75,2644.0,3326.625,2146.5,38372.1640625
2024-01-04 17:00:00,2444.25,4032.0,3046.0,2251.0,2299.921875,3069.0,2154.5,2227.0,3804.1875,2060.625,2654.5,2604.0,3056.578125,2057.25,37760.8125
2024-01-04 18:00:00,2313.25,4068.5,2900.0,2313.0,2261.90625,3116.0,2203.5,2320.5,3454.3125,1976.625,2472.125,2650.5,2817.515625,2065.5,36933.234375
2024-01-04 19:00:00,2162.5,4175.5,2727.2071533203098,2386.0,2174.0390625,3227.0,2218.5,2445.0,3172.3125,1924.5,2429.0,2662.5,2787.9375,2857.5,37349.49621582031
2024-01-04 20:00:00,2036.5,4185.5,2543.2625732421902,2430.5,2082.9765625,3282.0,2248.5,2548.5,2720.8125,1848.375,2440.375,2705.5,2723.015625,2532.5,36328.31726074219
2024-01-04 21:00:00,1898.75,4398.0,2341.9453125,2575.5,2003.2890625,3384.0,2323.5,2657.0,2439.1875,1548.375,2379.125,2743.5,993.796875,2486.75,34172.71875
2024-01-04 22:00:00,1791.5,4485.0,2438.716796875,2748.0,2083.359375,3599.0,2436.5,2854.5,2476.3125,1342.125,2446.625,2905.0,933.234375,2568.0,35107.873046875
2024-01-04 23:00:00,1731.25,4481.0,2403.35546875,2661.0,2071.046875,3516.0,2371.5,2808.0,2469.375,1308.375,2514.25,2902.5,994.03125,2576.75,34808.43359375
2024-01-05 00:00:00,1597.0,3780.0,2221.5859375,2333.0,1857.109375,3018.0,2057.0,2389.5,2271.375,1271.25,2415.375,2560.5,993.9375,1937.75,30703.3828125
2024-01-05 01:00:00,1519.25,3118.5,2060.32421875,1968.0,1658.703125,2544.0,1762.0,1980.5,2143.6875,1212.75,2352.5,2204.5,998.71875,1411.25,26934.68359375
2024-01-05 02:00:00,1441.25,2748.0,1934.6806640625,1697.5,1506.15625,2176.0,1555.0,1677.5,2014.6875,1176.375,2189.625,1960.5,983.015625,1316.75,24377.0400390625
2024-01-05 03:00:00,1421.25,2502.5,1852.025390625,1546.0,1425.921875,1996.0,1437.5,1501.0,2006.25,1167.0,2060.75,1813.0,996.0,1322.25,23047.447265625
2024-01-05 04:00:00,1408.5,2373.0,1812.599609375,1479.0,1372.234375,1897.0,1376.0,1407.5,1972.3125,1147.5,2112.875,1781.0,1053.0,1216.75,22409.271484375
2024-01-05 05:00:00,1381.75,2280.5,1775.56640625,1410.0,1298.640625,1797.0,1316.0,1325.0,1961.625,1122.375,2052.125,1802.0,1046.53125,1213.75,21782.86328125
2024-01-05 06:00:00,1355.0,2440.0,1667.94140625,1282.5,1192.171875,1675.0,1247.0,1243.0,1910.25,1063.5,1937.25,1661.0,938.625,1166.25,20779.48828125
2024-01-05 07:00:00,1547.75,2729.0,1852.287109375,1458.5,1372.90625,1934.0,1436.5,1393.0,2214.5625,1170.375,2040.0,1866.5,1074.65625,1759.25,23849.287109375
2024-01-05 08:00:00,1914.25,3004.0,2292.08203125,1599.0,1679.671875,2117.0,1580.5,1493.0,2862.375,1573.125,2572.0,2103.0,1320.515625,1670.5,27781.01953125
2024-01-05 09:00:00,2242.5,3198.5,2666.93359375,1735.5,1918.859375,2358.0,1753.0,1597.5,3528.75,1602.375,3048.125,2334.5,1669.78125,2344.75,31999.07421875
2024-01-05 10:00:00,2455.0,3415.0,2963.361328125,1827.0,2141.28125,2548.0,1893.0,1743.0,3889.125,1758.75,2771.625,2456.5,1692.375,2647.25,34201.267578125
2024-01-05 11:00:00,2530.25,3568.5,3108.3828125,1949.0,2236.03125,2704.0,1984.5,1859.0,4147.125,1850.625,2075.375,2534.0,1665.75,2675.25,34887.7890625
2024-01-05 12:00:00,2494.75,3652.5,3173.37109375,2091.0,2304.75,2855.0,2091.5,2020.0,3931.3125,1828.5,1959.75,2676.0,1647.65625,2619.25,35345.33984375
2024-01-05 13:00:00,2362.5,3913.0,3040.2890625,2246.0,2246.296875,2981.0,2167.5,2221.5,3811.5,1764.375,1756.25,2789.5,1712.15625,2744.0,35755.8671875
2024-01-05 14:00:00,2324.75,3873.5,2911.04296875,2229.0,2147.265625,2945.0,2128.5,2165.5,3753.1875,1755.375,1728.375,2715.0,1710.5625,2984.25,35371.30859375
2024-01-05 15:00:00,2437.25,3820.0,3014.83984375,2161.5,2198.59375,2937.0,2081.0,2137.5,4008.0,1767.0,1242.25,2599.0,1720.03125,2849.0,34972.96484375
2024-01-05 16:00:00,2403.0,3809.5,2990.96875,2189.0,2198.875,2950.0,2111.0,2156.0,4049.25,1687.5,1260.5,2583.0,1554.09375,2788.25,34730.9375
2024-01-05 17:00:00,2305.5,3841.0,2906.640625,2202.0,2199.03125,2968.0,2122.0,2176.5,3744.9375,1638.75,1167.25,2554.5,1486.78125,2576.5,33889.390625
2024-01-05 18:00:00,2202.0,3870.5,2792.296875,2200.5,2155.859375,2979.0,2124.5,2186.0,3426.0,1590.75,837.75,2524.0,1337.53125,2339.5,32566.1875
2024-01-05 19:00:00,2071.25,3944.0,2658.49609375,2257.0,2061.28125,2975.0,2048.5,2262.0,3166.5,1524.75,905.75,2506.5,1161.0,2391.75,31933.77734375
2024-01-05 20:00:00,1928.5,3893.0,2497.65625,2296.5,1969.8125,3036.0,2079.5,2309.5,2558.625,1463.25,1576.5,2569.5,1102.40625,2429.75,31710.5
2024-01-05 21:00:00,1826.5,4073.0,2293.12109375,2386.0,1884.46875,3152.0,2156.0,2417.5,2252.4375,1258.875,1565.0,2614.0,1048.59375,2353.75,31281.24609375
2024-01-05 22:00:00,1766.75,4254.0,2343.64453125,2582.0,1913.90625,3312.0,2249.5,2589.5,2249.25,1035.375,1022.75,2724.5,1072.21875,2237.25,31352.64453125
2024-01-05 23:00:00,1734.25,4337.0,2423.5078125,2689.0,2057.828125,3473.0,2342.5,2749.0,2376.1875,980.625,1037.375,2879.5,1157.53125,2179.75,32417.0546875
2024-01-06 00:00:00,1625.0,3765.0,2303.2421875,2431.0,1899.90625,3103.0,2135.5,2487.0,2233.875,949.875,1385.375,2631.0,1105.96875,1972.25,30027.9921875
2024-01-06 01:00:00,1556.75,3260.0,2161.3984375,2080.0,1725.984375,2683.0,1883.5,2114.0,2116.875,916.875,1464.0,2333.0,1071.0,1681.25,27047.6328125
2024-01-06 02:00:00,1495.25,2880.0,2017.4609375,1805.0,1578.109375,2337.0,1636.5,1783.0,1981.875,885.0,1454.875,2077.0,998.34375,1468.25,24397.6640625
2024-01-06 03:00:00,1455.75,2598.5,1920.234375,1629.5,1473.078125,2092.0,1497.0,1568.0,1943.0625,843.0,1760.0,1893.0,1084.21875,1442.5,23199.84375
2024-01-06 04:00:00,1425.0,2476.0,1863.046875,1507.5,1404.453125,1937.0,1407.5,1441.5,1891.125,811.875,2179.625,1816.5,1122.84375,1458.0,22741.96875
2024-01-06 05:00:00,1382.0,2323.0,1791.375,1392.5,1285.296875,1787.0,1320.0,1318.0,1870.3125,798.375,1563.375,1827.5,1096.21875,1271.25,21026.203125
2024-01-06 06:00:00,1340.0,2073.0,1658.2265625,1235.5,1148.25,1597.0,1210.0,1165.0,1779.75,747.375,1250.5,1650.0,1035.9375,1011.75,18902.2890625
2024-01-06 07:00:00,1423.5,2127.5,1702.7890625,1306.0,1176.96875,1692.0,1301.0,1202.0,2001.75,804.0,1444.25,1691.5,1045.96875,949.0,19868.2265625
2024-01-06 08:00:00,1545.5,2408.5,1838.796875,1426.5,1292.890625,1839.0,1414.0,1322.5,2433.5625,1036.5,1467.125,1815.0,1200.9375,1015.75,22056.5625
2024-01-06 09:00:00,1746.25,2665.0,2151.328125,1611.5,1525.5,2156.0,1643.0,1497.0,2826.1875,1283.625,1310.0,2044.5,1189.6875,1061.75,24711.328125
2024-01-06 10:00:00,1918.75,2957.0,2474.1484375,1783.0,1787.28125,2445.0,1827.5,1711.0,3279.5625,1566.75,1245.0,2249.0,1244.34375,1185.0,27673.3359375
2024-01-06 11:00:00,2097.25,3185.0,2670.1640625,1925.5,1925.640625,2692.0,1968.0,1898.5,3567.0,1760.625,1173.5,2398.5,1241.8125,1307.5,29810.9921875
2024-01-06 12:00:00,2108.25,3375.0,2759.9140625,2111.5,1995.875,2875.0,2092.0,2086.5,3448.6875,1733.625,799.625,2509.0,1238.25,1242.25,30375.4765625
2024-01-06 13:00:00,2020.5,3590.5,2744.40625,2274.0,2030.109375,3088.0,2214.5,2337.0,3236.0625,1637.25,672.25,2684.5,1490.8125,1213.75,31233.640625
2024-01-06 14:00:00,1932.75,3668.5,2642.0625,2305.5,2000.09375,3098.0,2216.0,2408.0,3057.0,1690.875,750.875,2641.0,2780.625,1230.0,32421.28125
2024-01-06 15:00:00,1908.75,3631.0,2625.8515625,2256.0,1943.21875,2981.0,2100.0,2287.0,3194.8125,1721.25,702.375,2579.0,2972.34375,1255.0,32157.6015625
2024-01-06 16:00:00,1918.25,3510.5,2607.6484375,2241.5,1919.734375,2902.0,2038.5,2242.5,3144.5625,1728.375,621.75,2506.0,2887.03125,1333.0,31601.3515625
2024-01-06 17:00:00,1905.75,3517.0,2599.984375,2227.0,1917.296875,2929.0,2037.5,2208.0,2992.3125,1563.375,564.625,2379.0,2774.71875,1234.25,30849.8125
2024-01-06 18:00:00,1918.0,3526.0,2583.859375,2235.0,1927.109375,2949.0,2075.0,2261.5,2980.875,1610.25,535.0,2386.5,2699.625,1204.0,30891.71875
2024-01-06 19:00:00,1915.5,3575.5,2544.40625,2258.5,1947.796875,2980.0,2077.0,2291.0,2898.375,1511.25,901.25,2486.0,2741.71875,1194.5,31322.796875
2024-01-06 20:00:00,1850.5,3643.0,2414.640625,2298.5,1904.75,3069.0,2095.0,2347.0,2489.25,1445.25,1060.75,2520.5,2804.71875,1111.0,31053.859375
2024-01-06 21:00:00,1769.75,3712.5,2253.6015625,2363.5,1867.71875,3129.0,2129.5,2434.5,2194.6875,1246.125,1039.375,2574.5,2773.125,1077.25,30565.1328125
2024-01-06 22:00:00,1741.25,3869.0,2321.5390625,2496.0,1898.328125,3258.0,2208.0,2632.5,2225.0625,1053.0,1176.125,2660.0,2814.375,1078.25,31431.4296875
2024-01-06 23:00:00,1710.75,3945.5,2388.078125,2577.5,2016.46875,3388.0,2309.5,2728.0,2355.1875,1006.5,1284.25,2814.5,2803.875,1166.0,32494.109375
2024-01-07 00:00:00,1614.5,3582.0,2311.015625,2394.5,1902.078125,3128.0,2130.5,2483.5,2219.25,978.75,1353.0,2598.5,1855.125,1168.25,29718.96875
2024-01-07 01:00:00,1548.5,3231.5,2067.9921875,2106.5,1728.40625,2749.0,1914.0,2117.5,2124.0,942.0,1242.5,2337.0,1141.96875,1107.0,26357.8671875
2024-01-07 02:00:00,1492.75,2893.0,1930.34375,1835.0,1584.4375,2376.0,1694.0,1826.0,1922.0625,910.5,1528.25,2055.5,1054.3125,1111.5,24213.65625
2024-01-07 03:00:00,1466.0,2625.0,1836.921875,1660.0,1478.078125,2110.0,1532.0,1627.0,1917.0,886.875,974.75,1890.5,948.9375,1085.5,22038.5625
2024-01-07 04:00:00,1425.75,2479.0,1781.671875,1547.5,1410.328125,1972.0,1433.0,1491.5,1892.625,882.375,909.875,1799.5,960.75,1087.75,21073.625
2024-01-07 05:00:00,1358.5,2226.0,1689.0625,1420.5,1272.265625,1775.0,1315.0,1335.0,1864.875,847.125,825.25,1709.5,1044.0,1036.25,19718.328125
