name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
slack_punta_arenas_centro,elec_punta_arenas_centro,Slack,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,slack,100000.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
slack_cabo_negro,elec_cabo_negro,Slack,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,slack,100000.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
wind_existing_cabo_negro,elec_cabo_negro,PQ,,2.55,0.0,False,2.55,2.55,,0.0,1.0,,,-inf,inf,0.0,1.0,wind,0.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2.55
wind_flexible_cabo_negro,elec_cabo_negro,PQ,,0.0,0.0,True,0.0,2500.0,,0.0,1.0,,,-inf,inf,0.0,1.0,wind,0.0,0.0,True,0,inf,110000.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,66.52166510256092
solar_utility_flexible_cabo_negro,elec_cabo_negro,PQ,,0.0,0.0,True,0.0,1500.0,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.0,0.0,True,0,inf,60000.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
pv_residential_flexible_punta_arenas_centro,elec_punta_arenas_centro,PQ,,0.0,0.0,True,0.0,150.0,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.0,0.0,True,0,inf,80000.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
ocgt_existing_punta_arenas_centro,elec_punta_arenas_centro,PQ,,80.0,0.0,False,80.0,80.0,,0.0,1.0,,,-inf,inf,0.0,1.0,ocgt,140.0,0.0,True,0,inf,45000.0,,,0.0,0.38,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,80.0
