name,bus0,bus1,type,carrier,efficiency,active,build_year,lifetime,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_set,p_init,p_min_pu,p_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,marginal_cost,marginal_cost_quadratic,stand_by_cost,length,terrain_factor,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,existing_capacity_mw,module_capacity_mw,min_modules,max_modules,is_bidirectional_reverse,shared_capacity_with
tx_punta_arenas_centro_cabo_negro_fwd,elec_punta_arenas_centro,elec_cabo_negro,,electricity,0.98,True,0,inf,200.0,0.0,False,0.0,200.0,,,,0.0,1.0,80000.0,,,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,200.0,200.0,50.0,0.0,10.0,False,
tx_punta_arenas_centro_cabo_negro_rev,elec_cabo_negro,elec_punta_arenas_centro,,electricity,0.98,True,0,inf,200.0,0.0,False,0.0,200.0,,,,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,200.0,200.0,50.0,0.0,10.0,True,tx_punta_arenas_centro_cabo_negro_fwd
