scenario,generator,zone,technology,capital_cost,marginal_cost,efficiency,installed_capacity,p_min_mw,available_from_year,earliest_commissioning_year,fixed_commissioning_year,commissioning_type,tech,tech_name,region,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,plants_grouped
Environmental,wind,west_coast,wind,2143064.075623,0.000000,1.000000,75.000000,0.000000,,,,flexible,Wind,Wind,West Coast,47.541680,0.000000,3600.000000,27.610926,188.340732,1
Growth,gaspkr,auckland,gaspkr,1213001.596675,44.570325,0.306383,300.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Auckland,5.418526,2.650366,11750.000000,39.578802,403.479281,3
Growth,othcog,auckland,othcog,,11.308229,1.000000,0.000000,0.000000,,,,flexible,OthCog,"Cogeneration, other",Auckland,96.591125,0.000000,1000.000000,,,1
Growth,solar,auckland,solar,1276287.926877,0.000000,1.000000,294.000000,0.000000,2025,2025,,flexible,Solar,Solar,Auckland,23.558811,0.000000,3600.000000,140.455891,515.684541,4
Growth,wind,auckland,wind,2722986.896917,0.000000,1.000000,335.000000,0.000000,2027,2027,,flexible,Wind,Wind,Auckland,50.173235,0.000000,3600.000000,120.485609,1032.686219,3
Growth,geo,bay_of_plenty,geo,6941435.879078,0.000000,0.300000,283.500000,0.000000,2030,2030,,flexible,Geo,Geothermal,Bay of Plenty,223.808703,0.000000,12000.000000,70.676433,1000.828840,7
Growth,hydsc,bay_of_plenty,hydsc,,0.000000,1.000000,172.900000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Bay of Plenty,116.463264,0.000000,3600.000000,,,2
Growth,solar,bay_of_plenty,solar,1080601.847826,0.000000,1.000000,432.000000,0.000000,2024,,2024,fixed,Solar,Solar,Bay of Plenty,23.558811,0.000000,3600.000000,28.810000,461.050739,4
Growth,solar,bay_of_plenty,solar,1156256.543308,0.000000,1.000000,444.000000,0.000000,2025,2025,,flexible,Solar,Solar,Bay of Plenty,23.558811,0.000000,3600.000000,155.136179,668.514084,5
Growth,biorecip,canterbury,biorecip,2518865.562924,16.012294,0.315789,10.000000,0.000000,2035,2035,,flexible,BioRecip,Reciprocating Biogas engine,Canterbury,21.173282,0.000000,11400.000000,0.661665,25.850321,1
Growth,hydpk,canterbury,hydpk,4044096.805421,0.000000,1.000000,35.000000,0.000000,,,,flexible,HydPK,"Hydro, peaking",Canterbury,76.300527,0.000000,3600.000000,5.160987,146.704376,1
Growth,hydrr,canterbury,hydrr,5914049.005517,0.000000,1.000000,138.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",Canterbury,77.074472,0.000000,3600.000000,37.063830,853.202592,4
Growth,hydsc,canterbury,hydsc,,0.000000,1.000000,1809.300000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Canterbury,63.055332,0.000000,3600.000000,,,3
Growth,solar,canterbury,solar,1530920.869565,0.000000,1.000000,63.000000,0.000000,2024,,2024,fixed,Solar,Solar,Canterbury,23.558811,0.000000,3600.000000,34.570000,131.018015,1
Growth,solar,canterbury,solar,1033238.648396,0.000000,1.000000,1826.000000,0.000000,2020,2020,,flexible,Solar,Solar,Canterbury,22.842587,0.000000,3600.000000,364.974921,2251.668693,13
Growth,wind,canterbury,wind,2226693.972238,0.000000,1.000000,270.600000,0.000000,2025,2025,,flexible,Wind,Wind,Canterbury,51.172323,0.000000,3600.000000,133.816580,736.359969,3
Growth,dslpkr,hawkes_bay,dslpkr,,48.130651,0.327273,155.000000,0.000000,,,,flexible,DslPkr,"Peaker, diesel-fired OCGT",Hawke's Bay,27.092632,3.133322,11000.000000,,,1
Growth,hydsc,hawkes_bay,hydsc,,0.000000,1.000000,138.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Hawke's Bay,75.584954,0.000000,3600.000000,,,1
Growth,solar,hawkes_bay,solar,1409841.185396,0.000000,1.000000,70.000000,0.000000,2024,,2024,fixed,Solar,Solar,Hawke's Bay,23.558811,0.000000,3600.000000,36.645730,135.334613,1
Growth,solar,hawkes_bay,solar,1136308.387556,0.000000,1.000000,383.000000,0.000000,2025,2025,,flexible,Solar,Solar,Hawke's Bay,23.209212,0.000000,3600.000000,96.170654,531.376767,4
Growth,wind,hawkes_bay,wind,2479818.246401,0.000000,1.000000,176.000000,0.000000,2024,,2024,fixed,Wind,Wind,Hawke's Bay,41.239698,0.000000,3600.000000,21.518302,457.966314,1
Growth,wind,hawkes_bay,wind,2254062.549690,0.000000,1.000000,200.000000,0.000000,,,,flexible,Wind,Wind,Hawke's Bay,54.370791,0.000000,3600.000000,192.440146,643.252656,2
Growth,hydsc,manawatu_whanganui,hydsc,,0.000000,1.000000,39.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Manawatū-Whanganui,76.085855,0.000000,3600.000000,,,1
Growth,solar,manawatu_whanganui,solar,1170524.169545,0.000000,1.000000,494.000000,0.000000,2024,2024,,flexible,Solar,Solar,Manawatū-Whanganui,23.558811,0.000000,3600.000000,172.614455,750.853395,8
Growth,wind,manawatu_whanganui,wind,2364214.612436,0.000000,1.000000,2319.150000,0.000000,2024,2024,,flexible,Wind,Wind,Manawatū-Whanganui,49.349252,0.000000,3600.000000,513.603339,4770.371749,18
Growth,hydrr,marlborough,hydrr,5303485.850823,0.000000,1.000000,72.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",Marlborough,74.317368,0.000000,3600.000000,13.881733,395.732714,1
Growth,solar,marlborough,solar,2078759.081057,0.000000,1.000000,65.000000,0.000000,2026,2026,,flexible,Solar,Solar,Marlborough,22.217452,0.000000,3600.000000,34.560000,169.679340,2
Growth,wind,marlborough,wind,2133422.222356,0.000000,1.000000,125.000000,0.000000,,,,flexible,Wind,Wind,Marlborough,49.645482,0.000000,3600.000000,45.821887,312.499665,2
Growth,hydsc,nelson,hydsc,,0.000000,1.000000,32.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Nelson,76.464087,0.000000,3600.000000,,,1
Growth,solar,nelson,solar,1002308.011304,0.000000,1.000000,130.000000,0.000000,,,,flexible,Solar,Solar,Nelson,23.558811,0.000000,3600.000000,31.690000,161.990041,1
Growth,dslpkr,northland,dslpkr,,50.898764,0.330094,9.000000,0.000000,,,,flexible,DslPkr,"Peaker, diesel-fired OCGT",Northland,22.380870,3.133322,10906.000000,,,1
Growth,gaspkr,northland,gaspkr,1213001.596675,44.570325,0.306383,100.000000,0.000000,2030,2030,,flexible,GasPkr,"Peaker, gas-fired OCGT",Northland,5.418526,2.650366,11750.000000,13.192934,134.493094,1
Growth,geo,northland,geo,9147422.765051,0.000000,0.300000,142.000000,0.000000,2026,2026,,flexible,Geo,Geothermal,Northland,223.808703,0.000000,12000.000000,53.007324,803.095991,5
Growth,solar,northland,solar,1249208.260870,0.000000,1.000000,24.000000,0.000000,2024,,2024,fixed,Solar,Solar,Northland,20.444943,0.000000,3600.000000,24.200000,54.180998,1
Growth,solar,northland,solar,1104006.540016,0.000000,1.000000,525.700000,0.000000,2024,2024,,flexible,Solar,Solar,Northland,23.558811,0.000000,3600.000000,147.166336,692.214365,8
Growth,wind,northland,wind,2165766.849488,0.000000,1.000000,548.000000,0.000000,2024,2024,,flexible,Wind,Wind,Northland,49.718140,0.000000,3600.000000,224.609703,1411.449936,4
Growth,biorecip,otago,biorecip,2518865.562924,16.012294,0.315789,10.000000,0.000000,2030,2030,,flexible,BioRecip,Reciprocating Biogas engine,Otago,21.173282,0.000000,11400.000000,0.661665,25.850321,1
Growth,hydpk,otago,hydpk,2957201.677961,0.000000,1.000000,17.000000,0.000000,,,,flexible,HydPK,"Hydro, peaking",Otago,153.132623,0.000000,3600.000000,17.203291,67.475720,1
Growth,hydrr,otago,hydrr,5905241.666128,0.000000,1.000000,725.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",Otago,64.790447,0.000000,3600.000000,75.297483,4356.597691,4
Growth,hydsc,otago,hydsc,,0.000000,1.000000,839.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Otago,61.884357,0.000000,3600.000000,,,2
Growth,solar,otago,solar,1133380.347038,0.000000,1.000000,879.000000,0.000000,2025,2025,,flexible,Solar,Solar,Otago,22.496057,0.000000,3600.000000,185.691174,1181.932499,5
Growth,wind,otago,wind,2471878.285619,0.000000,1.000000,774.000000,0.000000,2028,2028,,flexible,Wind,Wind,Otago,48.260955,0.000000,3600.000000,145.729444,1969.975619,4
Growth,hydsc,southland,hydsc,,0.000000,1.000000,800.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Southland,35.339084,0.000000,3600.000000,,,1
Growth,solar,southland,solar,1231779.296656,0.000000,1.000000,260.000000,0.000000,2025,2025,,flexible,Solar,Solar,Southland,23.558811,0.000000,3600.000000,69.410000,389.672617,2
Growth,wind,southland,wind,2386080.236569,0.000000,1.000000,891.000000,0.000000,2026,2026,,flexible,Wind,Wind,Southland,49.189898,0.000000,3600.000000,153.556312,2038.559698,8
Growth,ccgt,taranaki,ccgt,,10.116153,0.467532,380.000000,0.000000,,,,flexible,CCGT,Combined cycle gas turbine,Taranaki,48.295562,0.518294,7700.000000,,,1
Growth,gascog,taranaki,gascog,,18.070878,0.387097,95.000000,0.000000,,,,flexible,GasCog,"Cogeneration, gas-fired",Taranaki,46.837345,1.322268,9300.000000,,,2
Growth,gaspkr,taranaki,gaspkr,1213001.596675,24.150713,0.356819,510.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Taranaki,19.054921,1.250465,10089.156863,13.192934,134.493094,4
Growth,hydsc,taranaki,hydsc,,0.000000,1.000000,33.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Taranaki,76.402752,0.000000,3600.000000,,,1
Growth,ocgt,taranaki,ocgt,,16.726756,0.310345,9.600000,0.000000,,,,flexible,OCGT,Open cycle gas turbine,Taranaki,11.779405,0.000000,11600.000000,,,1
Growth,solar,taranaki,solar,1110769.779069,0.000000,1.000000,581.000000,0.000000,2040,2040,,flexible,Solar,Solar,Taranaki,23.215803,0.000000,3600.000000,187.676347,833.033589,7
Growth,wind,taranaki,wind,2199589.606115,0.000000,1.000000,733.000000,0.000000,,,,flexible,Wind,Wind,Taranaki,48.575183,0.000000,3600.000000,132.883473,1452.637236,4
Growth,ccgt,waikato,ccgt,,15.888062,0.486486,403.000000,0.000000,,,,flexible,CCGT,Combined cycle gas turbine,Waikato,48.295562,1.319293,7400.000000,,,1
Growth,coal,waikato,coal,,23.293774,0.330275,400.000000,0.000000,,,,flexible,Coal,Coal,Waikato,96.591125,0.883455,10900.000000,,,2
Growth,gaspkr,waikato,gaspkr,1213001.596675,44.570325,0.306383,300.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Waikato,5.418526,2.650366,11750.000000,39.578802,403.479281,3
Growth,geo,waikato,geo,5460725.829002,0.000000,0.300000,203.400000,0.000000,2024,,2024,fixed,Geo,Geothermal,Waikato,230.789404,0.000000,12000.000000,42.664431,1153.376064,2
Growth,geo,waikato,geo,5724472.792182,0.000000,0.300000,1215.400000,0.000000,2026,2026,,flexible,Geo,Geothermal,Waikato,217.442776,0.000000,12000.000000,123.868031,2516.697658,17
Growth,hydsc,waikato,hydsc,,0.000000,1.000000,1455.500000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Waikato,67.460618,0.000000,3600.000000,,,2
Growth,ocgt,waikato,ocgt,1528758.952784,26.793863,0.314088,510.800000,0.000000,,,,flexible,OCGT,Open cycle gas turbine,Waikato,22.187160,1.219671,11461.765857,5.889703,556.242926,4
Growth,othcog,waikato,othcog,,27.139750,0.300000,39.600000,0.000000,,,,flexible,OthCog,"Cogeneration, other",Waikato,82.455838,1.319293,12000.000000,,,1
Growth,solar,waikato,solar,1173678.921180,0.000000,1.000000,1357.000000,0.000000,2025,2025,,flexible,Solar,Solar,Waikato,23.558811,0.000000,3600.000000,317.652486,1910.334782,9
Growth,wind,waikato,wind,2261132.872762,0.000000,1.000000,100.000000,0.000000,2025,,2025,fixed,Wind,Wind,Waikato,48.531150,0.000000,3600.000000,18.411211,244.524498,1
Growth,wind,waikato,wind,2206662.654705,0.000000,1.000000,1119.400000,0.000000,2025,2025,,flexible,Wind,Wind,Waikato,48.523700,0.000000,3600.000000,318.456226,2646.485326,8
Growth,solar,wellington,solar,1143197.793669,0.000000,1.000000,763.000000,0.000000,2050,2050,,flexible,Solar,Solar,Wellington,23.558811,0.000000,3600.000000,171.425446,1043.685362,6
Growth,wind,wellington,wind,1979751.978563,0.000000,1.000000,502.600000,0.000000,,,,flexible,Wind,Wind,Wellington,48.643835,0.000000,3600.000000,66.691404,660.616998,3
Growth,hydpk,west_coast,hydpk,5258472.733140,0.000000,1.000000,46.000000,0.000000,,,,flexible,HydPK,"Hydro, peaking",West Coast,75.707624,0.000000,3600.000000,7.939981,249.829726,1
Growth,hydrr,west_coast,hydrr,5754132.622795,0.000000,1.000000,144.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",West Coast,88.807011,0.000000,3600.000000,36.523911,865.119009,4
Growth,wind,west_coast,wind,2173931.253667,0.000000,1.000000,75.000000,0.000000,,,,flexible,Wind,Wind,West Coast,47.541680,0.000000,3600.000000,27.610926,190.655770,1
Innovation,gaspkr,auckland,gaspkr,1213001.596675,44.570325,0.306383,300.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Auckland,5.418526,2.650366,11750.000000,39.578802,403.479281,3
Innovation,othcog,auckland,othcog,,11.308229,1.000000,0.000000,0.000000,,,,flexible,OthCog,"Cogeneration, other",Auckland,96.591125,0.000000,1000.000000,,,1
Innovation,solar,auckland,solar,1099972.888856,0.000000,1.000000,1774.000000,0.000000,2025,2025,,flexible,Solar,Solar,Auckland,23.558811,0.000000,3600.000000,501.105891,2452.457796,12
Innovation,wind,auckland,wind,2224237.068351,0.000000,1.000000,460.000000,0.000000,2027,2027,,flexible,Wind,Wind,Auckland,49.983090,0.000000,3600.000000,164.505247,1187.654298,4
Innovation,geo,bay_of_plenty,geo,5947224.944036,0.000000,0.300000,333.500000,0.000000,2030,2030,,flexible,Geo,Geothermal,Bay of Plenty,223.808703,0.000000,12000.000000,97.180095,1191.469484,8
Innovation,hydsc,bay_of_plenty,hydsc,,0.000000,1.000000,172.900000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Bay of Plenty,116.463264,0.000000,3600.000000,,,2
Innovation,solar,bay_of_plenty,solar,1080601.847826,0.000000,1.000000,432.000000,0.000000,2024,,2024,fixed,Solar,Solar,Bay of Plenty,23.558811,0.000000,3600.000000,28.810000,461.050739,4
Innovation,solar,bay_of_plenty,solar,1067791.466393,0.000000,1.000000,764.000000,0.000000,2020,2020,,flexible,Solar,Solar,Bay of Plenty,23.558811,0.000000,3600.000000,234.846179,1050.638859,7
Innovation,biorecip,canterbury,biorecip,2169235.793804,16.012294,0.315789,10.000000,0.000000,2035,2035,,flexible,BioRecip,Reciprocating Biogas engine,Canterbury,21.173282,0.000000,11400.000000,0.661665,22.354023,1
Innovation,hydpk,canterbury,hydpk,4044096.805421,0.000000,1.000000,35.000000,0.000000,,,,flexible,HydPK,"Hydro, peaking",Canterbury,76.300527,0.000000,3600.000000,5.160987,146.704376,1
Innovation,hydrr,canterbury,hydrr,5477511.902418,0.000000,1.000000,708.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",Canterbury,65.640251,0.000000,3600.000000,74.381739,3952.460166,6
Innovation,hydsc,canterbury,hydsc,,0.000000,1.000000,1809.300000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Canterbury,63.055332,0.000000,3600.000000,,,3
Innovation,solar,canterbury,solar,1530920.869565,0.000000,1.000000,63.000000,0.000000,2024,,2024,fixed,Solar,Solar,Canterbury,23.558811,0.000000,3600.000000,34.570000,131.018015,1
Innovation,solar,canterbury,solar,957070.457845,0.000000,1.000000,4006.000000,0.000000,2020,2020,,flexible,Solar,Solar,Canterbury,23.232344,0.000000,3600.000000,944.094921,4778.119175,25
Innovation,wind,canterbury,wind,1944827.876527,0.000000,1.000000,470.600000,0.000000,2025,2025,,flexible,Wind,Wind,Canterbury,50.024822,0.000000,3600.000000,182.653995,1097.889994,4
Innovation,dslpkr,hawkes_bay,dslpkr,,48.130651,0.327273,155.000000,0.000000,,,,flexible,DslPkr,"Peaker, diesel-fired OCGT",Hawke's Bay,27.092632,3.133322,11000.000000,,,1
Innovation,hydsc,hawkes_bay,hydsc,,0.000000,1.000000,138.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Hawke's Bay,75.584954,0.000000,3600.000000,,,1
Innovation,solar,hawkes_bay,solar,1409841.185396,0.000000,1.000000,70.000000,0.000000,2024,,2024,fixed,Solar,Solar,Hawke's Bay,23.558811,0.000000,3600.000000,36.645730,135.334613,1
Innovation,solar,hawkes_bay,solar,992413.998960,0.000000,1.000000,583.000000,0.000000,2025,2025,,flexible,Solar,Solar,Hawke's Bay,23.329143,0.000000,3600.000000,129.620654,708.198016,5
Innovation,wind,hawkes_bay,wind,2479818.246401,0.000000,1.000000,176.000000,0.000000,2024,,2024,fixed,Wind,Wind,Hawke's Bay,41.239698,0.000000,3600.000000,21.518302,457.966314,1
Innovation,wind,hawkes_bay,wind,1961957.278238,0.000000,1.000000,475.000000,0.000000,,,,flexible,Wind,Wind,Hawke's Bay,52.741978,0.000000,3600.000000,362.558320,1294.488027,4
Innovation,hydsc,manawatu_whanganui,hydsc,,0.000000,1.000000,39.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Manawatū-Whanganui,76.085855,0.000000,3600.000000,,,1
Innovation,solar,manawatu_whanganui,solar,1047601.328969,0.000000,1.000000,974.000000,0.000000,2024,2024,,flexible,Solar,Solar,Manawatū-Whanganui,23.558811,0.000000,3600.000000,294.334455,1314.698149,11
Innovation,wind,manawatu_whanganui,wind,2115669.328416,0.000000,1.000000,2419.150000,0.000000,2024,2024,,flexible,Wind,Wind,Manawatū-Whanganui,49.503873,0.000000,3600.000000,578.578539,4599.408098,19
Innovation,hydrr,marlborough,hydrr,4528567.957406,0.000000,1.000000,72.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",Marlborough,74.317368,0.000000,3600.000000,13.881733,339.938626,1
Innovation,solar,marlborough,solar,1328405.830435,0.000000,1.000000,205.000000,0.000000,2020,2020,,flexible,Solar,Solar,Marlborough,23.133502,0.000000,3600.000000,77.530000,349.853195,3
Innovation,wind,marlborough,wind,1839157.088238,0.000000,1.000000,125.000000,0.000000,,,,flexible,Wind,Wind,Marlborough,49.645482,0.000000,3600.000000,45.821887,275.716523,2
Innovation,hydsc,nelson,hydsc,,0.000000,1.000000,32.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Nelson,76.464087,0.000000,3600.000000,,,1
Innovation,solar,nelson,solar,864058.630435,0.000000,1.000000,130.000000,0.000000,,,,flexible,Solar,Solar,Nelson,23.558811,0.000000,3600.000000,31.690000,144.017622,1
Innovation,dslpkr,northland,dslpkr,,50.898764,0.330094,9.000000,0.000000,,,,flexible,DslPkr,"Peaker, diesel-fired OCGT",Northland,22.380870,3.133322,10906.000000,,,1
Innovation,gaspkr,northland,gaspkr,1213001.596675,44.570325,0.306383,100.000000,0.000000,2030,2030,,flexible,GasPkr,"Peaker, gas-fired OCGT",Northland,5.418526,2.650366,11750.000000,13.192934,134.493094,1
Innovation,geo,northland,geo,8349716.617102,0.000000,0.300000,142.000000,0.000000,2026,2026,,flexible,Geo,Geothermal,Northland,223.808703,0.000000,12000.000000,53.007324,737.684087,5
Innovation,solar,northland,solar,1249208.260870,0.000000,1.000000,24.000000,0.000000,2024,,2024,fixed,Solar,Solar,Northland,20.444943,0.000000,3600.000000,24.200000,54.180998,1
Innovation,solar,northland,solar,1026086.869703,0.000000,1.000000,585.700000,0.000000,2024,2024,,flexible,Solar,Solar,Northland,23.558811,0.000000,3600.000000,206.946336,775.090636,9
Innovation,wind,northland,wind,1898358.537242,0.000000,1.000000,1323.000000,0.000000,2024,2024,,flexible,Wind,Wind,Northland,50.101034,0.000000,3600.000000,582.032202,3093.560546,10
Innovation,biorecip,otago,biorecip,2169235.793804,16.012294,0.315789,10.000000,0.000000,2030,2030,,flexible,BioRecip,Reciprocating Biogas engine,Otago,21.173282,0.000000,11400.000000,0.661665,22.354023,1
Innovation,hydpk,otago,hydpk,2957201.677961,0.000000,1.000000,17.000000,0.000000,,,,flexible,HydPK,"Hydro, peaking",Otago,153.132623,0.000000,3600.000000,17.203291,67.475720,1
Innovation,hydrr,otago,hydrr,5042398.328604,0.000000,1.000000,725.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",Otago,64.790447,0.000000,3600.000000,75.297483,3731.036271,4
Innovation,hydsc,otago,hydsc,,0.000000,1.000000,839.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Otago,61.884357,0.000000,3600.000000,,,2
Innovation,solar,otago,solar,1007373.419200,0.000000,1.000000,1919.000000,0.000000,2020,2020,,flexible,Solar,Solar,Otago,23.072015,0.000000,3600.000000,423.451174,2356.600765,12
Innovation,wind,otago,wind,2161344.372984,0.000000,1.000000,924.000000,0.000000,2028,2028,,flexible,Wind,Wind,Otago,48.084910,0.000000,3600.000000,175.731590,2095.005393,5
Innovation,hydsc,southland,hydsc,,0.000000,1.000000,800.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Southland,35.339084,0.000000,3600.000000,,,1
Innovation,solar,southland,solar,1065276.484348,0.000000,1.000000,500.000000,0.000000,2025,2025,,flexible,Solar,Solar,Southland,23.558811,0.000000,3600.000000,121.510000,654.148242,4
Innovation,wind,southland,wind,2085668.784630,0.000000,1.000000,991.000000,0.000000,2026,2026,,flexible,Wind,Wind,Southland,49.539448,0.000000,3600.000000,211.145825,2067.391043,9
Innovation,ccgt,taranaki,ccgt,,10.116153,0.467532,380.000000,0.000000,,,,flexible,CCGT,Combined cycle gas turbine,Taranaki,48.295562,0.518294,7700.000000,,,1
Innovation,gascog,taranaki,gascog,,18.070878,0.387097,95.000000,0.000000,,,,flexible,GasCog,"Cogeneration, gas-fired",Taranaki,46.837345,1.322268,9300.000000,,,2
Innovation,gaspkr,taranaki,gaspkr,1213001.596675,24.150713,0.356819,510.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Taranaki,19.054921,1.250465,10089.156863,13.192934,134.493094,4
Innovation,hydsc,taranaki,hydsc,,0.000000,1.000000,33.000000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Taranaki,76.402752,0.000000,3600.000000,,,1
Innovation,ocgt,taranaki,ocgt,,16.726756,0.310345,9.600000,0.000000,,,,flexible,OCGT,Open cycle gas turbine,Taranaki,11.779405,0.000000,11600.000000,,,1
Innovation,solar,taranaki,solar,992163.230256,0.000000,1.000000,841.000000,0.000000,2025,2025,,flexible,Solar,Solar,Taranaki,23.321846,0.000000,3600.000000,261.976347,1096.385624,9
Innovation,wind,taranaki,wind,1896197.936306,0.000000,1.000000,733.000000,0.000000,,,,flexible,Wind,Wind,Taranaki,48.575183,0.000000,3600.000000,132.883473,1270.602234,4
Innovation,ccgt,waikato,ccgt,,15.888062,0.486486,403.000000,0.000000,,,,flexible,CCGT,Combined cycle gas turbine,Waikato,48.295562,1.319293,7400.000000,,,1
Innovation,coal,waikato,coal,,23.293774,0.330275,400.000000,0.000000,,,,flexible,Coal,Coal,Waikato,96.591125,0.883455,10900.000000,,,2
Innovation,gaspkr,waikato,gaspkr,1213001.596675,44.570325,0.306383,300.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Waikato,5.418526,2.650366,11750.000000,39.578802,403.479281,3
Innovation,geo,waikato,geo,5460725.829002,0.000000,0.300000,203.400000,0.000000,2024,,2024,fixed,Geo,Geothermal,Waikato,230.789404,0.000000,12000.000000,42.664431,1153.376064,2
Innovation,geo,waikato,geo,5557710.610973,0.000000,0.300000,1421.400000,0.000000,2026,2026,,flexible,Geo,Geothermal,Waikato,218.365374,0.000000,12000.000000,252.263550,3720.274971,23
Innovation,hydsc,waikato,hydsc,,0.000000,1.000000,1455.500000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Waikato,67.460618,0.000000,3600.000000,,,2
Innovation,ocgt,waikato,ocgt,1528758.952784,26.793863,0.314088,510.800000,0.000000,,,,flexible,OCGT,Open cycle gas turbine,Waikato,22.187160,1.219671,11461.765857,5.889703,556.242926,4
Innovation,othcog,waikato,othcog,,27.139750,0.300000,39.600000,0.000000,,,,flexible,OthCog,"Cogeneration, other",Waikato,82.455838,1.319293,12000.000000,,,1
Innovation,solar,waikato,solar,1064494.226643,0.000000,1.000000,2357.000000,0.000000,2020,2020,,flexible,Solar,Solar,Waikato,23.558811,0.000000,3600.000000,540.192486,3049.205379,16
Innovation,wind,waikato,wind,1949252.476519,0.000000,1.000000,100.000000,0.000000,2025,,2025,fixed,Wind,Wind,Waikato,48.531150,0.000000,3600.000000,18.411211,213.336458,1
Innovation,wind,waikato,wind,1926012.155222,0.000000,1.000000,1769.400000,0.000000,2025,2025,,flexible,Wind,Wind,Waikato,48.193739,0.000000,3600.000000,474.545127,3758.395852,13
Innovation,wood,waikato,wood,,23.293774,0.330275,480.000000,0.000000,2032,,2032,fixed,Wood,Wood - Torrefied for use in coal generators,Waikato,96.591125,0.883455,10900.000000,,,2
Innovation,solar,wellington,solar,998563.938487,0.000000,1.000000,1163.000000,0.000000,2025,2025,,flexible,Solar,Solar,Wellington,23.558811,0.000000,3600.000000,332.415446,1493.745306,8
Innovation,wind,wellington,wind,2005310.149050,0.000000,1.000000,867.600000,0.000000,,,,flexible,Wind,Wind,Wellington,49.559309,0.000000,3600.000000,199.009465,1532.540714,7
Innovation,hydpk,west_coast,hydpk,5258472.733140,0.000000,1.000000,46.000000,0.000000,,,,flexible,HydPK,"Hydro, peaking",West Coast,75.707624,0.000000,3600.000000,7.939981,249.829726,1
Innovation,hydrr,west_coast,hydrr,5034958.602237,0.000000,1.000000,144.000000,0.000000,,,,flexible,HydRR,"Hydro, run of river",West Coast,88.807011,0.000000,3600.000000,36.523911,761.557950,4
Innovation,solar,west_coast,solar,1192546.673913,0.000000,1.000000,40.000000,0.000000,2030,2030,,flexible,Solar,Solar,West Coast,23.558811,0.000000,3600.000000,23.770000,71.471867,1
Innovation,wind,west_coast,wind,1874078.666954,0.000000,1.000000,75.000000,0.000000,,,,flexible,Wind,Wind,West Coast,47.541680,0.000000,3600.000000,27.610926,168.166826,1
Reference,gaspkr,auckland,gaspkr,1213001.596675,44.570325,0.306383,300.000000,0.000000,2025,2025,,flexible,GasPkr,"Peaker, gas-fired OCGT",Auckland,5.418526,2.650366,11750.000000,39.578802,403.479281,3
Reference,othcog,auckland,othcog,,11.308229,1.000000,0.000000,0.000000,,,,flexible,OthCog,"Cogeneration, other",Auckland,96.591125,0.000000,1000.000000,,,1
Reference,solar,auckland,solar,1276287.926877,0.000000,1.000000,294.000000,0.000000,2025,2025,,flexible,Solar,Solar,Auckland,23.558811,0.000000,3600.000000,140.455891,515.684541,4
Reference,wind,auckland,wind,2722986.896917,0.000000,1.000000,335.000000,0.000000,2027,2027,,flexible,Wind,Wind,Auckland,50.173235,0.000000,3600.000000,120.485609,1032.686219,3
Reference,geo,bay_of_plenty,geo,6941435.879078,0.000000,0.300000,283.500000,0.000000,2030,2030,,flexible,Geo,Geothermal,Bay of Plenty,223.808703,0.000000,12000.000000,70.676433,1000.828840,7
Reference,hydsc,bay_of_plenty,hydsc,,0.000000,1.000000,172.900000,0.000000,,,,flexible,HydSC,"Hydro, schedulable",Bay of Plenty,116.463264,0.000000,3600.000000,,,2
