Scenario,Region,Tech,TechName,Capacity (MW),Heat Rate (GJ/GWh),Variable operating costs (NZD/MWh),Fixed operating costs (NZD/kW/year),Fuel delivery costs (NZD/GJ),Capital cost (NZD/kW),Connection cost (NZD $m),Total Capital costs (NZD $m),Earliest Commissioning Year,Fixed Commissioning Year,Plants grouped
Growth,Wellington,Wind,Wind,502.600000,3600.000000,0.000000,48.643835,0.000000,1979.751979,66.691404,660.616998,,,3
Growth,West Coast,HydPK,"Hydro, peaking",46.000000,3600.000000,0.000000,75.707624,0.000000,5258.472733,7.939981,249.829726,,,1
Growth,West Coast,HydRR,"Hydro, run of river",144.000000,3600.000000,0.000000,88.807011,0.000000,5754.132623,36.523911,865.119009,,,4
Growth,West Coast,Wind,Wind,75.000000,3600.000000,0.000000,47.541680,0.000000,2173.931254,27.610926,190.655770,,,1
Innovation,Auckland,GasPkr,"Peaker, gas-fired OCGT",300.000000,11750.000000,13.428522,5.418526,2.650366,1213.001597,39.578802,403.479281,2025,,3
Innovation,Auckland,OthCog,"Cogeneration, other",0.000000,1000.000000,11.308229,96.591125,0.000000,,,,,,1
Innovation,Auckland,Solar,Solar,1774.000000,3600.000000,0.000000,23.558811,0.000000,1099.972889,501.105891,2452.457796,2025,,12
Innovation,Auckland,Wind,Wind,460.000000,3600.000000,0.000000,49.983090,0.000000,2224.237068,164.505247,1187.654298,2027,,4
Innovation,Bay of Plenty,Geo,Geothermal,333.500000,12000.000000,0.000000,223.808703,0.000000,5947.224944,97.180095,1191.469484,2030,,8
Innovation,Bay of Plenty,HydSC,"Hydro, schedulable",172.900000,3600.000000,0.000000,116.463264,0.000000,,,,,,2
Innovation,Bay of Plenty,Solar,Solar,432.000000,3600.000000,0.000000,23.558811,0.000000,1080.601848,28.810000,461.050739,,2024,4
Innovation,Bay of Plenty,Solar,Solar,764.000000,3600.000000,0.000000,23.558811,0.000000,1067.791466,234.846179,1050.638859,2020,,7
Innovation,Canterbury,BioRecip,Reciprocating Biogas engine,10.000000,11400.000000,16.012294,21.173282,0.000000,2169.235794,0.661665,22.354023,2035,,1
Innovation,Canterbury,HydPK,"Hydro, peaking",35.000000,3600.000000,0.000000,76.300527,0.000000,4044.096805,5.160987,146.704376,,,1
Innovation,Canterbury,HydRR,"Hydro, run of river",708.000000,3600.000000,0.000000,65.640251,0.000000,5477.511902,74.381739,3952.460166,,,6
Innovation,Canterbury,HydSC,"Hydro, schedulable",1809.300000,3600.000000,0.000000,63.055332,0.000000,,,,,,3
Innovation,Canterbury,Solar,Solar,63.000000,3600.000000,0.000000,23.558811,0.000000,1530.920870,34.570000,131.018015,,2024,1
Innovation,Canterbury,Solar,Solar,4006.000000,3600.000000,0.000000,23.232344,0.000000,957.070458,944.094921,4778.119175,2020,,25
Innovation,Canterbury,Wind,Wind,470.600000,3600.000000,0.000000,50.024822,0.000000,1944.827877,182.653995,1097.889994,2025,,4
Innovation,Hawke's Bay,DslPkr,"Peaker, diesel-fired OCGT",155.000000,11000.000000,13.664110,27.092632,3.133322,,,,,,1
Innovation,Hawke's Bay,HydSC,"Hydro, schedulable",138.000000,3600.000000,0.000000,75.584954,0.000000,,,,,,1
Innovation,Hawke's Bay,Solar,Solar,70.000000,3600.000000,0.000000,23.558811,0.000000,1409.841185,36.645730,135.334613,,2024,1
Innovation,Hawke's Bay,Solar,Solar,583.000000,3600.000000,0.000000,23.329143,0.000000,992.413999,129.620654,708.198016,2025,,5
Innovation,Hawke's Bay,Wind,Wind,176.000000,3600.000000,0.000000,41.239698,0.000000,2479.818246,21.518302,457.966314,,2024,1
Innovation,Hawke's Bay,Wind,Wind,475.000000,3600.000000,0.000000,52.741978,0.000000,1961.957278,362.558320,1294.488027,,,4
Innovation,Manawatū-Whanganui,HydSC,"Hydro, schedulable",39.000000,3600.000000,0.000000,76.085855,0.000000,,,,,,1
Innovation,Manawatū-Whanganui,Solar,Solar,974.000000,3600.000000,0.000000,23.558811,0.000000,1047.601329,294.334455,1314.698149,2024,,11
Innovation,Manawatū-Whanganui,Wind,Wind,2419.150000,3600.000000,0.000000,49.503873,0.000000,2115.669328,578.578539,4599.408098,2024,,19
Innovation,Marlborough,HydRR,"Hydro, run of river",72.000000,3600.000000,0.000000,74.317368,0.000000,4528.567957,13.881733,339.938626,,,1
Innovation,Marlborough,Solar,Solar,205.000000,3600.000000,0.000000,23.133502,0.000000,1328.405830,77.530000,349.853195,2020,,3
Innovation,Marlborough,Wind,Wind,125.000000,3600.000000,0.000000,49.645482,0.000000,1839.157088,45.821887,275.716523,,,2
Innovation,Nelson,HydSC,"Hydro, schedulable",32.000000,3600.000000,0.000000,76.464087,0.000000,,,,,,1
Innovation,Nelson,Solar,Solar,130.000000,3600.000000,0.000000,23.558811,0.000000,864.058630,31.690000,144.017622,,,1
Innovation,Northland,DslPkr,"Peaker, diesel-fired OCGT",9.000000,10906.000000,16.726756,22.380870,3.133322,,,,,,1
Innovation,Northland,GasPkr,"Peaker, gas-fired OCGT",100.000000,11750.000000,13.428522,5.418526,2.650366,1213.001597,13.192934,134.493094,2030,,1
Innovation,Northland,Geo,Geothermal,142.000000,12000.000000,0.000000,223.808703,0.000000,8349.716617,53.007324,737.684087,2026,,5
Innovation,Northland,Solar,Solar,24.000000,3600.000000,0.000000,20.444943,0.000000,1249.208261,24.200000,54.180998,,2024,1
Innovation,Northland,Solar,Solar,585.700000,3600.000000,0.000000,23.558811,0.000000,1026.086870,206.946336,775.090636,2024,,9
Innovation,Northland,Wind,Wind,1323.000000,3600.000000,0.000000,50.101034,0.000000,1898.358537,582.032202,3093.560546,2024,,10
Innovation,Otago,BioRecip,Reciprocating Biogas engine,10.000000,11400.000000,16.012294,21.173282,0.000000,2169.235794,0.661665,22.354023,2030,,1
Innovation,Otago,HydPK,"Hydro, peaking",17.000000,3600.000000,0.000000,153.132623,0.000000,2957.201678,17.203291,67.475720,,,1
Innovation,Otago,HydRR,"Hydro, run of river",725.000000,3600.000000,0.000000,64.790447,0.000000,5042.398329,75.297483,3731.036271,,,4
Innovation,Otago,HydSC,"Hydro, schedulable",839.000000,3600.000000,0.000000,61.884357,0.000000,,,,,,2
Innovation,Otago,Solar,Solar,1919.000000,3600.000000,0.000000,23.072015,0.000000,1007.373419,423.451174,2356.600765,2020,,12
Innovation,Otago,Wind,Wind,924.000000,3600.000000,0.000000,48.084910,0.000000,2161.344373,175.731590,2095.005393,2028,,5
Innovation,Southland,HydSC,"Hydro, schedulable",800.000000,3600.000000,0.000000,35.339084,0.000000,,,,,,1
Innovation,Southland,Solar,Solar,500.000000,3600.000000,0.000000,23.558811,0.000000,1065.276484,121.510000,654.148242,2025,,4
Innovation,Southland,Wind,Wind,991.000000,3600.000000,0.000000,49.539448,0.000000,2085.668785,211.145825,2067.391043,2026,,9
Innovation,Taranaki,CCGT,Combined cycle gas turbine,380.000000,7700.000000,6.125291,48.295562,0.518294,,,,,,1
Innovation,Taranaki,GasCog,"Cogeneration, gas-fired",95.000000,9300.000000,5.773787,46.837345,1.322268,,,,,,2
Innovation,Taranaki,GasPkr,"Peaker, gas-fired OCGT",510.000000,10089.156863,11.534579,19.054921,1.250465,1213.001597,13.192934,134.493094,2025,,4
Innovation,Taranaki,HydSC,"Hydro, schedulable",33.000000,3600.000000,0.000000,76.402752,0.000000,,,,,,1
Innovation,Taranaki,OCGT,Open cycle gas turbine,9.600000,11600.000000,16.726756,11.779405,0.000000,,,,,,1
Innovation,Taranaki,Solar,Solar,841.000000,3600.000000,0.000000,23.321846,0.000000,992.163230,261.976347,1096.385624,2025,,9
Innovation,Taranaki,Wind,Wind,733.000000,3600.000000,0.000000,48.575183,0.000000,1896.197936,132.883473,1270.602234,,,4
Innovation,Waikato,CCGT,Combined cycle gas turbine,403.000000,7400.000000,6.125291,48.295562,1.319293,,,,,,1
Innovation,Waikato,Coal,Coal,400.000000,10900.000000,13.664110,96.591125,0.883455,,,,,,2
Innovation,Waikato,GasPkr,"Peaker, gas-fired OCGT",300.000000,11750.000000,13.428522,5.418526,2.650366,1213.001597,39.578802,403.479281,2025,,3
Innovation,Waikato,Geo,Geothermal,203.400000,12000.000000,0.000000,230.789404,0.000000,5460.725829,42.664431,1153.376064,,2024,2
Innovation,Waikato,Geo,Geothermal,1421.400000,12000.000000,0.000000,218.365374,0.000000,5557.710611,252.263550,3720.274971,2026,,23
Innovation,Waikato,HydSC,"Hydro, schedulable",1455.500000,3600.000000,0.000000,67.460618,0.000000,,,,,,2
Innovation,Waikato,OCGT,Open cycle gas turbine,510.800000,11461.765857,12.814277,22.187160,1.219671,1528.758953,5.889703,556.242926,,,4
Innovation,Waikato,OthCog,"Cogeneration, other",39.600000,12000.000000,11.308229,82.455838,1.319293,,,,,,1
Innovation,Waikato,Solar,Solar,2357.000000,3600.000000,0.000000,23.558811,0.000000,1064.494227,540.192486,3049.205379,2020,,16
Innovation,Waikato,Wind,Wind,100.000000,3600.000000,0.000000,48.531150,0.000000,1949.252477,18.411211,213.336458,,2025,1
Innovation,Waikato,Wind,Wind,1769.400000,3600.000000,0.000000,48.193739,0.000000,1926.012155,474.545127,3758.395852,2025,,13
Innovation,Waikato,Wood,Wood - Torrefied for use in coal generators,480.000000,10900.000000,13.664110,96.591125,0.883455,,,,,2032,2
Innovation,Wellington,Solar,Solar,1163.000000,3600.000000,0.000000,23.558811,0.000000,998.563938,332.415446,1493.745306,2025,,8
Innovation,Wellington,Wind,Wind,867.600000,3600.000000,0.000000,49.559309,0.000000,2005.310149,199.009465,1532.540714,,,7
Innovation,West Coast,HydPK,"Hydro, peaking",46.000000,3600.000000,0.000000,75.707624,0.000000,5258.472733,7.939981,249.829726,,,1
Innovation,West Coast,HydRR,"Hydro, run of river",144.000000,3600.000000,0.000000,88.807011,0.000000,5034.958602,36.523911,761.557950,,,4
Innovation,West Coast,Solar,Solar,40.000000,3600.000000,0.000000,23.558811,0.000000,1192.546674,23.770000,71.471867,2030,,1
Innovation,West Coast,Wind,Wind,75.000000,3600.000000,0.000000,47.541680,0.000000,1874.078667,27.610926,168.166826,,,1
Reference,Auckland,GasPkr,"Peaker, gas-fired OCGT",300.000000,11750.000000,13.428522,5.418526,2.650366,1213.001597,39.578802,403.479281,2025,,3
Reference,Auckland,OthCog,"Cogeneration, other",0.000000,1000.000000,11.308229,96.591125,0.000000,,,,,,1
Reference,Auckland,Solar,Solar,294.000000,3600.000000,0.000000,23.558811,0.000000,1276.287927,140.455891,515.684541,2025,,4
Reference,Auckland,Wind,Wind,335.000000,3600.000000,0.000000,50.173235,0.000000,2722.986897,120.485609,1032.686219,2027,,3
Reference,Bay of Plenty,Geo,Geothermal,283.500000,12000.000000,0.000000,223.808703,0.000000,6941.435879,70.676433,1000.828840,2030,,7
Reference,Bay of Plenty,HydSC,"Hydro, schedulable",172.900000,3600.000000,0.000000,116.463264,0.000000,,,,,,2
Reference,Bay of Plenty,Solar,Solar,432.000000,3600.000000,0.000000,23.558811,0.000000,1080.601848,28.810000,461.050739,,2024,4
Reference,Bay of Plenty,Solar,Solar,444.000000,3600.000000,0.000000,23.558811,0.000000,1156.256543,155.136179,668.514084,2025,,5
Reference,Canterbury,BioRecip,Reciprocating Biogas engine,10.000000,11400.000000,16.012294,21.173282,0.000000,2518.865563,0.661665,25.850321,2035,,1
Reference,Canterbury,HydPK,"Hydro, peaking",35.000000,3600.000000,0.000000,76.300527,0.000000,4044.096805,5.160987,146.704376,,,1
Reference,Canterbury,HydRR,"Hydro, run of river",138.000000,3600.000000,0.000000,77.074472,0.000000,5914.049006,37.063830,853.202592,,,4
Reference,Canterbury,HydSC,"Hydro, schedulable",1809.300000,3600.000000,0.000000,63.055332,0.000000,,,,,,3
Reference,Canterbury,Solar,Solar,63.000000,3600.000000,0.000000,23.558811,0.000000,1530.920870,34.570000,131.018015,,2024,1
Reference,Canterbury,Solar,Solar,1826.000000,3600.000000,0.000000,22.842587,0.000000,1033.238648,364.974921,2251.668693,2020,,13
Reference,Canterbury,Wind,Wind,270.600000,3600.000000,0.000000,51.172323,0.000000,2226.693972,133.816580,736.359969,2025,,3
Reference,Hawke's Bay,DslPkr,"Peaker, diesel-fired OCGT",155.000000,11000.000000,13.664110,27.092632,3.133322,,,,,,1
Reference,Hawke's Bay,HydSC,"Hydro, schedulable",138.000000,3600.000000,0.000000,75.584954,0.000000,,,,,,1
Reference,Hawke's Bay,Solar,Solar,70.000000,3600.000000,0.000000,23.558811,0.000000,1409.841185,36.645730,135.334613,,2024,1
Reference,Hawke's Bay,Solar,Solar,383.000000,3600.000000,0.000000,23.209212,0.000000,1136.308388,96.170654,531.376767,2025,,4
Reference,Hawke's Bay,Wind,Wind,176.000000,3600.000000,0.000000,41.239698,0.000000,2479.818246,21.518302,457.966314,,2024,1
Reference,Hawke's Bay,Wind,Wind,200.000000,3600.000000,0.000000,54.370791,0.000000,2254.062550,192.440146,643.252656,,,2
Reference,Manawatū-Whanganui,HydSC,"Hydro, schedulable",39.000000,3600.000000,0.000000,76.085855,0.000000,,,,,,1
Reference,Manawatū-Whanganui,Solar,Solar,494.000000,3600.000000,0.000000,23.558811,0.000000,1170.524170,172.614455,750.853395,2024,,8
Reference,Manawatū-Whanganui,Wind,Wind,2319.150000,3600.000000,0.000000,49.349252,0.000000,2364.214612,513.603339,4770.371749,2024,,18
Reference,Marlborough,HydRR,"Hydro, run of river",72.000000,3600.000000,0.000000,74.317368,0.000000,5303.485851,13.881733,395.732714,,,1
Reference,Marlborough,Solar,Solar,65.000000,3600.000000,0.000000,22.217452,0.000000,2078.759081,34.560000,169.679340,2026,,2
Reference,Marlborough,Wind,Wind,125.000000,3600.000000,0.000000,49.645482,0.000000,2133.422222,45.821887,312.499665,,,2
Reference,Nelson,HydSC,"Hydro, schedulable",32.000000,3600.000000,0.000000,76.464087,0.000000,,,,,,1
Reference,Nelson,Solar,Solar,130.000000,3600.000000,0.000000,23.558811,0.000000,1002.308011,31.690000,161.990041,,,1
Reference,Northland,DslPkr,"Peaker, diesel-fired OCGT",9.000000,10906.000000,16.726756,22.380870,3.133322,,,,,,1
Reference,Northland,GasPkr,"Peaker, gas-fired OCGT",100.000000,11750.000000,13.428522,5.418526,2.650366,1213.001597,13.192934,134.493094,2030,,1
Reference,Northland,Geo,Geothermal,142.000000,12000.000000,0.000000,223.808703,0.000000,9147.422765,53.007324,803.095991,2026,,5
Reference,Northland,Solar,Solar,24.000000,3600.000000,0.000000,20.444943,0.000000,1249.208261,24.200000,54.180998,,2024,1
Reference,Northland,Solar,Solar,525.700000,3600.000000,0.000000,23.558811,0.000000,1104.006540,147.166336,692.214365,2024,,8
Reference,Northland,Wind,Wind,548.000000,3600.000000,0.000000,49.718140,0.000000,2165.766849,224.609703,1411.449936,2024,,4
Reference,Otago,BioRecip,Reciprocating Biogas engine,10.000000,11400.000000,16.012294,21.173282,0.000000,2518.865563,0.661665,25.850321,2030,,1
Reference,Otago,HydPK,"Hydro, peaking",17.000000,3600.000000,0.000000,153.132623,0.000000,2957.201678,17.203291,67.475720,,,1
Reference,Otago,HydRR,"Hydro, run of river",725.000000,3600.000000,0.000000,64.790447,0.000000,5905.241666,75.297483,4356.597691,,,4
Reference,Otago,HydSC,"Hydro, schedulable",839.000000,3600.000000,0.000000,61.884357,0.000000,,,,,,2
Reference,Otago,Solar,Solar,879.000000,3600.000000,0.000000,22.496057,0.000000,1133.380347,185.691174,1181.932499,2025,,5
Reference,Otago,Wind,Wind,774.000000,3600.000000,0.000000,48.260955,0.000000,2471.878286,145.729444,1969.975619,2028,,4
Reference,Southland,HydSC,"Hydro, schedulable",800.000000,3600.000000,0.000000,35.339084,0.000000,,,,,,1
Reference,Southland,Solar,Solar,260.000000,3600.000000,0.000000,23.558811,0.000000,1231.779297,69.410000,389.672617,2025,,2
Reference,Southland,Wind,Wind,891.000000,3600.000000,0.000000,49.189898,0.000000,2386.080237,153.556312,2038.559698,2026,,8
Reference,Taranaki,CCGT,Combined cycle gas turbine,380.000000,7700.000000,6.125291,48.295562,0.518294,,,,,,1
Reference,Taranaki,GasCog,"Cogeneration, gas-fired",95.000000,9300.000000,5.773787,46.837345,1.322268,,,,,,2
Reference,Taranaki,GasPkr,"Peaker, gas-fired OCGT",510.000000,10089.156863,11.534579,19.054921,1.250465,1213.001597,13.192934,134.493094,2025,,4
Reference,Taranaki,HydSC,"Hydro, schedulable",33.000000,3600.000000,0.000000,76.402752,0.000000,,,,,,1
Reference,Taranaki,OCGT,Open cycle gas turbine,9.600000,11600.000000,16.726756,11.779405,0.000000,,,,,,1
Reference,Taranaki,Solar,Solar,581.000000,3600.000000,0.000000,23.215803,0.000000,1110.769779,187.676347,833.033589,2040,,7
Reference,Taranaki,Wind,Wind,733.000000,3600.000000,0.000000,48.575183,0.000000,2199.589606,132.883473,1452.637236,,,4
Reference,Waikato,CCGT,Combined cycle gas turbine,403.000000,7400.000000,6.125291,48.295562,1.319293,,,,,,1
Reference,Waikato,Coal,Coal,400.000000,10900.000000,13.664110,96.591125,0.883455,,,,,,2
Reference,Waikato,GasPkr,"Peaker, gas-fired OCGT",300.000000,11750.000000,13.428522,5.418526,2.650366,1213.001597,39.578802,403.479281,2025,,3
Reference,Waikato,Geo,Geothermal,203.400000,12000.000000,0.000000,230.789404,0.000000,5460.725829,42.664431,1153.376064,,2024,2
Reference,Waikato,Geo,Geothermal,1215.400000,12000.000000,0.000000,217.442776,0.000000,5724.472792,123.868031,2516.697658,2026,,17
Reference,Waikato,HydSC,"Hydro, schedulable",1455.500000,3600.000000,0.000000,67.460618,0.000000,,,,,,2
Reference,Waikato,OCGT,Open cycle gas turbine,510.800000,11461.765857,12.814277,22.187160,1.219671,1528.758953,5.889703,556.242926,,,4
Reference,Waikato,OthCog,"Cogeneration, other",39.600000,12000.000000,11.308229,82.455838,1.319293,,,,,,1
Reference,Waikato,Solar,Solar,1357.000000,3600.000000,0.000000,23.558811,0.000000,1173.678921,317.652486,1910.334782,2025,,9
Reference,Waikato,Wind,Wind,100.000000,3600.000000,0.000000,48.531150,0.000000,2261.132873,18.411211,244.524498,,2025,1
Reference,Waikato,Wind,Wind,1119.400000,3600.000000,0.000000,48.523700,0.000000,2206.662655,318.456226,2646.485326,2025,,8
Reference,Wellington,Solar,Solar,763.000000,3600.000000,0.000000,23.558811,0.000000,1143.197794,171.425446,1043.685362,2050,,6
Reference,Wellington,Wind,Wind,502.600000,3600.000000,0.000000,48.643835,0.000000,1979.751979,66.691404,660.616998,,,3
Reference,West Coast,HydPK,"Hydro, peaking",46.000000,3600.000000,0.000000,75.707624,0.000000,5258.472733,7.939981,249.829726,,,1
Reference,West Coast,HydRR,"Hydro, run of river",144.000000,3600.000000,0.000000,88.807011,0.000000,5754.132623,36.523911,865.119009,,,4
Reference,West Coast,Wind,Wind,75.000000,3600.000000,0.000000,47.541680,0.000000,2173.931254,27.610926,190.655770,,,1
