snapshot,link_punta_arenas_1_to_punta_arenas_2,link_punta_arenas_2_to_punta_arenas_1,h2_electrolyzer_punta_arenas_2,h2_fuel_cell_punta_arenas_2,h2_turbine_punta_arenas_2,uhs_injection_punta_arenas_2,uhs_withdrawal_punta_arenas_2
2040-01-01 00:00:00,0.0,35.88031430413889,0.0,0.0,0.0,0.0,0.0
2040-01-01 01:00:00,0.0,36.290409729065914,0.0,0.0,0.0,0.0,0.0
2040-01-01 02:00:00,0.0,36.116254992381755,0.0,0.0,0.0,0.0,0.0
2040-01-01 03:00:00,0.0,36.48959071767649,0.0,0.0,0.0,0.0,0.0
2040-01-01 04:00:00,0.0,35.491448735905806,0.0,0.0,0.0,0.0,0.0
2040-01-01 05:00:00,0.0,34.93980954094968,0.0,0.0,0.0,0.0,0.0
2040-01-01 06:00:00,0.0,34.471658723148266,0.0,0.0,0.0,0.0,0.0
2040-01-01 07:00:00,0.0,33.44307237599219,0.0,0.0,0.0,0.0,0.0
2040-01-01 08:00:00,0.0,32.160514965344646,0.0,0.0,0.0,0.0,0.0
2040-01-01 09:00:00,0.0,30.62754656821062,0.0,0.0,0.0,0.0,0.0
2040-01-01 10:00:00,0.0,29.634739967274754,0.0,0.0,0.0,0.0,0.0
2040-01-01 11:00:00,0.0,28.98191357008568,0.0,0.0,0.0,0.0,0.0
2040-01-01 12:00:00,0.0,28.867978502034248,0.0,0.0,0.0,0.0,0.0
2040-01-01 13:00:00,0.0,28.903710474015043,0.0,0.0,0.0,0.0,0.0
2040-01-01 14:00:00,0.0,28.502642430900323,0.0,0.0,0.0,0.0,0.0
2040-01-01 15:00:00,0.0,28.79354897567032,0.0,0.0,0.0,0.0,0.0
2040-01-01 16:00:00,0.0,30.27301133139008,0.0,0.0,0.0,0.0,0.0
2040-01-01 17:00:00,0.0,29.76160713697118,0.0,0.0,0.0,0.0,0.0
2040-01-01 18:00:00,0.0,31.744938812591045,0.0,0.0,0.0,0.0,0.0
2040-01-01 19:00:00,0.0,33.15892566284788,0.0,0.0,0.0,0.0,0.0
2040-01-01 20:00:00,0.0,33.23200203094916,0.0,0.0,0.0,0.0,0.0
2040-01-01 21:00:00,0.0,34.07588100565408,0.0,0.0,0.0,0.0,0.0
2040-01-01 22:00:00,0.0,35.12616810897566,0.0,0.0,0.0,0.0,0.0
2040-01-01 23:00:00,0.0,36.76620000346338,0.0,0.0,0.0,0.0,0.0
2040-01-02 00:00:00,0.0,38.91034233064897,0.0,0.0,0.0,0.0,0.0
2040-01-02 01:00:00,0.0,37.69052060988247,0.0,0.0,0.0,0.0,0.0
2040-01-02 02:00:00,0.0,38.681330146099526,0.0,0.0,0.0,0.0,0.0
2040-01-02 03:00:00,0.0,39.37512249159431,0.0,0.0,0.0,0.0,0.0
2040-01-02 04:00:00,0.0,38.67202537965204,0.0,0.0,0.0,0.0,0.0
2040-01-02 05:00:00,0.0,37.523969141749376,0.0,0.0,0.0,0.0,0.0
2040-01-02 06:00:00,0.0,35.87361540576376,0.0,0.0,0.0,0.0,0.0
2040-01-02 07:00:00,0.0,33.66949069845509,0.0,0.0,0.0,0.0,0.0
2040-01-02 08:00:00,0.0,33.98855621057669,0.0,0.0,0.0,0.0,0.0
2040-01-02 09:00:00,0.0,32.74622608653317,0.0,0.0,0.0,0.0,0.0
2040-01-02 10:00:00,0.0,32.04218577793836,0.0,0.0,0.0,0.0,0.0
2040-01-02 11:00:00,0.0,32.29265504788441,0.0,0.0,0.0,0.0,0.0
2040-01-02 12:00:00,0.0,31.02080700803208,0.0,0.0,0.0,0.0,0.0
2040-01-02 13:00:00,0.0,30.93434258702223,0.0,0.0,0.0,0.0,0.0
2040-01-02 14:00:00,0.0,31.281302050341765,0.0,0.0,0.0,0.0,0.0
2040-01-02 15:00:00,0.0,31.16561218779225,0.0,0.0,0.0,0.0,0.0
2040-01-02 16:00:00,0.0,31.567948910901805,0.0,0.0,0.0,0.0,0.0
2040-01-02 17:00:00,0.0,32.377255939065435,0.0,0.0,0.0,0.0,0.0
2040-01-02 18:00:00,0.0,34.39327122361715,0.0,0.0,0.0,0.0,0.0
2040-01-02 19:00:00,0.0,35.31223017439174,0.0,0.0,0.0,0.0,0.0
2040-01-02 20:00:00,0.0,35.69231677435141,0.0,0.0,0.0,0.0,0.0
2040-01-02 21:00:00,0.0,37.911328663538825,0.0,0.0,0.0,0.0,0.0
2040-01-02 22:00:00,0.0,38.06567896377828,0.0,0.0,0.0,0.0,0.0
2040-01-02 23:00:00,0.0,37.55809655142798,0.0,0.0,0.0,0.0,0.0
2040-01-03 00:00:00,0.0,39.46515880993388,0.0,0.0,0.0,0.0,0.0
2040-01-03 01:00:00,0.0,39.02636138442426,0.0,0.0,0.0,0.0,0.0
2040-01-03 02:00:00,0.0,37.95639172225742,0.0,0.0,0.0,0.0,0.0
2040-01-03 03:00:00,0.0,38.97145421364121,0.0,0.0,0.0,0.0,0.0
2040-01-03 04:00:00,0.0,37.64598768608107,0.0,0.0,0.0,0.0,0.0
2040-01-03 05:00:00,0.0,36.7483521430313,0.0,0.0,0.0,0.0,0.0
2040-01-03 06:00:00,0.0,36.45274919346684,0.0,0.0,0.0,0.0,0.0
2040-01-03 07:00:00,0.0,33.4102210128508,0.0,0.0,0.0,0.0,0.0
2040-01-03 08:00:00,0.0,32.9922765157894,0.0,0.0,0.0,0.0,0.0
2040-01-03 09:00:00,0.0,32.567023310331024,0.0,0.0,0.0,0.0,0.0
2040-01-03 10:00:00,0.0,32.13683262861855,0.0,0.0,0.0,0.0,0.0
2040-01-03 11:00:00,0.0,30.894614463274593,0.0,0.0,0.0,0.0,0.0
2040-01-03 12:00:00,0.0,30.27641141576396,0.0,0.0,0.0,0.0,0.0
2040-01-03 13:00:00,0.0,30.10212499321733,0.0,0.0,0.0,0.0,0.0
2040-01-03 14:00:00,0.0,30.819758798600787,0.0,0.0,0.0,0.0,0.0
2040-01-03 15:00:00,0.0,31.733832131143345,0.0,0.0,0.0,0.0,0.0
2040-01-03 16:00:00,0.0,31.050131886746613,0.0,0.0,0.0,0.0,0.0
2040-01-03 17:00:00,0.0,31.479259893764265,0.0,0.0,0.0,0.0,0.0
2040-01-03 18:00:00,0.0,33.65582605725308,0.0,0.0,0.0,0.0,0.0
2040-01-03 19:00:00,0.0,34.675471984077376,0.0,0.0,0.0,0.0,0.0
2040-01-03 20:00:00,0.0,35.37272790570182,0.0,0.0,0.0,0.0,0.0
2040-01-03 21:00:00,0.0,37.49215833424978,0.0,0.0,0.0,0.0,0.0
2040-01-03 22:00:00,0.0,38.5174396906973,0.0,0.0,0.0,0.0,0.0
2040-01-03 23:00:00,0.0,38.1385289285065,0.0,0.0,0.0,0.0,0.0
2040-01-04 00:00:00,0.0,38.70642367395271,0.0,0.0,0.0,0.0,0.0
2040-01-04 01:00:00,0.0,39.56369922397198,0.0,0.0,0.0,0.0,0.0
2040-01-04 02:00:00,0.0,38.6403524391103,0.0,0.0,0.0,0.0,0.0
2040-01-04 03:00:00,0.0,37.47422286253095,0.0,0.0,0.0,0.0,0.0
2040-01-04 04:00:00,0.0,37.83896086930463,0.0,0.0,0.0,0.0,0.0
2040-01-04 05:00:00,0.0,36.352608832834676,0.0,0.0,0.0,0.0,0.0
2040-01-04 06:00:00,0.0,36.24558230622256,0.0,0.0,0.0,0.0,0.0
2040-01-04 07:00:00,0.0,34.57366878321932,0.0,0.0,0.0,0.0,0.0
2040-01-04 08:00:00,0.0,33.71376468770791,0.0,0.0,0.0,0.0,0.0
2040-01-04 09:00:00,0.0,33.17201221846085,0.0,0.0,0.0,0.0,0.0
2040-01-04 10:00:00,0.0,31.88314080777991,0.0,0.0,0.0,0.0,0.0
2040-01-04 11:00:00,0.0,30.900020492457088,0.0,0.0,0.0,0.0,0.0
2040-01-04 12:00:00,0.0,30.256622765594102,0.0,0.0,0.0,0.0,0.0
2040-01-04 13:00:00,0.0,31.793316793675103,0.0,0.0,0.0,0.0,0.0
2040-01-04 14:00:00,0.0,31.5615748435589,0.0,0.0,0.0,0.0,0.0
2040-01-04 15:00:00,0.0,30.355682366486008,0.0,0.0,0.0,0.0,0.0
2040-01-04 16:00:00,0.0,31.290154041106234,0.0,0.0,0.0,0.0,0.0
2040-01-04 17:00:00,0.0,33.214428964688295,0.0,0.0,0.0,0.0,0.0
2040-01-04 18:00:00,0.0,33.4435633032665,0.0,0.0,0.0,0.0,0.0
2040-01-04 19:00:00,0.0,34.93714051439474,0.0,0.0,0.0,0.0,0.0
2040-01-04 20:00:00,0.0,36.59757953762073,0.0,0.0,0.0,0.0,0.0
2040-01-04 21:00:00,0.0,37.11750227173275,0.0,0.0,0.0,0.0,0.0
2040-01-04 22:00:00,0.0,37.79224371212922,0.0,0.0,0.0,0.0,0.0
2040-01-04 23:00:00,0.0,38.19101786634474,0.0,0.0,0.0,0.0,0.0
2040-01-05 00:00:00,0.0,38.891091139822265,0.0,0.0,0.0,0.0,0.0
2040-01-05 01:00:00,0.0,39.403575887744864,0.0,0.0,0.0,0.0,0.0
2040-01-05 02:00:00,0.0,40.310104544365686,0.0,0.0,0.0,0.0,0.0
2040-01-05 03:00:00,0.0,39.36080725173566,0.0,0.0,-0.0,0.0,0.0
2040-01-05 04:00:00,0.0,37.723051626090864,0.0,0.0,0.0,0.0,0.0
2040-01-05 05:00:00,0.0,37.68485015750457,0.0,0.0,0.0,0.0,0.0
2040-01-05 06:00:00,0.0,36.08040051583612,0.0,0.0,0.0,0.0,0.0
2040-01-05 07:00:00,0.0,33.87741352873604,0.0,0.0,0.0,0.0,0.0
2040-01-05 08:00:00,0.0,33.75531291674065,0.0,0.0,0.0,0.0,0.0
2040-01-05 09:00:00,0.0,33.469915701102764,0.0,0.0,0.0,0.0,0.0
2040-01-05 10:00:00,0.0,31.568337133201112,0.0,0.0,0.0,0.0,0.0
2040-01-05 11:00:00,0.0,31.869253821627353,0.0,0.0,0.0,0.0,0.0
2040-01-05 12:00:00,0.0,30.675790190750376,0.0,0.0,0.0,0.0,0.0
2040-01-05 13:00:00,0.0,30.73863213441723,0.0,0.0,0.0,0.0,0.0
2040-01-05 14:00:00,0.0,30.129807053849618,0.0,0.0,0.0,0.0,0.0
2040-01-05 15:00:00,0.0,32.57888427700232,0.0,0.0,0.0,0.0,0.0
2040-01-05 16:00:00,0.0,32.23914684712645,0.0,0.0,0.0,0.0,0.0
2040-01-05 17:00:00,0.0,33.47893556859822,0.0,0.0,0.0,0.0,0.0
2040-01-05 18:00:00,0.0,33.521187738389926,0.0,0.0,0.0,0.0,0.0
2040-01-05 19:00:00,0.0,33.88996672327903,0.0,0.0,0.0,0.0,0.0
2040-01-05 20:00:00,0.0,36.8683300787427,0.0,0.0,0.0,0.0,0.0
2040-01-05 21:00:00,0.0,36.47960162639447,0.0,0.0,0.0,0.0,0.0
2040-01-05 22:00:00,0.0,39.12553025586658,0.0,0.0,0.0,0.0,0.0
2040-01-05 23:00:00,0.0,38.40801964945308,0.0,0.0,0.0,0.0,0.0
2040-01-06 00:00:00,0.0,40.2084727311983,0.0,0.0,0.0,0.0,0.0
2040-01-06 01:00:00,0.0,38.51598655974067,0.0,0.0,0.0,0.0,0.0
2040-01-06 02:00:00,0.0,37.569277869165035,0.0,0.0,0.0,0.0,0.0
2040-01-06 03:00:00,0.0,39.06270073023711,0.0,0.0,0.0,0.0,0.0
2040-01-06 04:00:00,0.0,37.80778375846853,0.0,0.0,0.0,0.0,0.0
2040-01-06 05:00:00,0.0,36.98998036221019,0.0,0.0,0.0,0.0,0.0
2040-01-06 06:00:00,0.0,36.736673859959865,0.0,0.0,0.0,0.0,0.0
2040-01-06 07:00:00,0.0,34.28239749330555,0.0,0.0,0.0,0.0,0.0
2040-01-06 08:00:00,0.0,32.93869286661675,0.0,0.0,0.0,0.0,0.0
2040-01-06 09:00:00,0.0,32.03762730979088,0.0,0.0,0.0,0.0,0.0
2040-01-06 10:00:00,0.0,30.862440362338475,0.0,0.0,0.0,0.0,0.0
2040-01-06 11:00:00,0.0,30.140226646469273,0.0,0.0,0.0,0.0,0.0
2040-01-06 12:00:00,0.0,30.059958608064107,0.0,0.0,0.0,0.0,0.0
2040-01-06 13:00:00,0.0,30.11209444333076,0.0,0.0,0.0,0.0,0.0
2040-01-06 14:00:00,0.0,30.56983811285886,0.0,0.0,0.0,0.0,0.0
2040-01-06 15:00:00,0.0,30.511894195571813,0.0,0.0,0.0,0.0,0.0
2040-01-06 16:00:00,0.0,31.84130687742254,0.0,0.0,0.0,0.0,0.0
2040-01-06 17:00:00,0.0,33.28398009131456,0.0,0.0,0.0,0.0,0.0
2040-01-06 18:00:00,0.0,33.643984039925044,0.0,0.0,0.0,0.0,0.0
2040-01-06 19:00:00,0.0,35.16307904995392,0.0,0.0,0.0,0.0,0.0
2040-01-06 20:00:00,0.0,35.29304170397609,0.0,0.0,0.0,0.0,0.0
2040-01-06 21:00:00,0.0,37.167442644505854,0.0,0.0,0.0,0.0,0.0
2040-01-06 22:00:00,0.0,38.16531593841137,0.0,0.0,0.0,0.0,0.0
2040-01-06 23:00:00,0.0,37.971451253807345,0.0,0.0,0.0,0.0,0.0
2040-01-07 00:00:00,0.0,35.411298254328585,0.0,0.0,0.0,0.0,0.0
2040-01-07 01:00:00,0.0,36.519558707285796,0.0,0.0,0.0,0.0,0.0
2040-01-07 02:00:00,0.0,36.507300021466335,0.0,0.0,0.0,0.0,0.0
2040-01-07 03:00:00,0.0,37.14296589568539,0.0,0.0,0.0,0.0,0.0
2040-01-07 04:00:00,0.0,35.18892759509299,0.0,0.0,0.0,0.0,0.0
2040-01-07 05:00:00,0.0,35.79311044659835,0.0,0.0,0.0,0.0,0.0
2040-01-07 06:00:00,0.0,32.092808952998894,0.0,0.0,0.0,0.0,0.0
2040-01-07 07:00:00,0.0,32.48620540479601,0.0,0.0,0.0,0.0,0.0
2040-01-07 08:00:00,0.0,31.35656682479248,0.0,0.0,0.0,0.0,0.0
2040-01-07 09:00:00,0.0,30.48294160858609,0.0,0.0,0.0,0.0,0.0
2040-01-07 10:00:00,0.0,29.585530696013166,0.0,0.0,0.0,0.0,0.0
2040-01-07 11:00:00,0.0,29.247947596534004,0.0,0.0,0.0,0.0,0.0
2040-01-07 12:00:00,0.0,29.826005304954606,0.0,0.0,0.0,0.0,0.0
2040-01-07 13:00:00,0.0,28.661124241238895,0.0,0.0,0.0,0.0,0.0
2040-01-07 14:00:00,0.0,29.56431383540007,0.0,0.0,0.0,0.0,0.0
2040-01-07 15:00:00,0.0,29.21616396772947,0.0,0.0,0.0,0.0,0.0
2040-01-07 16:00:00,0.0,29.958629293844524,0.0,0.0,0.0,0.0,0.0
2040-01-07 17:00:00,0.0,29.256811420657414,0.0,0.0,0.0,0.0,0.0
2040-01-07 18:00:00,0.0,31.7051433532597,0.0,0.0,0.0,0.0,0.0
2040-01-07 19:00:00,0.0,33.05741322293966,0.0,0.0,0.0,0.0,0.0
2040-01-07 20:00:00,0.0,32.918186882475084,0.0,0.0,0.0,0.0,0.0
2040-01-07 21:00:00,0.0,34.20360107465922,0.0,0.0,0.0,0.0,0.0
2040-01-07 22:00:00,0.0,34.8337208785581,0.0,0.0,0.0,0.0,0.0
2040-01-07 23:00:00,0.0,37.572425135941785,0.0,0.0,0.0,0.0,0.0
2040-01-08 00:00:00,0.0,35.72605898610641,0.0,0.0,0.0,0.0,0.0
2040-01-08 01:00:00,0.0,36.04469783075115,0.0,0.0,0.0,0.0,0.0
2040-01-08 02:00:00,0.0,34.47266495506733,0.0,0.0,0.0,0.0,0.0
2040-01-08 03:00:00,0.0,34.91265500032023,0.0,0.0,0.0,0.0,0.0
2040-01-08 04:00:00,0.0,35.56221181039382,0.0,0.0,0.0,0.0,0.0
2040-01-08 05:00:00,0.0,33.727599625109406,0.0,0.0,0.0,0.0,0.0
2040-01-08 06:00:00,0.0,31.816253796383307,0.0,0.0,0.0,0.0,0.0
2040-01-08 07:00:00,0.0,32.45524862782645,0.0,0.0,0.0,0.0,0.0
2040-01-08 08:00:00,0.0,31.69270468951504,0.0,0.0,0.0,0.0,0.0
2040-01-08 09:00:00,0.0,30.845514852572023,0.0,0.0,0.0,0.0,0.0
2040-01-08 10:00:00,0.0,30.08960549546987,0.0,0.0,0.0,0.0,0.0
2040-01-08 11:00:00,0.0,28.89624053621378,0.0,0.0,0.0,0.0,0.0
2040-01-08 12:00:00,0.0,30.45931440203458,0.0,0.0,0.0,0.0,0.0
2040-01-08 13:00:00,0.0,28.406984904981073,0.0,0.0,0.0,0.0,0.0
2040-01-08 14:00:00,0.0,29.109782782405546,0.0,0.0,0.0,0.0,0.0
2040-01-08 15:00:00,0.0,28.51194055641122,0.0,0.0,0.0,0.0,0.0
2040-01-08 16:00:00,0.0,29.502777474181812,0.0,-0.0,0.0,0.0,0.0
2040-01-08 17:00:00,0.0,29.75334617036674,0.0,0.0,0.0,0.0,0.0
2040-01-08 18:00:00,0.0,31.76149325675533,0.0,0.0,0.0,0.0,0.0
2040-01-08 19:00:00,0.0,32.38225381451116,0.0,0.0,0.0,0.0,0.0
2040-01-08 20:00:00,0.0,32.98583902155815,0.0,0.0,0.0,0.0,0.0
2040-01-08 21:00:00,0.0,33.2254954977609,0.0,0.0,0.0,0.0,0.0
2040-01-08 22:00:00,0.0,35.79831354246221,0.0,0.0,0.0,0.0,0.0
2040-01-08 23:00:00,0.0,36.61923330820309,0.0,0.0,0.0,0.0,0.0
2040-01-09 00:00:00,0.0,39.38276661151167,0.0,0.0,0.0,0.0,0.0
2040-01-09 01:00:00,0.0,38.817225217597525,0.0,0.0,0.0,0.0,0.0
2040-01-09 02:00:00,0.0,39.27711702418969,0.0,0.0,0.0,0.0,0.0
2040-01-09 03:00:00,0.0,39.02341102516766,0.0,0.0,0.0,0.0,0.0
2040-01-09 04:00:00,0.0,38.05226698473189,0.0,0.0,0.0,0.0,0.0
2040-01-09 05:00:00,0.0,37.85719398213405,0.0,0.0,0.0,0.0,0.0
2040-01-09 06:00:00,0.0,35.694263697912675,0.0,0.0,0.0,0.0,0.0
2040-01-09 07:00:00,0.0,34.87517042487525,0.0,0.0,0.0,0.0,0.0
2040-01-09 08:00:00,0.0,32.64383084343035,0.0,0.0,0.0,0.0,0.0
2040-01-09 09:00:00,0.0,34.00938067592347,0.0,0.0,0.0,0.0,0.0
2040-01-09 10:00:00,0.0,31.322818105331407,0.0,0.0,0.0,0.0,0.0
2040-01-09 11:00:00,0.0,31.336979301676593,0.0,0.0,0.0,0.0,0.0
2040-01-09 12:00:00,0.0,31.106947884181864,0.0,0.0,0.0,0.0,0.0
2040-01-09 13:00:00,0.0,30.090994398523435,0.0,0.0,0.0,0.0,0.0
2040-01-09 14:00:00,0.0,30.7023116600285,0.0,0.0,0.0,0.0,0.0
2040-01-09 15:00:00,0.0,31.572719630427173,0.0,0.0,0.0,0.0,0.0
2040-01-09 16:00:00,0.0,31.75387582158214,0.0,0.0,0.0,0.0,0.0
2040-01-09 17:00:00,0.0,32.4826429548873,0.0,0.0,0.0,0.0,0.0
2040-01-09 18:00:00,0.0,33.475439424793194,0.0,0.0,0.0,0.0,0.0
2040-01-09 19:00:00,0.0,34.27994971755652,0.0,0.0,0.0,0.0,0.0
2040-01-09 20:00:00,0.0,35.73046755852761,0.0,0.0,0.0,0.0,0.0
2040-01-09 21:00:00,0.0,37.12700410968591,0.0,0.0,0.0,0.0,0.0
2040-01-09 22:00:00,0.0,38.066057749215815,0.0,0.0,0.0,0.0,0.0
2040-01-09 23:00:00,0.0,39.22324717510264,0.0,0.0,0.0,0.0,0.0
2040-01-10 00:00:00,0.0,38.84011742899929,0.0,0.0,0.0,0.0,0.0
2040-01-10 01:00:00,0.0,38.54903880446136,0.0,0.0,0.0,0.0,0.0
2040-01-10 02:00:00,0.0,39.45226036921213,0.0,0.0,0.0,0.0,0.0
2040-01-10 03:00:00,0.0,38.65597712667204,0.0,0.0,0.0,0.0,0.0
2040-01-10 04:00:00,0.0,38.477802342399855,0.0,0.0,0.0,0.0,0.0
2040-01-10 05:00:00,0.0,37.00331738857608,0.0,0.0,0.0,0.0,0.0
2040-01-10 06:00:00,0.0,36.24081007755285,0.0,0.0,0.0,0.0,0.0
2040-01-10 07:00:00,0.0,35.05322991149569,0.0,0.0,0.0,0.0,0.0
2040-01-10 08:00:00,0.0,34.1916899322614,0.0,0.0,0.0,0.0,0.0
2040-01-10 09:00:00,0.0,32.066808446258555,0.0,0.0,0.0,0.0,0.0
2040-01-10 10:00:00,0.0,31.768546177076132,0.0,0.0,0.0,0.0,0.0
2040-01-10 11:00:00,0.0,31.283098218456644,0.0,0.0,0.0,0.0,0.0
2040-01-10 12:00:00,0.0,31.801069633007955,0.0,0.0,0.0,0.0,0.0
2040-01-10 13:00:00,0.0,30.57024933605544,0.0,0.0,0.0,0.0,0.0
2040-01-10 14:00:00,0.0,31.036225866851055,0.0,0.0,0.0,0.0,0.0
2040-01-10 15:00:00,0.0,31.063768682621685,0.0,0.0,0.0,0.0,0.0
2040-01-10 16:00:00,0.0,30.53544699206759,0.0,0.0,0.0,0.0,0.0
2040-01-10 17:00:00,0.0,33.50922711423618,0.0,0.0,0.0,0.0,0.0
2040-01-10 18:00:00,0.0,34.161779448503694,0.0,0.0,0.0,0.0,0.0
2040-01-10 19:00:00,0.0,35.65014989944302,0.0,0.0,0.0,0.0,0.0
2040-01-10 20:00:00,0.0,34.90358654751367,0.0,0.0,0.0,0.0,0.0
2040-01-10 21:00:00,0.0,37.08421726421443,0.0,0.0,0.0,0.0,0.0
