year,name,bus,carrier,energy_mwh
2050,slack_punta_arenas_1,elec_punta_arenas_1,slack,24752.800693220874
2050,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2050,wind_punta_arenas_2,elec_punta_arenas_2,wind,270805.03177512647
2050,solar_punta_arenas_2,elec_punta_arenas_2,solar,61614.29769473472
2050,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,-2.5623380476617325e-10
2050,bess_punta_arenas_2,elec_punta_arenas_2,bess,72371.59813860603
2050,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,0.0
2050,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,308127.19930677913
2050,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,24404.3691808612
2050,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,16207.013934061273
2050,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,0.0
2050,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,17083.058426602838
2050,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,16537.769320470685
