year,name,bus,carrier,energy_mwh
2040,gas_supply_punta_arenas_1,gas_punta_arenas_1,natural_gas,43939.59135005342
2040,slack_punta_arenas_1,elec_punta_arenas_1,slack,311.01358145483533
2040,slack_punta_arenas_2,elec_punta_arenas_2,slack,562.039094183785
2040,wind_punta_arenas_2,elec_punta_arenas_2,wind,284906.1056208251
2040,solar_punta_arenas_2,elec_punta_arenas_2,solar,24363.06586432764
2040,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,74786.99106482507
2040,bess_punta_arenas_2,elec_punta_arenas_2,bess,46613.50875911711
2040,gas_boiler_punta_arenas_1,gas_punta_arenas_1,gas_boiler,43939.59135005342
2040,heat_pump_punta_arenas_1,elec_punta_arenas_1,heat_pump,45378.12259498398
2040,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,0.0
2040,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,378859.10901352926
2040,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,-9.611859698391502e-13
2040,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,-3.888906832364156e-13
2040,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,-2.306542435488728e-12
2040,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,3.995087236713476e-12
2040,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,4.165677918914788e-11
2050,gas_supply_punta_arenas_1,gas_punta_arenas_1,natural_gas,-5.652189827287657e-10
2050,slack_punta_arenas_1,elec_punta_arenas_1,slack,26287.322350842056
2050,slack_punta_arenas_2,elec_punta_arenas_2,slack,26020.89598772435
2050,wind_punta_arenas_2,elec_punta_arenas_2,wind,323699.32178411953
2050,solar_punta_arenas_2,elec_punta_arenas_2,solar,32807.68470794549
2050,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,4.553418778980875e-13
2050,bess_punta_arenas_2,elec_punta_arenas_2,bess,77453.61349348337
2050,gas_boiler_punta_arenas_1,gas_punta_arenas_1,gas_boiler,-5.652189827287657e-10
2050,heat_pump_punta_arenas_1,elec_punta_arenas_1,heat_pump,58400.000000000175
2050,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,0.0
2050,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,364992.67764915817
2050,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,6.5242298431104e-14
2050,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,0.0
2050,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,4.795111721737749e-14
2050,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,-5.761384635365386e-14
2050,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,-5.646156942658077e-14
