year,name,bus,carrier,energy_mwh
2030,slack_punta_arenas_1,elec_punta_arenas_1,slack,21.521946042708144
2030,slack_punta_arenas_2,elec_punta_arenas_2,slack,7.962448651588314
2030,wind_punta_arenas_2,elec_punta_arenas_2,wind,200266.06312629476
2030,solar_punta_arenas_2,elec_punta_arenas_2,solar,5729.962562072853
2030,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,73389.84372649813
2030,bess_punta_arenas_2,elec_punta_arenas_2,bess,17251.734900115298
2030,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,978.5630312499998
2030,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,278202.1165070842
2040,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2040,slack_punta_arenas_2,elec_punta_arenas_2,slack,52.9485296612242
2040,wind_punta_arenas_2,elec_punta_arenas_2,wind,203523.77881812007
2040,solar_punta_arenas_2,elec_punta_arenas_2,solar,5015.336384182583
2040,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,71435.59754532158
2040,bess_punta_arenas_2,elec_punta_arenas_2,bess,16978.697605964582
2040,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,959.438625
2040,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,278922.69427343755
2050,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2050,slack_punta_arenas_2,elec_punta_arenas_2,slack,11321.26402212442
2050,wind_punta_arenas_2,elec_punta_arenas_2,wind,225477.13353692534
2050,solar_punta_arenas_2,elec_punta_arenas_2,solar,5024.139977943038
2050,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,37623.762376237566
2050,bess_punta_arenas_2,elec_punta_arenas_2,bess,18149.034335098346
2050,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,1926.2675
2050,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,279171.342921875
