year,name,bus,carrier,energy_mwh
2025,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2025,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2025,wind_punta_arenas_2,elec_punta_arenas_2,wind,0.0
2025,solar_punta_arenas_2,elec_punta_arenas_2,solar,0.0
2025,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,277245.075421875
2025,bess_punta_arenas_2,elec_punta_arenas_2,bess,0.0
2025,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,0.0
2025,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,277245.075421875
2030,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2030,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2030,wind_punta_arenas_2,elec_punta_arenas_2,wind,182267.8047788866
2030,solar_punta_arenas_2,elec_punta_arenas_2,solar,17364.098778150263
2030,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,78221.9216713387
2030,bess_punta_arenas_2,elec_punta_arenas_2,bess,5089.489157379855
2030,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,2930.99175
2030,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,280176.06717187504
2040,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2040,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2040,wind_punta_arenas_2,elec_punta_arenas_2,wind,192914.08887365903
2040,solar_punta_arenas_2,elec_punta_arenas_2,solar,7525.088574892599
2040,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,78059.2670983283
2040,bess_punta_arenas_2,elec_punta_arenas_2,bess,4583.975889204856
2040,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,2914.422125
2040,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,280877.6777734375
2050,slack_punta_arenas_1,elec_punta_arenas_1,slack,9597.762710607669
2050,slack_punta_arenas_2,elec_punta_arenas_2,slack,9590.046684795181
2050,wind_punta_arenas_2,elec_punta_arenas_2,wind,212440.17214696592
2050,solar_punta_arenas_2,elec_punta_arenas_2,solar,8766.52816996706
2050,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,37623.76237623764
2050,bess_punta_arenas_2,elec_punta_arenas_2,bess,6269.7224376990125
2050,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,3906.6688125
2050,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,271553.98152376735
