year,name,bus,carrier,energy_mwh
2025,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2025,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2025,wind_punta_arenas_2,elec_punta_arenas_2,wind,0.0
2025,solar_punta_arenas_2,elec_punta_arenas_2,solar,0.0
2025,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,277245.075421875
2025,bess_punta_arenas_2,elec_punta_arenas_2,bess,0.0
2025,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,0.0
2025,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,277245.075421875
2025,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,0.0
2025,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,0.0
2025,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,0.0
2025,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,0.0
2025,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,0.0
2030,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2030,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2030,wind_punta_arenas_2,elec_punta_arenas_2,wind,182289.16287041252
2030,solar_punta_arenas_2,elec_punta_arenas_2,solar,17363.075105310454
2030,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,78221.9216713387
2030,bess_punta_arenas_2,elec_punta_arenas_2,bess,5320.492607647952
2030,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,0.0
2030,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,277245.075421875
2030,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,0.0
2030,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,0.0
2030,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,0.0
2030,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,0.0
2030,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,0.0
2040,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2040,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2040,wind_punta_arenas_2,elec_punta_arenas_2,wind,195668.78981336116
2040,solar_punta_arenas_2,elec_punta_arenas_2,solar,7502.265393867096
2040,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,78059.26709832804
2040,bess_punta_arenas_2,elec_punta_arenas_2,bess,4795.2882310274235
2040,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,3741021.5223726276
2040,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,4018984.7780210646
2040,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,0.0
2040,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,0.0
2040,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,0.0
2040,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,0.0
2040,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,0.0
2050,slack_punta_arenas_1,elec_punta_arenas_1,slack,0.0
2050,slack_punta_arenas_2,elec_punta_arenas_2,slack,0.0
2050,wind_punta_arenas_2,elec_punta_arenas_2,wind,270840.8794432106
2050,solar_punta_arenas_2,elec_punta_arenas_2,solar,9827.140661880421
2050,ocgt_punta_arenas_2,elec_punta_arenas_2,ocgt,37623.7623762376
2050,bess_punta_arenas_2,elec_punta_arenas_2,bess,7408.299078818159
2050,link_punta_arenas_1_to_punta_arenas_2,elec_punta_arenas_1,electricity,3911583.303089546
2050,link_punta_arenas_2_to_punta_arenas_1,elec_punta_arenas_2,electricity,4188828.3785114214
2050,h2_electrolyzer_punta_arenas_2,elec_punta_arenas_2,electrolyzer,55551.522808362104
2050,h2_fuel_cell_punta_arenas_2,h2_punta_arenas_2,h2_fuel_cell,36873.1517530517
2050,h2_turbine_punta_arenas_2,h2_punta_arenas_2,h2_turbine,0.0
2050,uhs_injection_punta_arenas_2,h2_punta_arenas_2,uhs_injection,36820.04358579009
2050,uhs_withdrawal_punta_arenas_2,uhs_punta_arenas_2,uhs_withdrawal,35550.41211551106
